,MAE,MAPE(%),RMSE,R2,Radius,nBits,Model
0,0.0,0.0,0.0,0.0,0,0,0
1,16.265003628295226,3.565689332458112,27.09804827829702,0.8755077225136646,r= 2,n= 2048,DT
2,25.539228702958496,5.590903217036493,42.00207153795286,0.7018722151609774,r= 2,n= 2048,DT
3,17.19257313568348,3.7682428213103796,28.93626658038981,0.8580999987585649,r= 2,n= 2048,DT
