,Actual,Predict
11291,564.49,536.2460664395593
5140,496.83,501.0640649730348
4129,448.06,432.13988100062875
4890,437.69,462.5419668924915
8875,550.15,531.1595207144203
6438,597.59,555.118861285529
5372,627.01,597.5372301359349
429,398.75,400.36887848577334
763,407.9,424.8791970572014
9015,610.9,548.8669237941461
927,430.15,445.73417956200507
4676,401.15,420.87851387889305
2308,415.65,414.4649313981563
850,418.15,406.6365222416482
5095,486.15,473.80855614153165
1351,480.15,528.2662330142678
5186,510.93,503.77578543611077
9440,459.62,440.7414705226167
12573,658.52,627.6545989474134
9187,422.68,436.94642755463144
5418,340.65,449.07192044493553
8750,516.15,523.2575780660741
7100,444.65,414.89901711672815
4896,439.15,389.6222698544953
1825,538.65,475.0253551197405
11687,467.15,462.53235124153093
12447,592.72,548.9874752964148
12160,527.15,496.7733613924905
9584,479.65,491.0211075994687
3314,395.67,418.5052134158925
4341,604.13,578.2563317491548
2874,535.8499999999999,511.11497791436807
8660,501.86,469.6781435082785
3069,323.54999999999995,354.25906247458
99,422.15,415.901084098635
5817,424.72,436.0555881211768
12024,499.51,470.3123271078533
11947,483.16,480.04338598539147
11299,566.84,515.403653226911
1747,523.15,505.08373047858356
1166,459.15,465.362750887855
