,Name,Actual,Predict
259,CC=C(C)C,311.65,308.97644
260,CCC(C)C,300.95,302.08826
261,C=CCC=C,299.15,299.74603
262,C/C=C/C=C,315.15,314.25052
263,CC=CC=C,315.15,314.64545
264,C/C=C\C=C,317.25,313.55548
265,CCC=C=C,318.05,317.9425
266,CCC(C)(C)C,322.85,322.03845
267,CC=C=CC,321.35,319.8712
268,CCCC=C,303.05,303.37595
269,CCCC=C,308.15,303.37595
270,CC/C=C/C,309.45,309.37274
271,CC/C=C\C,310.05,310.4402
272,CCCCC,309.15,311.07465
273,CC(C)C(C)C,331.05,332.8222
274,CC(=C)C1CC1,343.15,337.97397
275,CC1CC1(C)C,327.15,324.234
276,CCC1(CC1)C,329.95,330.7324
277,CC(C)C1CC1,331.45,336.25168
278,CC(=C)CC=C,329.15,330.47836
279,CCC(=C=C)C,343.15,343.04416
280,CC(C)C=C=C,343.15,342.81473
281,CC=C=C(C)C,345.15,347.11865
282,CCC(=C)C=C,348.15,344.28262
283,C/C=C(/C)\C=C,349.15,347.2903
284,CC(=CC=C)C,349.65,348.24396
285,CC=C(C)C=C,350.15,346.444
286,CC(C)CC=C,327.05,328.85504
287,CCC(C)C=C,327.35,327.35596
288,C/C=C\C(C)C,329.45,331.367
289,C/C=C/C(C)C,331.75,333.32346
290,CCCC(=C)C,335.25,336.84036
291,CCC(=C)CC,337.85,340.54614
292,CCC=C(C)C,340.45,341.29486
293,CC/C(=C\C)/C,340.85,340.60895
294,CC/C(=C/C)/C,343.55,341.69263
295,CCCC(C)C,333.35,332.72385
296,CCC(C)CC,336.35,333.93878
297,C1CC=CC=C1,353.65,353.60297
298,C1C=CCC=C1,358.65,356.757
299,CC1CCC=C1,338.05,338.53268
300,CC1CCC(C1)C,363.95,365.6154
301,CC1CC=CC1,338.85,347.61835
302,CC1=CCCC1,348.65,350.9893
303,C=C1CCCC1,348.65,350.17224
304,C1CCC=CC1,356.05,354.6618
305,CC1CCC1C,331.15,334.66415
306,CCCC1CC1,342.25,342.17706
307,CCC1CCC1,343.95,343.20374
308,CC1CCCC1,344.95,343.12378
309,C1CCCCC1,353.85,355.26297
310,C=CC=CC=C,351.15,352.48166
311,CC1CCC(C1)C,364.85,365.6154
312,C=CC=CC=C,351.65,352.48166
313,C1C=CC=CC=C1,390.15,389.9237
314,C=C1CCCCC1,375.65,375.8938
315,C=CCCC=C,332.55,334.16858
316,C/C=C/CC=C,338.15,337.41605
317,CC=CCC=C,338.15,338.5529
318,C/C=C\CC=C,339.45,338.9818
319,CCC1CCC=C1,370.95,371.3063
