,Actual,Predict
2609,478.15,390.6210256500797
8156,439.15,454.464794764202
2616,478.15,490.3503134340702
4653,398.65,404.0600801755699
8530,489.54,461.97377462016044
10707,454.15,444.2492182811958
11822,472.15,473.44457490600746
3305,382.84,423.82516197170406
6348,548.83,513.6952447167865
5852,428.68,416.3297209778803
9006,605.81,571.6954469835177
8265,455.15,448.44094693641887
6385,563.15,492.7402963152232
624,387.65,449.6359036006452
7698,547.7,489.7584571044666
11902,478.15,485.1776057355205
9290,438.65,431.5968850143479
1634,509.15,468.9804304516673
1383,483.15,509.157306720755
5324,573.51,528.3452706581224
2876,536.15,422.7165365006313
8935,567.45,541.0507513860924
8998,601.3,589.060197498265
4684,402.08,430.23235911241625
3422,704.0,389.20262117641687
3963,396.39,398.38208863104774
4889,437.69,460.07092663154685
3487,367.8,366.98649987544707
12068,509.82,476.84695812672896
1662,513.15,525.0247924932255
12438,589.72,554.1043486078236
6630,388.64,402.2750953284916
3094,342.15,467.6395977850247
218,425.95,429.27707268203596
1372,481.65,481.87943910542936
6698,395.68,403.05759971163775
12346,561.45,540.1301668280914
1950,578.15,574.2062944464581
1953,579.15,569.9132130604723
1530,498.15,544.6524931556073
8947,571.36,534.6481654133115
9567,477.15,590.6883462843363
10913,493.55,492.1526137333741
10798,470.26,474.3970260265493
6647,390.72,420.300016401236
3068,322.65,341.1951964064791
2417,440.65,504.0784627091805
11336,581.4,551.3673458436836
8846,541.15,506.7537756976765
5981,452.82,445.7863387623608
10278,573.99,553.8766066089739
9137,390.15,487.5380897490779
7346,472.48,466.23933490199994
11563,451.65,564.3548372026227
1984,321.15,334.4011016286595
173,447.15,449.2447665933392
5702,409.05,405.22228484386267
11365,596.34,572.4853050016268
3297,366.59,366.4930218143028
8518,487.75,470.5819537632716
8276,457.09,450.49204997084985
7209,457.6,441.7877902398452
3669,490.04,455.0975921002158
8582,494.15,544.4446427543287
9720,491.15,490.33033736875893
2392,433.15,469.5917093443336
1236,466.65,491.61336197704577
2189,387.65,456.02449140527324
3468,350.35,370.8057383604036
1043,444.15,436.1716213561196
10934,498.15,436.7076739047095
12123,522.39,519.0458589720888
2589,475.34999999999997,474.4008263902824
7077,443.15,460.6143802388298
5743,416.65,414.9216229369619
10739,457.29,471.77418108759014
3873,365.65,360.9377511862162
3210,383.76,407.5767315043883
720,399.65,420.4331538826774
1213,464.15,454.4127055642929
7090,443.92,430.4596292694113
5045,472.51,457.57410431010845
724,400.65,373.2190227349899
10715,455.15,447.60598551372516
10402,618.99,595.990671454738
6258,512.48,507.33565014384124
11921,479.15,469.95296245191673
10638,448.15,450.6709026677836
3344,446.15,401.7802505596954
8873,550.08,524.0918195184981
450,431.65,427.58701691344675
7512,499.45,511.5825031661635
10244,565.65,531.7274172499639
3817,337.15,400.5588547900926
10673,452.15,447.3888325516406
290,353.65,374.74348972784514
9810,501.65,511.8858262248978
3011,578.15,550.4615531561328
11430,632.15,643.0605034858281
8810,527.27,491.946692656771
7633,531.13,517.3200714867389
1369,481.34999999999997,476.89639141573537
10912,493.25,487.20135752739293
2684,494.15,479.93300967459334
839,416.15,384.28223796391524
2927,546.15,524.4765145273675
4429,348.715,351.5732641827888
1579,502.15,524.8506775174134
4338,601.96,543.7682014689265
5502,371.15,445.9201972589134
4584,386.17,391.00887101918426
7780,582.02,545.983884531828
6747,402.98,417.8133376580902
749,405.15,531.4077834269481
5747,417.54,421.90593298561663
9054,656.19,614.007838650999
6464,625.02,580.7947341873038
5503,371.32,383.37964394802145
2655,486.65,435.90874345759426
11224,550.15,512.2240016589819
5965,448.15,423.8618958137638
4874,435.15,439.6211996549835
6595,384.35,392.5539303289678
1427,488.15,494.0356598511071
5049,473.15,496.01253914106553
2087,360.65,410.54619685979253
9330,443.76,433.8855828285548
7497,496.96,477.75164221809035
8061,420.64,423.67430400871285
12517,625.78,594.8590292197827
4226,489.32,468.46934478685125
7370,478.54,489.81217272164224
5654,400.89,404.20075181413034
970,435.65,441.7035919442814
10365,597.99,559.222374983715
993,438.15,467.4595755481031
12180,529.06,514.6062191917551
5353,602.52,498.4757097604256
7460,490.78,463.09729633251675
8725,512.15,531.9640714355005
1277,470.65,457.8947013506164
741,404.15,428.5852883916632
1078,447.65,462.49790510046057
4250,504.5,471.3581858275725
4365,658.89,644.5032827939375
5914,439.15,436.9700118125172
3035,592.15,541.5526744201654
2303,414.65,503.07194251871147
2688,492.15,406.3165659825257
6152,488.28,489.89122617739895
8138,435.76,446.80370572577
11427,627.85,630.3809749760286
4367,677.65,632.411430735553
8027,415.7,413.26294819286505
3546,405.72,441.00612852209173
944,432.15,438.35157204886804
10107,535.28,527.093217020737
11689,467.15,459.62675957150105
9380,449.72,425.7237928636413
1739,522.15,470.83781660515945
2848,530.15,494.71157009067844
3821,337.74,346.98397473632474
8204,444.45,444.02934376901635
9892,512.54,504.3404926625666
6389,563.49,515.8018133555722
2069,355.15,364.58919029328297
3954,394.65,413.56120154453606
8069,421.59,433.84822633613874
7949,398.15,465.9787173106365
8630,497.65,499.6682865726293
9182,421.2,430.37525467356636
7465,491.33,448.1693646378012
3437,317.15,550.5447378262444
3045,610.15,565.93644940069
11187,543.02,530.7072021046595
4075,428.16,390.38691804500763
11814,472.15,464.58049893392604
12421,584.2,595.355909157917
9942,516.47,500.8610902692428
11378,601.68,587.8919155916294
3708,518.08,500.6276263587121
7038,438.88,435.119286860559
3464,346.15,329.33612530605535
4023,413.15,420.3782430513181
9948,516.81,470.55539382905147
4526,377.15,378.2440855126521
8330,462.86,455.3427675470716
1358,481.15,500.9519106236754
1570,501.15,487.7173389810998
4442,353.48,368.5186282428975
11757,470.15,468.2130667905486
4342,606.75,573.4828431676194
