,MAE,MAPE(%),RMSE,R2,Radius,nBits,Model
0,0.0,0.0,0.0,0.0,0,0,0
1,25.431245015250543,5.695176713691977,40.389281667545994,0.7491792227456525,r= 2,n= 2048,NN
2,29.501988522309,6.55775929932483,47.60544851713413,0.6543379571504621,r= 2,n= 2048,NN
3,26.24563166524386,5.867743651638193,41.93242327709316,0.7300841948046337,r= 2,n= 2048,NN
