,Actual,Predict,diff
10214,11.522701970382718,11.52270201198431,4.160159150501386e-08
12267,3.022858915094055,4.796932827383744,1.7740739122896887
3621,10.394341677722874,6.963954676835297,3.4303870008875768
6967,0.58155347667822,1.9468075678392216,1.3652540911610016
12252,3.4520175901284755,7.294753496816328,3.842735906687852
7756,10.91449857020638,10.881324868737904,0.03317370146847587
5682,7.526891042617443,7.265163293532771,0.2617277490846721
4004,8.989452498430932,8.346715948275627,0.6427365501553055
3015,7.452999060941224,6.919213474329836,0.5337855866113879
9936,9.953071289547069,9.901142400749976,0.05192888879709301
11205,7.527672555486973,9.063645478065562,1.5359729225785888
5835,9.441054957332348,9.002669069392091,0.4383858879402567
2174,6.998732571373191,8.196189309003998,1.197456737630807
11305,7.557955019357703,7.97655517075427,0.4186001513965669
7080,8.438147454693922,8.167651758156627,0.27049569653729577
6790,9.459619878572797,9.356015806415,0.10360407215779688
4202,5.389773764621381,5.525885145904539,0.13611138128315758
11497,3.4371633893367903,6.596781568579836,3.1596181792430453
8330,11.479793355638046,11.343965103479288,0.13582825215875793
1282,6.660413947280581,7.676770860013898,1.0163569127333165
12180,4.113143117584534,8.69322286653843,4.580079748953897
6671,-1.1114331742232935,-0.6251317354133341,0.48630143880995935
4194,7.00403626006767,6.243773467847117,0.7602627922205532
5967,9.634836924918313,9.873945898834164,0.23910897391585095
1457,6.814821270362149,7.3554214435295195,0.5406001731673706
7037,5.38774023035055,5.792067475439877,0.40432724508932694
3669,9.01929798331895,8.758495505081761,0.2608024782371885
5239,8.556455082476687,9.382151244908954,0.8256961624322674
12381,4.527292866481175,9.962186283647961,5.434893417166786
7402,7.208698165671944,5.8336209787472,1.3750771869247433
7701,10.41001255762384,10.300637905725777,0.10937465189806339
7131,9.005244823547645,8.506187731807627,0.4990570917400188
12190,4.155196325612486,9.017160147315765,4.861963821703279
1795,9.021872477865763,8.855530338789888,0.16634213907587458
3652,7.918699292607487,7.540450679212162,0.3782486133953249
2517,10.283288116270885,6.53880244131012,3.7444856749607656
4674,8.9175658733137,7.960668043634414,0.9568978296792858
1383,10.213629416287008,10.026339636181044,0.18728978010596364
1433,11.007428429607781,10.55587750064649,0.4515509289612911
5228,11.512711340220426,11.513025142364754,0.0003138021443280792
1897,7.672043017223251,5.116105454544453,2.555937562678798
3617,7.467167109664118,7.682122917461105,0.2149558077969873
8777,11.522674429954648,11.522674942484699,5.125300504005281e-07
11227,4.707405991004414,5.7503002747993115,1.0428942837948973
2948,10.718550824827805,8.833025136011674,1.8855256888161307
6641,7.413844869154341,7.188575967584062,0.22526890157027868
10773,11.522938756570326,11.522937765788535,9.907817908327843e-07
4393,10.575093731654537,10.548795476065877,0.02629825558866017
7965,9.443725552721554,8.382165169693625,1.0615603830279294
9548,11.337231149995475,10.483012628161388,0.8542185218340865
6875,9.235347723658654,9.02289156720485,0.2124561564538041
5829,9.017947211052137,8.158672890141728,0.8592743209104086
724,9.615072477180702,8.786180062762593,0.8288924144181085
9363,8.878273921913946,8.246616645399603,0.6316572765143427
2069,8.52738872225877,8.871875812301623,0.3444870900428523
6743,11.336157583100789,11.335517079941551,0.000640503159237582
2974,7.624625315839905,7.556791978114653,0.06783333772525246
5180,9.449935680670324,9.12785475752598,0.3220809231443429
9630,8.816598990149542,8.523013089495128,0.2935859006544135
12274,3.9136863715171453,7.457802528353502,3.544116156836357
2820,7.379031459079851,7.655669225830471,0.27663776675062035
1006,10.714356623721471,9.441621089612854,1.2727355341086177
4303,10.75437551403099,9.307479689366707,1.4468958246642831
12106,4.54465392571114,8.835131456876287,4.290477531165147
7582,2.265526813404385,1.171070971745791,1.094455841658594
5700,7.593473948938577,7.014353436746834,0.5791205121917429
8929,0.4419422292660151,2.640114913938607,2.198172684672592
2859,9.226073052604507,5.493758526273203,3.7323145263313036
8925,0.7303695962343113,3.0947635806583174,2.364393984424006
12400,4.963807734500502,5.2956419940064965,0.3318342595059942
2372,5.390927990501556,6.09054380776117,0.6996158172596143
3316,9.70677732422615,9.567629759358521,0.13914756486762947
9869,8.660111568480445,8.871101438175826,0.21098986969538025
772,4.71348721765354,3.896924412925367,0.8165628047281732
2301,9.713759602995959,9.862626308623732,0.14886670562777304
1358,13.897837312803295,13.367510269428813,0.5303270433744824
12004,3.915305760809982,6.6204676745048525,2.7051619136948704
7372,7.934315517830662,7.898835778939379,0.035479738891282864
3942,7.997950228985134,5.816796490491091,2.181153738494043
1579,13.221397551633471,12.530269247710757,0.6911283039227136
5563,11.33000301980615,11.204325006635909,0.12567801317024063
5538,10.909870984875257,10.67371756621253,0.23615341866272743
4759,6.96282005504597,6.899583474067811,0.06323658097815965
6319,9.285740021118384,9.307439441896488,0.02169942077810383
5453,11.521392146266567,11.518760645712192,0.0026315005543757763
8137,7.44418059761772,7.236808347513907,0.20737225010381266
1068,10.375760577733612,9.584595874055905,0.7911647036777065
10717,11.522758164056489,11.522756129010109,2.035046380299832e-06
11487,3.4379774865045745,5.507533128095312,2.0695556415907372
5749,9.008104163977523,8.706357806674424,0.30174635730309873
2932,7.5654290775764,8.006454173117914,0.44102509554151403
8879,11.521438370770312,11.517783909001755,0.0036544617685567715
1513,11.210084003076414,10.037092499133768,1.1729915039426455
9885,11.52263225280951,11.522632560845139,3.0803562900416637e-07
5609,8.420278695675199,8.55661541242907,0.1363367167538705
10569,11.522631688032396,11.522631469413268,2.1861912813392337e-07
7318,5.332093426632419,5.503008121519985,0.17091469488756594
10902,11.522682890153378,11.52268262993097,2.602224089542915e-07
2564,6.970939001101467,6.721706411580616,0.24923258952085092
10645,11.522751653160666,11.522751757461426,1.0430076002876376e-07
12192,3.473414651737838,7.667129909200959,4.193715257463121
2325,9.158462193590157,8.237203021189593,0.9212591724005641
3994,7.142038207461736,6.791626951549806,0.3504112559119301
8749,11.522734760139755,11.522735636505152,8.763653962517992e-07
290,10.08202858479393,9.813540129671773,0.26848845512215647
10143,11.522621035809205,11.522621474226037,4.384168317272952e-07
6836,9.706712560721332,9.467002080311689,0.23971048040964327
9676,10.407773476089648,10.335004107636903,0.07276936845274484
8949,10.525550750713794,10.481900239107938,0.04365051160585587
624,9.856449130210546,9.932956440190244,0.07650730997969823
5007,7.960934011973036,7.917943223180763,0.042990788792272916
200,9.051212554775514,9.260331587735005,0.20911903295949053
4614,4.333473158531017,4.306683051285631,0.026790107245385997
11288,9.705475485138471,10.23466473165466,0.5291892465161894
3678,11.317320874356945,10.161358281714232,1.1559625926427124
8218,10.26425212721274,10.05770812174892,0.20654400546382057
8284,9.000589891627046,8.630229492237111,0.37036039938993426
8205,9.445085750716503,9.398679359254867,0.04640639146163572
2531,8.88461258180783,9.200148844214995,0.31553626240716603
10349,11.522652260516978,11.522651442436922,8.180800552537448e-07
9753,11.338399092778863,11.300814322637127,0.037584770141736
4031,9.671251007352343,9.383402363046775,0.28784864430556745
10458,11.522563961705444,11.522564680695648,7.189902042625818e-07
6884,3.4400695226830464,3.478432661925144,0.03836313924209778
7163,11.337801912934362,10.944680445257497,0.39312146767686507
9019,9.012360548004656,8.984283494366332,0.02807705363832369
396,10.484579991367115,8.955493852047487,1.5290861393196273
1208,10.264463119335131,9.215847339029484,1.0486157803056475
3573,11.52062829640516,11.068698484042907,0.4519298123622537
6271,11.514119692938008,11.474184637773874,0.039935055164134425
741,10.101653231673133,11.160344456889355,1.0586912252162222
3660,9.704426123355308,7.2349764600874735,2.4694496632678344
311,9.267520590146692,9.635750886715288,0.36823029656859596
7234,9.020413565996645,8.744311074374963,0.2761024916216819
1720,9.261990236995954,5.170960187405326,4.091030049590628
5220,8.515000800289481,7.033340651441083,1.4816601488483983
4060,10.233522643589897,9.765254606111847,0.46826803747804924
850,7.472481505817406,7.053578866443414,0.4189026393739921
1491,0.46403288249494423,1.150682365840076,0.6866494833451318
8957,9.387092242715308,9.335977120331325,0.05111512238398319
