,Actual,Predict
9265,435.26,436.6858108048701
4112,443.71,439.62189576376886
2996,571.15,453.4577767491456
10687,453.15,459.7486684085358
647,390.65,412.73430849481457
3025,585.15,497.1866182777911
9705,490.65,485.77445707030415
221,429.15,438.32573589368485
6463,624.37,551.6617337929397
2628,479.65,495.7821043213574
11623,463.15,472.67264437993236
5145,498.53,471.934507544011
4608,390.15,399.50950953227016
457,425.35,422.73146418962824
5218,525.94,503.7367330065264
8278,457.19,448.4112832339307
4029,415.15,397.40118086014024
333,366.35,372.3581154165354
937,431.15,441.3626493994837
8550,491.24,474.8405224356276
1844,543.65,483.3642053543824
6946,428.15,439.45642478235476
2452,444.15,472.672198790725
9607,481.83,481.69641298821597
7953,398.15,479.26324841775056
9263,435.06,438.0441613538745
8665,502.11,459.3193328782732
3445,323.65,402.23428046985396
12166,528.03,523.3064067996179
9070,692.87,625.6653648865723
5082,483.15,526.6232319199163
2102,364.15,382.7105516267802
4217,485.2,444.3151734159864
9484,466.4,476.43496730286904
4381,325.15,349.85593520987237
9030,625.89,600.1669459420631
4772,414.65,460.25141784252935
70,360.65,382.8108400271943
6162,490.15,501.25537279134
455,433.55,437.55036399096446
3995,407.06,410.775388124484
6067,469.15,476.16802499797865
3894,375.65,371.53759530192167
6205,499.95,482.2706146241219
5421,342.75,425.36922354000035
8813,528.15,491.73782478805333
5709,410.15,420.2015876250062
3851,354.15,368.30094630274164
9604,481.65,561.236666501022
1512,496.15,483.3961372801438
9842,505.28,480.81254070732973
2119,367.15,421.9581555830293
10693,453.15,461.71802623025076
3098,344.15,485.7652003107203
9296,439.52,437.20820300493733
2619,478.34999999999997,479.09050558535193
11242,554.39,529.2055607650907
3601,441.42,426.0636820424792
5058,475.74,456.03878190434466
4374,307.95,445.4264784256072
5532,378.15,387.6803774468728
4385,328.88,373.1832664784479
11675,467.15,471.6703137665867
12129,522.86,490.41136068112655
5282,550.49,522.1572022974096
8585,494.47,481.3396644687067
3671,490.49,454.0233759738649
9365,448.15,467.1271549284894
9044,642.67,586.7166768071041
1981,318.65,424.07968782181604
101,415.65,417.9470852049749
11674,467.15,468.8844900737159
8694,506.02,488.5325313491865
2215,392.15,395.7576158561909
9511,469.65,486.8331626272807
1491,493.15,461.01857287693485
7046,439.98,437.54588176345425
2801,518.15,490.4473177583249
4246,501.74,501.0989455159334
11759,470.15,471.6703137665867
9741,493.23,488.4037353240974
4641,395.94,394.2183025906941
8221,448.15,477.1839659219074
6347,548.29,509.2597793660484
4549,380.43,394.3450003080204
1022,442.15,485.2593121621346
2798,518.15,508.90414069953164
4148,456.15,487.7670659516174
5664,403.02,404.48816532374224
533,410.75,400.1415964751782
5735,414.65,403.2550293105182
6326,540.68,528.373923230582
8700,507.16,499.9238449001348
10354,593.84,578.7995550386152
11085,519.67,509.2845733237529
8362,466.03,455.62376461615764
2264,405.65,476.95034255302085
1655,512.15,480.64786277050166
19,346.25,360.68003749862186
6597,384.75,389.0176533631018
12273,543.54,493.14698455177825
1643,510.15,509.98981636163757
8261,454.15,476.64239450806434
6575,380.88,394.6405141620522
8644,499.63,481.06763924855863
12364,566.78,529.9630609903801
9815,501.9,489.9747432531463
3540,404.63,446.57238018846687
4783,416.65,402.9070641820096
2144,372.15,530.7039441398645
321,383.45,387.6803774468728
6466,634.71,581.8641769950823
4098,437.14,447.4336541299027
4738,410.65,411.60357573183717
3693,506.47,479.5914821339822
7665,537.32,550.5511739965629
4832,426.15,441.36160865171763
5584,386.15,404.7666600272105
6834,413.34,408.4535690536138
2154,266.84999999999997,372.99623551614167
5692,407.15,420.05064216574914
12262,542.02,545.462430877477
1006,440.15,460.8063614590669
747,405.15,426.20993436062355
9185,422.68,434.9087865706046
263,309.45,351.6180390700167
11437,636.59,622.2477698921988
12271,543.39,523.8260182702936
1085,448.15,477.1839659219074
12502,618.19,572.3729172291119
7516,500.65,497.8953332978029
7886,703.84,654.7689002033226
11058,514.71,509.70620246880657
473,436.95,438.66503931889423
10930,497.25,485.66673715280314
2380,431.65,422.64984368642786
6479,658.64,574.7934420118872
1954,582.15,527.3643881399514
11845,473.15,470.99556485345306
11949,483.65,502.9384070641461
7571,512.35,504.0055612168002
7811,597.47,547.2103207451601
6021,460.26,444.3371605544862
3705,515.78,492.4258823404949
5848,428.15,415.93906305020676
8095,426.96,421.26288231831137
4074,428.16,415.0074325797704
7713,551.38,503.57938991654396
5493,369.15,455.43584075477213
11263,558.23,539.0599710247367
8986,594.08,560.3002706547238
5496,370.54,382.98999434200647
6735,401.39,412.6217222817674
9801,499.7,529.664116385913
8625,497.26,483.7443341077176
2470,450.04999999999995,393.04153973954226
8049,419.39,430.7318798152262
7333,471.59,455.78949229848007
8923,564.11,555.3193743334659
12132,523.16,490.70281923442263
2633,480.65,495.7994329942384
3378,505.04,477.0122724002548
4700,404.31,416.3860294128225
11073,517.59,517.7550497244827
2629,479.65,452.91239234532685
10803,471.34,471.7962619939887
10415,625.03,563.4992017831975
11135,531.65,473.028571913902
967,435.15,381.89120214227034
10696,453.15,461.5412498870833
4708,406.11,411.60357573183717
10644,449.15,463.4876057807041
1608,505.65,509.13640149422935
4580,385.64,399.1762515699292
6939,427.15,438.8881914076894
2611,478.15,451.7420531057229
1010,440.15,420.71801289291795
3573,420.83,420.7338867389115
6260,513.09,528.3944019560076
9764,495.15,510.74681819821126
5676,404.87,405.25928577048023
10482,679.07,644.830086563586
11448,653.95,602.5332978607966
95,411.15,422.4995626684188
6918,424.15,425.702352874735
11039,513.15,533.9704000884686
11132,531.15,473.0758437043216
7474,493.15,503.83376823999845
9423,457.28,453.55420644746084
11670,466.15,475.32341120984825
7915,361.65,481.3396644687067
59,381.45,387.06681626769296
8192,443.15,447.9205069066297
5022,469.15,459.58815996524305
8759,518.15,484.09277535076495
12002,495.39,483.91693211022465
3244,485.82,532.6948150097661
8850,543.72,483.33792918043576
5129,494.26,471.22535581706785
1498,494.15,502.3570826101834
12267,542.8,512.5925509452936
12576,659.64,605.1444096851201
10569,404.15,582.1668956934495
10719,455.15,463.5640081984497
9978,519.26,500.2580737636595
3542,404.69,456.5860611013947
11892,477.15,472.5252768812996
5837,427.14,429.1474469514223
8917,560.61,534.149829058804
9641,484.15,501.1307229105112
5148,498.78,448.47270462138897
8687,505.35,484.83937207646176
3404,578.06,515.1503139739766
9253,433.96,438.66503931889423
6414,576.92,546.7232265016031
10006,520.31,492.4694452219485
9438,459.15,482.08641490268735
12152,526.64,510.98491571300923
10251,568.22,561.769285501982
8346,463.65,494.8774471760677
3592,431.96,439.4048575569089
5491,368.08,381.10447178687434
7488,495.32,473.90962483205453
7116,446.02,420.6501549793022
5268,545.71,521.8004014361293
6756,403.65,394.51756752930476
1562,501.15,510.61911387953313
9494,467.65,483.1507617745885
6081,472.92,471.2704861048236
10261,570.15,475.18878862959195
373,392.55,400.47169624924743
1327,476.15,479.03516428927543
1002,439.65,441.42796393976033
3694,507.9,554.9564513082021
8488,481.65,464.1606352331475
9955,516.91,498.1940863773957
4850,428.9,423.34963375578684
5335,581.15,505.05783146628823
8404,469.31,458.341934272104
3315,397.42,416.8337207862914
613,386.15,381.4647310903533
9417,456.47,443.793511217063
2769,509.65,479.44532549400606
1323,476.15,487.7536152398926
1595,504.15,486.6093200116931
9060,666.39,517.6042994194727
5076,481.15,484.1028946127211
3524,390.65,408.7209896920109
1453,490.15,505.659786677636
4949,450.26,447.98920105360787
4253,506.45,504.70173960710343
6143,485.93,473.19941773214015
10067,530.12,511.3303855246696
11591,460.15,467.03112502481
7744,565.45,541.1355142095272
10442,636.15,509.38809483614506
611,385.65,381.89120214227034
3447,328.65,490.5996618247957
10713,455.15,462.806565397878
5235,532.09,508.09108923026804
4339,602.47,589.033923229366
1769,527.15,474.4627201389603
10668,451.15,459.5797659668161
2183,382.45,401.061518798993
9403,454.55,444.77698741039524
6213,502.04,497.51230964593634
4193,473.15,477.20162127372123
1157,458.15,450.7199832255287
4685,402.15,419.8903513073135
3351,453.11,497.51078558900326
4189,471.95,485.9283516004369
5601,389.15,480.19521269727034
2459,445.15,440.1647301980478
5666,403.65,422.05336005025924
10836,478.15,495.6739583423396
1807,534.65,491.3315931593793
6956,430.65,450.46889486280367
5278,550.4,479.4137677735554
3187,513.91,456.2005627389973
4104,441.52,447.9545965777996
8546,491.15,477.9923287170804
1665,513.15,490.1633663737653
12465,600.77,562.1885258072831
3088,338.15,360.93838969544487
8903,556.28,530.4746329622072
8201,444.15,464.93101782680003
119,441.15,432.49912971400533
9845,505.97,470.4359236794663
3482,364.57,395.8758332147664
8598,495.15,453.2378531838124
2057,352.65,448.4478847811983
8743,514.88,485.03231079259115
9104,363.65,471.1457205313617
8196,443.55,494.1137686220309
3492,369.98,385.4703516875932
5924,440.4,441.18390292460276
2271,407.15,405.0291826280565
2519,460.15,462.2451663523829
5763,418.65,434.19657241956827
3455,336.46,358.9733495574586
1978,317.15,348.8001012504551
9384,450.9,455.00518836006216
8008,412.17,420.7873776731818
3751,564.71,465.9395046234201
8870,547.8,531.2181509318191
5009,464.85,481.91309965659
12226,536.54,519.5288979741474
11177,541.65,518.5257959133249
12616,711.41,653.1002153474827
6717,399.55,400.80267315876625
6415,576.92,541.9246943358987
1864,548.65,495.9573354386925
3800,316.07,351.6180390700167
7144,448.95,441.8693608954488
11870,474.15,472.27949900978837
8615,496.82,477.1839659219074
12381,573.15,438.6839070522773
12239,538.15,486.25351980829987
4176,466.85,451.14020537967843
7132,447.15,454.33536539031303
5279,550.42,500.43917298067305
9976,519.26,497.61692746900377
12277,544.03,517.7559908987315
3441,321.5,358.750117168687
3070,323.65,377.1277472999493
10564,399.15,534.1098889438682
10955,501.21,484.8488379853903
8289,458.65,452.8883724391723
1923,565.65,522.1166336920706
11255,556.15,490.74194326350437
4707,406.11,411.60357573183717
8283,458.08,520.8509166646027
4665,399.75,406.62596192355767
9316,442.75,443.5217556892912
2012,337.15,465.32813187176686
4058,422.22,413.1544681846279
8079,424.23,426.37121676539226
5470,364.15,371.0881194110107
424,414.35,417.3167860302001
554,373.65,430.70430754297
1793,532.25,485.37338270815474
12458,598.66,583.377258087336
12188,531.02,509.60014556377894
487,438.85,438.84419363370637
6760,403.82,410.3390916087459
6779,405.87,412.31403033203856
5533,378.3,389.512457283608
5761,418.15,419.3842995344362
9118,376.65,452.28604512654033
2157,373.15,493.1304473202583
1483,493.15,509.8972770307612
7907,355.65,485.87136345600817
7020,437.54,434.99770900404485
468,469.65,468.17298630601044
5328,577.0,515.8384550952729
2474,451.15,436.5991774738575
3984,403.0,397.2716563319614
10073,531.08,513.0008048522424
6433,594.24,573.223037663459
2412,437.15,433.5323766501251
2055,351.15,372.6705665074569
10023,523.15,483.1094704448706
4480,363.22,380.11857037825655
3858,357.15,369.8371907936538
