,MAE,MAPE(%),RMSE,R2,Radius,nBits,Model
0,0.0,0.0,0.0,0.0,0,0,0
1,1.323343962585033,0.3539289008634369,2.5593162642661484,0.9981593007633911,r= 2,n= 1024,DT
2,5.966547019448803,1.6220018724280088,8.273038557608103,0.9791731096383284,r= 2,n= 1024,DT
3,2.251984573957787,0.6075434951763513,4.350714100876298,0.9945981184091293,r= 2,n= 1024,DT
4,4.8837988945578195,1.4525376674046828,8.50124029238218,0.9796904873154236,r= 2,n= 2048,DT
5,6.145216836734688,1.7325068879706145,8.648284392810949,0.977240943223114,r= 2,n= 2048,DT
6,5.136082482993194,1.508531511517869,8.530851879785821,0.9792313258598957,r= 2,n= 2048,DT
7,4.963367346938774,1.4730826526327072,8.534907561696217,0.9795293061793084,r= 2,n= 4096,DT
8,6.049869614512468,1.7142152226002108,8.599758675260123,0.9774956298419883,r= 2,n= 4096,DT
9,5.180667800453512,1.5213091666262077,8.547917145357793,0.9791481507112217,r= 2,n= 4096,DT
10,4.883798894557821,1.4525376674046828,8.501240292382182,0.9796904873154236,r= 2,n= 8192,DT
11,6.145216836734694,1.7325068879706158,8.648284392810952,0.977240943223114,r= 2,n= 8192,DT
12,5.136082482993196,1.5085315115178697,8.530851879785823,0.9792313258598957,r= 2,n= 8192,DT
13,5.010348639455782,1.4811006926842427,8.617847684998411,0.9791295147436845,r= 3,n= 1024,DT
14,6.366396683673467,1.7718514673590697,9.113707285346228,0.9747253886867703,r= 3,n= 1024,DT
15,5.281558248299318,1.5392508476192086,8.71927583426861,0.9783037436762188,r= 3,n= 1024,DT
16,4.963367346938774,1.4730826526327072,8.534907561696217,0.9795293061793084,r= 3,n= 2048,DT
17,6.0498696145124695,1.714215222600211,8.599758675260121,0.9774956298419883,r= 3,n= 2048,DT
18,5.180667800453513,1.521309166626208,8.547917145357793,0.9791481507112217,r= 3,n= 2048,DT
19,4.883798894557822,1.4525376674046835,8.50124029238218,0.9796904873154236,r= 3,n= 4096,DT
20,6.14521683673469,1.7325068879706147,8.648284392810949,0.977240943223114,r= 3,n= 4096,DT
21,5.136082482993196,1.5085315115178697,8.530851879785823,0.9792313258598957,r= 3,n= 4096,DT
22,2.7513988095238084,0.8145666902514624,4.840948675350829,0.993414392013855,r= 3,n= 8192,DT
23,5.690282738095236,1.5345350854625528,7.979468459106844,0.980624975570543,r= 3,n= 8192,DT
24,3.3391755952380944,0.9585603692936807,5.61090105418737,0.9910155977107192,r= 3,n= 8192,DT
25,1.448154522541339,0.38181114924830717,2.6251926175177513,0.9980633226759339,r= 4,n= 1024,DT
26,5.9743613954420045,1.616558725502547,8.592039136017283,0.9775360136257853,r= 4,n= 1024,DT
27,2.353395897121472,0.6287606644991551,4.503102966425073,0.9942130767233845,r= 4,n= 1024,DT
28,1.311642479867441,0.35036505455567823,2.5413865186718025,0.9981850011149653,r= 4,n= 2048,DT
29,6.315428385236227,1.6828581929240602,8.73075472514334,0.9768048113372485,r= 4,n= 2048,DT
30,2.3123996609411983,0.6168636822293546,4.517978747620663,0.9941747799338552,r= 4,n= 2048,DT
31,0.16020833333333315,0.03887522487691679,1.4080275802223003,0.9994428691047567,r= 4,n= 4096,DT
32,5.812648809523812,1.5546001671139535,8.278071008575361,0.9791477641303565,r= 4,n= 4096,DT
33,1.2906964285714289,0.34202021332432414,3.910412415326102,0.9956361572182765,r= 4,n= 4096,DT
34,2.176597837010299,0.579463234327587,3.34765870428603,0.9968506765350439,r= 4,n= 8192,DT
35,6.254660953263441,1.6830290471441876,8.476995538870984,0.9781335519258461,r= 4,n= 8192,DT
36,2.992210460260927,0.8001763968909071,4.830874218349441,0.9933399815961901,r= 4,n= 8192,DT
