,MAE,MAPE(%),RMSE,R2,Radius,nBits,Model
40,12.667625969954987,3.6661753392596608,19.219651357001805,0.8961931698319436,r= 4,n= 511,Ridge
41,22.244659175243903,5.973019031346811,29.344132453224546,0.7379785277271184,r= 4,n= 511,Ridge
42,14.58303261101277,4.127544077677092,21.62710384018716,0.8665186161738659,r= 4,n= 511,Ridge
43,11.893154522143565,3.448685582101548,18.497405905704344,0.9038483873512788,r= 4,n= 1023,Ridge
44,22.884454519403114,6.135621447472608,29.57959423905204,0.7337566565841298,r= 4,n= 1023,Ridge
45,14.091414521595475,3.9860727551757598,21.182863339541726,0.8719459559878691,r= 4,n= 1023,Ridge
46,11.203336977274985,3.259735747218141,17.54294152378005,0.9135152069579302,r= 4,n= 2047,Ridge
47,22.54369114913951,6.054298300398112,28.63908922532839,0.7504182997536757,r= 4,n= 2047,Ridge
48,13.47140781164789,3.8186482578541363,20.254464302387195,0.8829246426479964,r= 4,n= 2047,Ridge
49,11.059344079547445,3.2273003011698185,17.500354916336185,0.9139345919799525,r= 4,n= 4095,Ridge
50,21.455220435920825,5.763868774225613,27.770224897633845,0.7653324021405814,r= 4,n= 4095,Ridge
51,13.138519350822122,3.7346139957809776,19.981166530791395,0.8860627722445561,r= 4,n= 4095,Ridge
52,10.613222347336315,3.1045536653350934,16.89144069847321,0.9198195840900809,r= 4,n= 8191,Ridge
53,21.879048752739916,5.890252190641125,29.152947842228535,0.7413816805792357,r= 4,n= 8191,Ridge
54,12.866387628417035,3.661693370396299,19.95583846082066,0.8863514421828289,r= 4,n= 8191,Ridge
55,19.1145119294973,5.539544333494501,27.743706080853215,0.7836963396505588,r= 5,n= 255,Ridge
56,21.596735758026394,6.07631552651458,30.64056900921171,0.7143146395634645,r= 5,n= 255,Ridge
57,19.61095669520312,5.646898572098517,28.34677187127787,0.7706856743323951,r= 5,n= 255,Ridge
58,12.150791007610792,3.5490226584656392,18.299263230625098,0.9058972905892972,r= 5,n= 511,Ridge
59,22.1791926118992,5.95310355629435,28.849163534204603,0.7467433924681088,r= 5,n= 511,Ridge
60,14.156471328468474,4.029838838031382,20.840951877292515,0.8760464209756872,r= 5,n= 511,Ridge
61,11.295904691930478,3.312977290769902,17.40845212928766,0.9148361602294327,r= 5,n= 1023,Ridge
62,23.117155425338353,6.178461518171226,29.869693176931168,0.7285087375498578,r= 5,n= 1023,Ridge
63,13.660154838612051,3.8860741362501674,20.51543512887216,0.8798882665041626,r= 5,n= 1023,Ridge
64,10.507194447865663,3.09539003375469,16.291689874707806,0.9254123047500185,r= 5,n= 2047,Ridge
65,22.111423332841373,5.946474482110482,27.88422349287734,0.7634017958525273,r= 5,n= 2047,Ridge
66,12.828040224860805,3.665606923425848,19.179189532904463,0.8950253412730982,r= 5,n= 2047,Ridge
67,10.32765720194013,3.0528180846480892,16.2240831329798,0.9260300636457216,r= 5,n= 4095,Ridge
68,21.742327853816334,5.8247768658888965,27.775596647532605,0.7652416072284199,r= 5,n= 4095,Ridge
69,12.610591332315371,3.6072098408962505,19.101660991389114,0.8958723095844588,r= 5,n= 4095,Ridge
70,9.942990518165503,2.945496080745189,15.651125008410043,0.9311623494182969,r= 5,n= 8191,Ridge
71,22.27457498755762,5.966947094511042,29.150219730899543,0.7414300809371672,r= 5,n= 8191,Ridge
72,12.409307412043928,3.5497862834983596,19.12885865113357,0.8955755766804498,r= 5,n= 8191,Ridge
73,19.083745474903886,5.532489471180847,27.7100630098828,0.7842206176341502,r= 6,n= 255,Ridge
74,21.652428827845434,6.087908951886421,30.525101639828673,0.7164637629371488,r= 6,n= 255,Ridge
75,19.597482145492197,5.643573367321963,28.295484438929726,0.7715147143063072,r= 6,n= 255,Ridge
76,11.964916306318372,3.5076958368611413,17.97243438333771,0.9092286629900286,r= 6,n= 511,Ridge
77,21.68182672196719,5.823448708569973,28.625700140493784,0.7506516095071992,r= 6,n= 511,Ridge
78,13.908298389448136,3.970846411202907,20.54976544482678,0.879485942710013,r= 6,n= 511,Ridge
79,11.061723267064707,3.2587899682996393,16.95662528724585,0.9191995526555584,r= 6,n= 1023,Ridge
80,23.154316951252444,6.187743663485483,29.718815896351465,0.7312445145936737,r= 6,n= 1023,Ridge
81,13.480242003902253,3.844580707336808,20.165894886215657,0.8839463062464576,r= 6,n= 1023,Ridge
82,10.308155905183826,3.050508932421405,15.919598875970959,0.9287804606412372,r= 6,n= 2047,Ridge
83,21.980671931517094,5.912352821474992,27.76802968927402,0.765369501149587,r= 6,n= 2047,Ridge
84,12.64265911045048,3.6228777102321224,18.89337442762233,0.8981307678958914,r= 6,n= 2047,Ridge
85,10.095518941662112,2.999781240029899,15.819874965240988,0.929669936045062,r= 6,n= 4095,Ridge
86,21.713142238852633,5.816761874591376,27.70951039548744,0.7663573957376042,r= 6,n= 4095,Ridge
87,12.419043601100217,3.563177366942194,18.808991158597852,0.8990386906822261,r= 6,n= 4095,Ridge
88,9.735713107409063,2.8983626736017727,15.263709883853902,0.934528072815747,r= 6,n= 8191,Ridge
89,22.112292356659662,5.925666852259857,29.019564211013147,0.7437427822505904,r= 6,n= 8191,Ridge
90,12.211028957259185,3.50382350933339,18.836445867896376,0.8987437374482417,r= 6,n= 8191,Ridge
