,Name,SMILES
389,"['3,4-Dimethoxyphenethylamine']",COC1=C(C=C(C=C1)CCN)OC
390,['Dimethyl Cyanamide'],CN(C)C#N
391,['2-Methyl-4-Nitrobutane'],CC(C)CC[N+](=O)[O-]
392,"['1-Propanol, 3-(dimethylamino)-']",CN(C)CCCO
393,['Hexanenitrile'],CCCCCC#N
394,"['2,5-Dimethylpiperazine']",CC1CNC(CN1)C
395,"['Phenol, 3-Amino-']",C1=CC(=CC(=C1)O)N
396,"['1h-Pyrrole, 2-Ethyl-']",CCC1=CC=CN1
397,['M-Nitrobenzaldehyde'],C1=CC(=CC(=C1)[N+](=O)[O-])C=O
398,"['Cyclohexanamine, N-Ethyl-']",CCNC1CCCCC1
399,['Indole-3-Acetic Acid Ethyl Ester'],CCOC(=O)CC1=CNC2=CC=CC=C21
400,['Imolamine'],CCN(CC)CCN1C(=NOC1=N)C2=CC=CC=C2
401,"[""1,1'-Biphenyl, 4,4'-Diisocyanato-3,3'-Dimethyl-""]",CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=C=O)C)N=C=O
402,"[""N,n'-Dimethylacetamide""]",None
403,['3-Ethylpyridine'],CCC1=CN=CC=C1
404,['2-Octanamine'],CCCCCCC(C)N
405,"[""N,n,n',n'-Tetramethyl-1,3-Butanediamine""]",CC(CCN(C)C)N(C)C
406,['P-Nitroacetophenone'],CC(=O)C1=CC=C(C=C1)[N+](=O)[O-]
407,['N-Phenylmorpholine'],C1COCCN1C2=CC=CC=C2
408,['Normethadone'],CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
409,['2-Amino-2-Methyl-1-Propanol'],CC(C)(CO)N
410,"[""Methanediamine, N,n,n',n'-Tetraethyl-""]",CCN(CC)CN(CC)CC
411,"['Benzenamine, 4-Cyclohexyl-']",C1CCC(CC1)C2=CC=C(C=C2)N
412,['Morpholin-4-Ylamine'],C1COCCN1N
413,['Tropane'],CN1C2CCCC1CC2
414,"['3,4-Methylenedioxyphenethylamine']",C1OC2=C(O1)C=C(C=C2)CCN
415,['2-Propylpiperidine'],CCCC1CCCCN1
416,"['Pyridine, 2-Propyl-']",CCCC1=CC=CC=N1
417,"['2,4-Diazaspiro[5.5]undecane-1,3,5-Trione']",C1CCC2(CC1)C(=O)NC(=O)NC2=O
418,['Carbetapentane'],CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2
419,['Butethamate'],CCC(C1=CC=CC=C1)C(=O)OCCN(CC)CC
420,['1-Aziridineethanol'],C1CN1CCO
421,['Pentan-3-One Oxime'],CCC(=NO)CC
422,"['1h-Pyrrole, 2,4-Dimethyl-']",CC1=CC(=CN1)C
423,"[""1,4-Butanediamine, N,n,n',n'-Tetramethyl-""]",CN(C)CCCCN(C)C
424,['4-Ethylpyridine'],CCC1=CC=NC=C1
425,"['1,3-Propanediamine, N,n-Diethyl-']",CCN(CC)CCCN
426,['1-Amino-2-Butanol'],CCC(CN)O
427,"['1h-1,4-Diazepine, Hexahydro-']",C1CNCCNC1
428,['2-Ethylhexylamine'],CCCCC(CC)CN
429,"['Benzeneacetamide, N,n-Diethyl-']",CCN(CC)C(=O)CC1=CC=CC=C1
430,"['1h-Benzimidazole, 5-Methyl-']",CC1=CC2=C(C=C1)N=CN2
431,"['Ethanol, 2-(ethylamino)-']",CCNCCO
432,['Dimethylmalononitrile'],CC(C)(C#N)C#N
433,"['2,4-Dimethylacetanilide']",CC1=CC(=C(C=C1)NC(=O)C)C
434,"['Acetonitrile, M-Phenylenedi-']",C1=CC(=CC(=C1)CC#N)CC#N
435,"['3-Pyridinecarboxylic Acid, Phenylmethyl Ester']",C1=CC=C(C=C1)COC(=O)C2=CN=CC=C2
436,['N-Methyl-N-Nitrosoethamine'],None
437,"['N-Methylcarbamic Acid, Et Ester']",None
438,"['1h-Pyrazole, 1,3,5-Trimethyl-']",CC1=CC(=NN1C)C
439,"['Acetonitrile, (diethylamino)-']",CCN(CC)CC#N
440,['Bucrylate'],CC(C)COC(=O)C(=C)C#N
441,['2-t-Butylpyridine'],CC(C)(C)C1=CC=CC=N1
442,['6-Nitroquinoline'],C1=CC2=C(C=CC(=C2)[N+](=O)[O-])N=C1
443,['Dimetan'],CC1(CC(=CC(=O)C1)OC(=O)N(C)C)C
444,"['1h-Pyrrole, 1-Butyl-']",CCCCN1C=CC=C1
445,"['(2,2-Diethoxy-Ethyl)-Dimethyl-Amine']",None
446,"['2,4,6-Collidine']",CC1=CC(=NC(=C1)C)C
447,['Ethanolamine'],C(CO)N
448,['Acetone Cyanohydrin'],CC(C)(C#N)O
449,"['Propanenitrile, 3-Ethoxy-']",CCOCCC#N
450,['1-Hexyl Nitrate'],None
451,"['2,5-Dimethylpyrrole']",CC1=CC=C(N1)C
452,"['1,2,5-Trimethylpyrrole']",CC1=CC=C(N1C)C
453,"['Cyclopentaneethanamine, N,.alpha.-Dimethyl-']",CC(CC1CCCC1)NC
454,"['3,4-Dimethoxyphenylacetonitrile']",COC1=C(C=C(C=C1)CC#N)OC
455,"['Pyrazine, Trimethyl-']",CC1=CN=C(C(=N1)C)C
456,"['Pyridine, 2,3,6-Trimethyl-']",CC1=C(N=C(C=C1)C)C
457,['Ethyl 703'],CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN(C)C
458,['Prozapine'],C1CCCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3
459,['Borine Trimethylamine'],None
460,['Isocyanatocyclohexane'],C1CCC(CC1)N=C=O
461,"['3,5-Dimethylpyridine']",CC1=CC(=CN=C1)C
462,['Desipramine'],CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
463,['1-Nitropentane'],CCCCC[N+](=O)[O-]
464,"['Propanenitrile, 2-(acetyloxy)-']",None
465,"['Propanenitrile, 3-(dimethylamino)-']",CN(C)CCC#N
466,"['Ethanol, 2- (1-Methylethyl)amino -']",None
467,['4-Propyl-Piperidine'],CCCC1CCNCC1
468,['Butyl-p-Aminobenzoate'],None
469,['2-Aminopropanol'],CC(CO)N
470,"['1,4-Diazabicyclo(2,2,2)octane (dabco)']",None
471,"['1-Propanol, 2-Amino-, (.+-.)-']",None
472,"['Propanamide, N,n-Dimethyl-']",CCC(=O)N(C)C
473,"['Nitrous Acid, Octyl Ester']",CCCCCCCCON=O
474,['M-Nitrobenzyl Alcohol'],C1=CC(=CC(=C1)[N+](=O)[O-])CO
475,['Camylofine'],CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C
476,['Diampromide'],CCC(=O)N(CC(C)N(C)CCC1=CC=CC=C1)C2=CC=CC=C2
477,['Ethyl Ethylcarbamate'],CCNC(=O)OCC
478,"['Piperidine, 1-Butyl-']",CCCCN1CCCCC1
479,"['P-Formyl-N,n-Dimethylaniline']",CN(C)C1=CC=C(C=C1)C=O
480,['5-Methoxyindole'],COC1=CC2=C(C=C1)NC=C2
481,['Tetramethylurea'],CN(C)C(=O)N(C)C
482,"['Ethanol, 2- (1,1-Dimethylethyl)amino -']",None
483,['N-Nitrosodiethylamine'],CCN(CC)N=O
484,['Enallylpropymal'],CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
485,['Primaquine'],CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
486,['O-Methyl Carbamate'],None
487,['2-(p-Nitrophenyl)ethanol'],C1=CC(=CC=C1CCO)[N+](=O)[O-]
488,"['5-Hepten-2-Amine, N,6-Dimethyl-']",CC(CCC=C(C)C)NC
489,['Cyclobenzaprine'],CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
490,"['N,n-Diethylformamide']",CCN(CC)C=O
491,['Bunaftine'],CCCCN(CCN(CC)CC)C(=O)C1=CC=CC2=CC=CC=C21
492,['2-Amino-Butan-1-Ol'],CCC(CO)N
493,['2-Amino-1-Butanol'],CCC(CO)N
494,"['1,3-Benzenediol, 4-Nitro-']",C1=CC(=C(C=C1O)O)[N+](=O)[O-]
495,"['Pyridine, 4-(1-Methylethyl)-']",CC(C)C1=CC=NC=C1
496,['2-Nitroacetophenone'],CC(=O)C1=CC=CC=C1[N+](=O)[O-]
497,['5-Ethyl-2-Methylpyridine'],CCC1=CN=C(C=C1)C
498,['Cadaverine'],C(CCN)CCN
499,"['Pyridine, 2,6-Dimethoxy-']",COC1=NC(=CC=C1)OC
500,"['Pyridine, 4-Ethyl-2-Methyl-']",CCC1=CC(=NC=C1)C
501,"[""1,2-Ethanediamine, N,n-Dimethyl-N'-Phenyl-N'-(ph""]",None
502,"['3,4-Dimethylpyridine']",CC1=C(C=NC=C1)C
503,['N-Octylamine'],CCCCCCCCN
504,['Ethylnitrite'],CCON=O
505,['Mescaline'],COC1=CC(=CC(=C1OC)OC)CCN
506,['Butacaine'],CCCCN(CCCC)CCCOC(=O)C1=CC=C(C=C1)N
507,['Diacetonamine'],CC(=O)CC(C)(C)N
508,['2-Pyridinecarboxyaldehyde'],None
509,['Fenadiazole'],C1=CC=C(C(=C1)C2=NN=CO2)O
510,['4-Aminoquinoline'],C1=CC=C2C(=C1)C(=CC=N2)N
511,"['Benzonitrile, 3,4,5-Trimethoxy-']",COC1=CC(=CC(=C1OC)OC)C#N
512,['N-Methylbenzylamine'],CNCC1=CC=CC=C1
513,"['Pyrazine, 3-Ethyl-2,5-Dimethyl-']",CCC1=NC(=CN=C1C)C
514,['Pheniramine'],CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2
515,"['2,4-Dimethyl-Pentan-3-One Oxime']",CC(C)C(=NO)C(C)C
516,"['Pyrazine, 2,3-Diethyl-']",CCC1=NC=CN=C1CC
517,['N-Isobutylmorpholine'],CC(C)CN1CCOCC1
518,['2-Methyl-5-Vinylpyridine'],CC1=NC=C(C=C1)C=C
519,"['N,n-Dimethylbenzylamine']",CN(C)CC1=CC=CC=C1
520,"['2-Propanol, 1,3-Bis(dimethylamino)-']",CN(C)CC(CN(C)C)O
521,['O-Hydroxybenzamide'],C1=CC=C(C(=C1)C(=O)N)O
522,['Benzoxazole'],C1=CC=C2C(=C1)N=CO2
523,"['Acetonitrile, Hydroxy-']",C(C#N)O
524,['2-Hydroxypropanenitrile'],CC(C#N)O
525,['Isopropyl Carbamate'],CC(C)OC(=O)N
526,"['Ethanol, 2-(propylamino)-']",CCCNCCO
527,['Heptanenitrile'],CCCCCCC#N
528,['4-Aminoacridine'],C1=CC=C2C(=C1)C=C3C=CC=C(C3=N2)N
529,"['Pyridine, 2,3,5-Trimethyl-']",CC1=CC(=C(N=C1)C)C
530,['Aniline'],C1=CC=C(C=C1)N
531,"['Benzene, 1-(1,1-Dimethylethyl)-2-Methoxy-4-Methy']",None
532,['Fenalamide'],CCC(C1=CC=CC=C1)(C(=O)NCCN(CC)CC)C(=O)OCC
533,"['1,3,5-Triazine, Hexahydro-1,3,5-Triphenyl-']",C1N(CN(CN1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4
534,['Iodoacetonitrile'],C(C#N)I
535,"['Propanenitrile, 3-Amino-']",C(CN)C#N
536,"['2,2-Dinitropropane']",CC(C)([N+](=O)[O-])[N+](=O)[O-]
537,['O-Ethyl Carbamate (urethane)'],None
538,['P-Nitrobenzyl Alcohol'],C1=CC(=CC=C1CO)[N+](=O)[O-]
539,['Benzylamine'],C1=CC=C(C=C1)CN
540,"['Benzenemethanamine, .alpha.-Methyl-']",CC(C1=CC=CC=C1)N
541,['4-Propylpyridine'],CCCC1=CC=NC=C1
542,['Octanedinitrile'],C(CCCC#N)CCC#N
543,"['Benzene, 1-Isocyanato-2-Methyl-']",CC1=CC=CC=C1N=C=O
544,"['Methanamine, N-(phenylmethylene)-']",CN=CC1=CC=CC=C1
545,['Phthalthrin'],CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C
546,"['1,1-Dinitroethane']",CC([N+](=O)[O-])[N+](=O)[O-]
547,"['2,3-Butanedione, Monooxime']",C/C(=N\O)/C(=O)C
548,['Diethylacetamide'],CCN(CC)C(=O)C
549,['Octahydro-Indole'],None
550,['Bucolome'],CCCCC1C(=O)NC(=O)N(C1=O)C2CCCCC2
551,"['2-Butenedinitrile, (e)-']",C(=C/C#N)\C#N
552,"['Butanamide, N,n-Dimethyl-']",CCCC(=O)N(C)C
553,['2-(dimethylamino)ethyl 2-Methyl-2-Propenoate'],CC(=C)C(=O)OCCN(C)C
554,['Ethyl-p-Nitrobenzoate'],CCOC(=O)C1=CC=C(C=C1)[N+](=O)[O-]
555,['Lupanine L-Form'],C1CCN2C[C@H]3C[C@@H]([C@H]2C1)CN4[C@H]3CCCC4=O
556,['Trimecain'],CCN(CC)CC(=O)NC1=C(C=C(C=C1C)C)C
557,['Dimethylnitramine'],CN(C)[N+](=O)[O-]
558,['Pyrazole'],C1=CNN=C1
559,['6-Aminoquinoline'],C1=CC2=C(C=CC(=C2)N)N=C1
560,['Propanolamine'],C(CN)CO
561,"['Pyridine, 4-Ethyl-2,6-Dimethyl-']",CCC1=CC(=NC(=C1)C)C
562,"['1-Butanamine, 3-Methyl-n-(3-Methylbutyl)-']",CC(C)CCNCCC(C)C
563,['2-Cyano-3-Phenyl Et-2-Propenoate'],None
564,['Pamaquine'],CCN(CC)CCCC(C)NC1=C2C(=CC(=C1)OC)C=CC=N2
565,['Diethylcyanamide'],CCN(CC)C#N
566,"['2,4,5-Trimethylpyridine']",CC1=CC(=NC=C1C)C
567,"['4-Piperidinamine, 2,2,6,6-Tetramethyl-']",CC1(CC(CC(N1)(C)C)N)C
568,['Butyranilide'],CCCC(=O)NC1=CC=CC=C1
569,['Dipiproverine'],C1CCN(CC1)CCOC(=O)C(C2=CC=CC=C2)N3CCCCC3
570,"['Pyrazine, 2-Methyl-3-Propyl-']",CCCC1=NC=CN=C1C
571,"['1-Propanol, 3-(diethylamino)-']",CCN(CC)CCCO
572,['N-Ethylcarbazol'],CCN1C2=CC=CC=C2C3=CC=CC=C31
573,['Entprol'],CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O
574,['Dodemorph'],CC1CN(CC(O1)C)C2CCCCCCCCCCC2
575,['Morpheridine'],CCOC(=O)C1(CCN(CC1)CCN2CCOCC2)C3=CC=CC=C3
576,"[""1,4-Benzenediamine, N,n'-Bis(1-Methylheptyl)-""]",CCCCCCC(C)NC1=CC=C(C=C1)NC(C)CCCCCC
577,['Nafronyl'],CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32
578,"['Pyrazine, Tetramethyl-']",CC1=C(N=C(C(=N1)C)C)C
579,['Cyclooctanamine'],C1CCCC(CCC1)N
580,['2-(bis(1-Methylethyl)amino)ethanol'],CC(C)N(CCO)C(C)C
581,"['Propanoic Acid, 2-Nitro-, Ethyl Ester']",CCOC(=O)C(C)[N+](=O)[O-]
582,['Octyldimethylamine'],CCCCCCCCN(C)C
583,['Tolycaine'],CCN(CC)CC(=O)NC1=C(C=CC=C1C(=O)OC)C
584,['Piperidolate'],CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3
585,"['Propanamide, N,n-Diethyl-']",CCC(=O)N(CC)CC
586,['Benzonitrile'],C1=CC=C(C=C1)C#N
587,"['1-Propanamine, 2-Methyl-N,n-Bis(2-Methylpropyl)-']",CC(C)CN(CC(C)C)CC(C)C
588,['Guaiapate'],COC1=CC=CC=C1OCCOCCOCCN2CCCCC2
589,"[""1,2-Ethanediamine, N,n,n',n'-Tetraethyl-""]",CCN(CC)CCN(CC)CC
590,['N-Propyl-o-Ethylcarbamate'],None
591,['2-Acetylpyridine'],CC(=O)C1=CC=CC=N1
592,"['Pyridine, 2-Butyl-']",CCCCC1=CC=CC=N1
593,"['2,3,4-Trimethylpyridine']",CC1=C(C(=NC=C1)C)C
594,['Acrylamide'],C=CC(=O)N
595,"['Cyclohexanamine, N,n-Diethyl-']",CCN(CC)C1CCCCC1
596,['Piperoxan'],C1CCN(CC1)CC2COC3=CC=CC=C3O2
597,['Nitrohexane'],CCCCCC[N+](=O)[O-]
598,"['N,n-Dimethylaniline']",CN(C)C1=CC=CC=C1
599,['2-Nitroethanol'],C(CO)[N+](=O)[O-]
600,"['Heptane, 1-Nitro-']",CCCCCCC[N+](=O)[O-]
601,"['Benzenemethanamine, N-Ethyl-']",CCNCC1=CC=CC=C1
602,"['N,n-Dimethyl-o-Toluidine']",CC1=CC=CC=C1N(C)C
603,"['(2,2-Diethoxy-Ethyl)-Diethyl-Amine']",None
604,['Di-i-Propylnitrosoamine'],None
605,['Bis(2-(dimethylamino)ethyl) Ether'],CN(C)CCOCCN(C)C
606,['Orphenadrine'],CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
607,"['Acetamide, N-Acetyl-n-Methyl-']",CC(=O)N(C)C(=O)C
608,"['Heptanal, Oxime']",CCCCCC/C=N/O
609,"['Benzenemethanamine, 4-Methyl-']",CC1=CC=C(C=C1)CN
610,['1-Piperidin-2-Yl-Propan-2-One'],None
611,['(2-Methoxyphenyl)phenyldiazene'],COC1=CC=CC=C1N=NC2=CC=CC=C2
612,"['Pyridine, 2-(1-Ethylpropyl)-']",CCC(CC)C1=CC=CC=N1
613,"['1h-Imidazole, 1-Methyl-']",CN1C=CN=C1
614,"['2-Hexanone, 5-Methyl-, Oxime']",CC(C)CC/C(=N/O)/C
615,"['Benzenamine, N,n,2,6-Tetramethyl-']",CC1=C(C(=CC=C1)C)N(C)C
616,['Pramoxine'],CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2
617,['O-Propylcarbamate'],None
618,"['Cyclopentanone, Oxime']",C1CCC(=NO)C1
619,['2-Dimethylaminopyridine'],CN(C)C1=CC=CC=N1
620,['2-Dipropylamino-Ethanol'],CCCN(CCC)CCO
621,"['4,4-Diethoxy-Butylamine']",None
622,"['Ethanamine, N-(phenylmethylene)-']",CCN=CC1=CC=CC=C1
623,"[""1,2-Ethanediamine, N,n'-Bis(1,1-Dimethylethyl)-""]",CC(C)(C)NCCNC(C)(C)C
624,['N-Methylaniline'],CNC1=CC=CC=C1
625,['2-Methyl-2-Imidazoline'],CC1=NCCN1
626,['4-(tert-Butyl)pyridine'],CC(C)(C)C1=CC=NC=C1
627,['Dimethyl-Aminophenylmethane'],None
628,['N-Acetyl-n-Ethyl-Acetamide'],CCN(C(=O)C)C(=O)C
629,['2-Phenylethylamine'],C1=CC=C(C=C1)CCN
630,['N-Formylethylamine'],CCNC=O
631,"['Pyridine, 3-Ethyl-4-Methyl-']",CCC1=C(C=CN=C1)C
632,"['3,5-Dimethyl-2-Ethylpyridine']",CCC1=C(C=C(C=N1)C)C
633,"['Piperidine, 1-Pentyl-']",CCCCCN1CCCCC1
634,['Ethylene Glycol Dinitrate'],C(CO[N+](=O)[O-])O[N+](=O)[O-]
635,['2-Isobutylamino-Ethanol'],CC(C)CNCCO
636,"['Ethanol, 2-(butylamino)-']",CCCCNCCO
637,"['1h-Pyrrole, 3-Ethyl-2,4-Dimethyl-']",CCC1=C(NC=C1C)C
638,['Methylformamide'],CNC=O
639,['Trimethylamine'],CN(C)C
640,"['Benzenemethanamine, N-(1-Methylethyl)-']",CC(C)NCC1=CC=CC=C1
641,['Phenyldiethanolamine'],C1=CC=C(C=C1)N(CCO)CCO
642,['Dimetacrine'],CC1(C2=CC=CC=C2N(C3=CC=CC=C31)CCCN(C)C)C
643,['(acetyloxy)acetonitrile'],CC(=O)OCC#N
644,"['4-Piperidinol, 1-Methyl-']",CN1CCC(CC1)O
645,['4-Piperidinemethanamine'],C1CNCCC1CN
646,['Dimetilan'],CC1=CC(=NN1C(=O)N(C)C)OC(=O)N(C)C
647,['O-Toluidine'],CC1=CC=CC=C1N
648,['P-Toluidine'],CC1=CC=C(C=C1)N
649,['Methyl Cyanoacetate'],COC(=O)CC#N
650,['2-Methylaminopyridine'],CNC1=CC=CC=N1
651,"['Benzoxazole, 2-Methyl-']",CC1=NC2=CC=CC=C2O1
652,['Pyrilamine'],CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
653,"['1,4-Pentanediamine, N1,n1-Diethyl-']",CCN(CC)CCCC(C)N
654,['Histapyrrodine'],C1CCN(C1)CCN(CC2=CC=CC=C2)C3=CC=CC=C3
655,['N-Tert-Butylformamide'],CC(C)(C)NC=O
656,['N-Methylpyrrolidone'],CN1CCCC1=O
657,['2-Piperidineethanol'],C1CCNC(C1)CCO
658,['1-Piperidine Ethanol'],C1CCN(CC1)CCO
659,['3-Nitroacetophenone'],CC(=O)C1=CC(=CC=C1)[N+](=O)[O-]
660,['1-Lauryl-2-Pyrrolidone'],CCCCCCCCCCCCN1CCCC1=O
661,['N-Nonylamine'],CCCCCCCCCN
662,['Dipentylamine'],CCCCCNCCCCC
663,['Trimetazidine'],COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC
664,['2-Pyridinemethaneamine'],CNC1=CC=CC=N1
665,"['Pyridine, 2-(2-Methoxyethyl)-']",COCCC1=CC=CC=N1
666,"['Benzeneethanamine, A-Methyl-, (r)-']",None
667,"['Pyridine, 2,3,4,6-Tetramethyl-']",CC1=CC(=NC(=C1C)C)C
668,['Dextroamphetamine'],C[C@@H](CC1=CC=CC=C1)N
669,"['Benzenamine, N-(1-Methylethyl)-']",CC(C)NC1=CC=CC=C1
670,['Alpha-Methylphenethylamine'],CC(CC1=CC=CC=C1)N
671,['N-Ethylaniline'],CCNC1=CC=CC=C1
672,['M-Toluidine'],CC1=CC(=CC=C1)N
673,"['Benzenemethanamine, 3-Methyl-']",CC1=CC(=CC=C1)CN
674,['Decanedinitrile'],C(CCCCC#N)CCCC#N
675,['Diglycidylaniline'],C1C(O1)CN(CC2CO2)C3=CC=CC=C3
676,"['2h-1,2,3-Triazole']",C1=NNN=C1
677,['3-Methyl-1h-Pyrazole'],CC1=CC=NN1
678,"['Nicotinic Acid, Methyl Ester']",COC(=O)C1=CN=CC=C1
679,"['Benzenamine, N-Ethyl-n-Methyl-']",CCN(C)C1=CC=CC=C1
680,"['1,8-Naphthalenediamine']",C1=CC2=C(C(=C1)N)C(=CC=C2)N
681,['Phentermine'],CC(C)(CC1=CC=CC=C1)N
682,['Propylhexedrine'],CC(CC1CCCCC1)NC
683,"['1,3-Propanediamine, N,n-Dibutyl-']",CCCCN(CCCC)CCCN
684,['N-Methylacetamide'],CC(=O)NC
685,"['Acetamide, N-Ethyl-']",CCNC(=O)C
686,['Ethyl Cyanoacetate'],CCOC(=O)CC#N
687,"['Cyclohexane, Nitro-']",C1CCC(CC1)[N+](=O)[O-]
688,['4-Morpholineethanamine'],C1COCCN1CCN
689,['Hexamethylene Diamine'],C(CCCN)CCN
690,"[""Propanenitrile, 3,3'-Iminobis-""]",C(CNCCC#N)C#N
691,['2-Methylbenzonitrile'],CC1=CC=CC=C1C#N
692,['Indolizine'],C1=CC2=CC=CN2C=C1
693,"['4-Piperidinone, 2,2,6,6-Tetramethyl-']",CC1(CC(=O)CC(N1)(C)C)C
694,['4-(2-Aminoethyl)phenol'],C1=CC(=CC=C1CCN)O
695,['Octanonitrile'],CCCCCCCC#N
696,"['1h-Pyrazole, 4-Methyl-']",CC1=CNN=C1
697,"['1h-Imidazole, 1,2-Dimethyl-']",CC1=NC=CN1C
698,['Cyclohexanone Oxime'],C1CCC(=NO)CC1
699,['N-Nitrosodipropylamine'],CCCN(CCC)N=O
700,"['2,4-Dinitroanisole']",COC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
701,"['Benzenemethanamine, 2-Methyl-']",CC1=CC=CC=C1CN
702,"['Butanamide, N,n-Diethyl-']",CCCC(=O)N(CC)CC
703,"['Benzeneacetonitrile, .alpha.-Oxo-']",C1=CC=C(C=C1)C(=O)C#N
704,"['Benzeneethanamine, N-Methyl-']",CNCCC1=CC=CC=C1
705,"['Quinoline, Decahydro-, Cis-']",C1CC[C@@H]2[C@H](C1)CCCN2
706,"['Ethanamine, N-Ethyl-N-Nitro-']",CCN(CC)[N+](=O)[O-]
707,"['Benzenamine, N,3-Dimethyl-']",CC1=CC(=CC=C1)NC
708,"['Pyridine, 3-Butyl-']",CCCCC1=CN=CC=C1
709,['3-Cyanopyridine'],C1=CC(=CN=C1)C#N
710,['Diethylenetriamine'],C(CNCCN)N
711,"['Carbamic Acid, 2-Methylpropyl Ester']",CC(C)COC(=O)N
712,"['Benzeneethanamine, N,b-Dimethyl-']",None
713,['N-Methyl-o-Toluidine'],CC1=CC=CC=C1NC
714,['Vancide-Th'],CCN1CN(CN(C1)CC)CC
715,['Fendiline'],CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3
716,['Pyridazine'],C1=CC=NN=C1
717,"['1h-Imidazole, 1-Ethyl-']",CCN1C=CN=C1
718,"['I-Nicotinic Acid, Methyl Ester']",None
719,"['2-Pyridinamine, 6-Methyl-']",CC1=NC(=CC=C1)N
720,"['Benzenamine, N,n-Diethyl-2-Methyl-']",CCN(CC)C1=CC=CC=C1C
721,['17-Oxosparteine'],C1CCN2C[C@@H]3C[C@H]([C@H]2C1)C(=O)N4[C@H]3CCCC4
722,['Arecoline'],CN1CCC=C(C1)C(=O)OC
723,"['Pyridine, 4-Butyl-']",CCCCC1=CC=NC=C1
724,"['Urea, Tetraethyl-']",CCN(CC)C(=O)N(CC)CC
725,['1h-Imidazole-4-Ethanamine'],C1=C(NC=N1)CCN
726,"[""1,6-Hexanediamine, N,n,n',n'-Tetramethyl-""]",CN(C)CCCCCCN(C)C
727,"['Acetamide, N,n-Dipropyl-']",CCCN(CCC)C(=O)C
728,['O-Ethylaniline'],CCC1=CC=CC=C1N
729,['Furethidine'],CCOC(=O)C1(CCN(CC1)CCOCC2CCCO2)C3=CC=CC=C3
730,['N-Methyl P-Toluidine'],CC1=CC=C(C=C1)NC
731,['M-Cyanobenazldehyde'],None
732,['1-Amino-2-Methyl-2-Phenylethane'],None
733,"['N,n-Dimethyl O-Anisidine']",None
734,"['1h-Benzotriazole, 5-Methyl-']",CC1=CC2=NNN=C2C=C1
735,['2-Aminopyridine'],C1=CC=NC(=C1)N
736,['Nitrobenzene'],C1=CC=C(C=C1)[N+](=O)[O-]
737,['4-Nitro-N-Phenylbenzenamine'],None
738,['Propanidid'],CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC
739,['Mebhydroline'],CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4
740,"['Propanoic Acid, 3-Cyano-, Methyl Ester']",COC(=O)CCC#N
741,"['N,n,4-Trimethylaniline']",CC1=CC=C(C=C1)N(C)C
742,['Isovaleryl Diethylamide'],CCN(CC)C(=O)CC(C)C
743,['4-Acetylpyridine'],CC(=O)C1=CC=NC=C1
744,"['M-Toluidine-N,n-Dimethyl']",None
745,['Alverine'],CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
746,['Proprionamide'],None
747,"['Benzonitrile, 3-Methyl-']",CC1=CC(=CC=C1)C#N
748,['4-Cyanopyridine'],C1=CN=CC=C1C#N
749,"['Morpholine, 4-Butyl-']",CCCCN1CCOCC1
750,['2-Diisobutylamino-Ethanol'],None
751,"['N,n,2,4,6-Pentamethylaniline']",CC1=CC(=C(C(=C1)C)N(C)C)C
752,['N-Nitrosopyrrolidine'],C1CCN(C1)N=O
753,"['Pyridazine, 3-Methyl-']",CC1=NN=CC=C1
754,"['2,5-Dimethylaniline']",CC1=CC(=C(C=C1)C)N
755,['M-Ethylaniline'],CCC1=CC(=CC=C1)N
756,"['2,4-Dimethylaniline']",CC1=CC(=C(C=C1)N)C
757,"['Methanimidic Acid, N-Phenyl-, Ethyl Ester']",CCOC=NC1=CC=CC=C1
