,Name,SMILES
758,"['Benzeneethanamine, 4-Methyl-']",CC1=CC=C(C=C1)CCN
759,['2-Cyano-2-Ethyl-Butyric Acid Ethyl Ester'],None
760,['Isomethadone'],CCC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
761,['Benzisoxazole'],C1=CC=C2C(=C1)C=NO2
762,"['2,6-Dimethylaniline']",CC1=C(C(=CC=C1)C)N
763,"['1,4-Piperazinediethanol']",C1CN(CCN1CCO)CCO
764,"[""1,2-Benzenediamine, N,n,n',n'-Tetramethyl-""]",CN(C)C1=CC=CC=C1N(C)C
765,"['Pyridine, 2-(3-Pentenyl)-']",C/C=C/CCC1=CC=CC=N1
766,['Butyramide'],CCCC(=O)N
767,['2-Nitrophenol'],C1=CC=C(C(=C1)[N+](=O)[O-])O
768,"['Benzenamine, N-Ethyl-2-Methyl-']",CCNC1=CC=CC=C1C
769,"['N,n-Diethylaniline']",CCN(CC)C1=CC=CC=C1
770,['Tri N-Butylamine'],None
771,['Benoxinate'],CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N
772,"['Benzoic Acid, 3,4-Diamino-']",C1=CC(=C(C=C1C(=O)O)N)N
773,"['Pyridine, 4-(1-Ethylpropyl)-']",CCC(CC)C1=CC=NC=C1
774,"['2-Pyrrolidinone, 1,5-Dimethyl-']",CC1CCC(=O)N1C
775,"['Benzenamine, N-Ethyl-4-Methyl-']",CCNC1=CC=C(C=C1)C
776,['4-Methylbenzonitrile'],CC1=CC=C(C=C1)C#N
777,['P-Ethylaniline'],CCC1=CC=C(C=C1)N
778,"['Propanamide, 2-Methyl-']",CC(C)C(=O)N
779,['Pyrrole-2-Carboxaldehyde'],C1=CNC(=C1)C=O
780,"['1h-Pyrazole, 3,5-Dimethyl-']",CC1=CC(=NN1)C
781,['1-Acetyl-Piperidin-4-One'],CC(=O)N1CCC(=O)CC1
782,"['1,2-Benzenediamine, N,n-Dimethyl-']",CN(C)C1=CC=CC=C1N
783,"['5,6,7,8-Tetrahydro-Isoquinoline']",C1CCC2=C(C1)C=CN=C2
784,['Metaraminol'],C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N
785,['2-(2-Aminoethoxy)ethanol'],C(COCCO)N
786,['Malononitrile'],C(C#N)C#N
787,"['Benzoxazole, 2,5-Dimethyl-']",CC1=CC2=C(C=C1)OC(=N2)C
788,['4-Decylaniline'],CCCCCCCCCCC1=CC=C(C=C1)N
789,"['Ethanol, 2-Hydrazino-']",C(CO)NN
790,['N-Nitrosopiperidine'],C1CCN(CC1)N=O
791,['N-Allyl-Anilin'],None
792,['Aminotris(hydroxymethyl)methane'],C(C(CO)(CO)N)O
793,['Xylidine'],CC1=CC(=C(C=C1)N)C.CC1=CC(=C(C=C1)C)N.CC1=C(C(=CC=C1)N)C.CC1=C(C(=CC=C1)C)N.CC1=C(C=C(C=C1)N)C.CC1=CC(=CC(=C1)N)C
794,"['Isonicotinic Acid, Ethyl Ester']",CCOC(=O)C1=CC=NC=C1
795,"['Hydrazine, 1,1-Diphenyl-']",C1=CC=C(C=C1)N(C2=CC=CC=C2)N
796,"['1,6-Hexanediamine, N-(6-Aminohexyl)-']",C(CCCNCCCCCCN)CCN
797,['Aspidospermine'],CC[C@]12CCCN3[C@H]1[C@@]4(CC3)[C@@H](CC2)N(C5=C4C=CC=C5OC)C(=O)C
798,['N-Methyl Butylcarbamate'],None
799,['1-Piperazineethanamine'],C1CN(CCN1)CCN
800,['2-Acetylpyrrole'],CC(=O)C1=CC=CN1
801,['4-Morpholinepropanamine'],C1COCCN1CCCN
802,['3-Acetylpyridine'],CC(=O)C1=CN=CC=C1
803,"['1,3-Cyclohexanedimethanamine']",C1CC(CC(C1)CN)CN
804,['Formamide'],C(=O)N
805,['P-Dodecylaniline'],CCCCCCCCCCCCC1=CC=C(C=C1)N
806,"[""N,n'-Diphenyl-p-Benzenediamine""]",None
807,['N-Decylamine'],CCCCCCCCCCN
808,"['3,5-Dimethylaniline']",CC1=CC(=CC(=C1)N)C
809,['Ethylene Cyanohydrin'],C(CO)C#N
810,"['1,3-Dimethyl-2-Imidazolidinone']",CN1CCN(C1=O)C
811,"['2,4 Diaminoanisole']",COC1=C(C=C(C=C1)N)N
812,['3-Phenyl Propylamine'],None
813,"['Benzenamine, 2-(1-Methylethyl)-']",CC(C)C1=CC=CC=C1N
814,"['Benzenamine, N-Ethyl-3-Methyl-']",CCNC1=CC=CC(=C1)C
815,['5-Aminopentanol'],C(CCN)CCO
816,"['2,3-Dimethylaniline']",CC1=C(C(=CC=C1)N)C
817,"['Ethanol, 2- 2-(diethylamino)ethoxy -']",None
818,['Acetamide'],CC(=O)N
819,['2-Nitrotoluene'],CC1=CC=CC=C1[N+](=O)[O-]
820,"['Quinoline, 5,6,7,8-Tetrahydro-']",C1CCC2=C(C1)C=CC=N2
821,['N-Propylaniline'],CCCNC1=CC=CC=C1
822,['Propionanilide'],CCC(=O)NC1=CC=CC=C1
823,['1-Piperidinecarboxaldehyde'],C1CCN(CC1)C=O
824,"['Benzenepropanamine, A-Methyl-']",None
825,['Metaxalone'],CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
826,"['2-Pyridinamine, 3-Methyl-']",CC1=C(N=CC=C1)N
827,['1-Amino-3-Diethylamino-Propan-2-Ol'],CCN(CC)CC(CN)O
828,['Diacetamide'],CC(=O)NC(=O)C
829,"['1,7-Diaminoheptane']",C(CCCN)CCCN
830,['2-Methoxyaniline'],COC1=CC=CC=C1N
831,"['Nicotinic Acid, Ethyl Ester']",CCOC(=O)C1=CN=CC=C1
832,['Nonanonitrile'],CCCCCCCCC#N
833,['2-Cyanopyridine'],C1=CC=NC(=C1)C#N
834,"['Benzenemethanol, Alpha-((1r)-1-(methylamino)ethy']",None
835,['P-Phenylazophenol'],C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O
836,['N-Nitrosomorpholine'],C1COCCN1N=O
837,['Pentanamide'],CCCCC(=O)N
838,"['1,8-Octanediamine']",C(CCCCN)CCCN
839,['P-Isopropylaniline'],CC(C)C1=CC=C(C=C1)N
840,"['Benzenamine, 4-Propyl-']",CCCC1=CC=C(C=C1)N
841,['N-Methyl-N-Nitrosobenzeneamine'],None
842,"['Pyridine, 4-(3-Cyclohexen-1-Yl)-']",C1CC(CC=C1)C2=CC=NC=C2
843,"['Butanamide, 3-Methyl-']",CC(C)CC(=O)N
844,['3-Pyridinemethaneamine'],None
845,['A-Nitrotoluene'],None
846,['Conhydrine'],CCC(C1CCCCN1)O
847,"['1,3-Dimethyl-2-Nitrobenzene']",CC1=C(C(=CC=C1)C)[N+](=O)[O-]
848,['2-Propylaniline'],CCCC1=CC=CC=C1N
849,"['Piperidine, 1-Acetyl-']",CC(=O)N1CCCCC1
850,['Nickel Acetylacetonate'],C/C(=C/C(=O)C)/O.C/C(=C/C(=O)C)/O.[Ni]
851,['3-Nitrobiphenyl'],C1=CC=C(C=C1)C2=CC(=CC=C2)[N+](=O)[O-]
852,['4-Morpholineethanol'],C1COCCN1CCO
853,['2-Amino-5-Methylpyridine'],CC1=CN=C(C=C1)N
854,['Dopamine'],C1=CC(=C(C=C1CCN)O)O
855,"['8-Azabicyclo[3.2.1]octan-3-One, 8-Methyl-']",CN1C2CCC1CC(=O)C2
856,['Oxindole'],C1C2=CC=CC=C2NC1=O
857,['4-Piperidineethanol'],C1CNCCC1CCO
858,['5-Nitro-2-Furaldehyde'],C1=C(OC(=C1)[N+](=O)[O-])C=O
859,"['Hydrazine, 1-Methyl-1-Phenyl-']",CN(C1=CC=CC=C1)N
860,"['3,4-Xylidine']",CC1=C(C=C(C=C1)N)C
861,['2-Dibutylaminoethanol'],CCCCN(CCCC)CCO
862,"['Benzenamine, N,n-Diethyl-4-Methyl-']",CCN(CC)C1=CC=C(C=C1)C
863,['Dimorpholamine'],CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2
864,"['Acetamide, N-Butyl-']",CCCCNC(=O)C
865,['2-Methoxy-Benzylamine'],COC1=CC=CC=C1CN
866,"['1h-Indole, 2,3-Dihydro-']",C1CNC2=CC=CC=C21
867,['Quinoxaline'],C1=CC=C2C(=C1)N=CC=N2
868,['Cyanic Acid'],C(#N)O
869,['N-Benzyl Ethylcarbamate'],None
870,['4-Pyridinemethaneamine'],C1=CN=CC=C1CN
871,"['1,3,4-Oxadiazole, 2-5-Diphenyl-']",C1=CC=C(C=C1)C2=NN=C(O2)C3=CC=CC=C3
872,"['Acetic Acid, Cyano-, Butyl Ester']",CCCCOC(=O)CC#N
873,"['Benzenamine, 2-Ethyl-6-Methyl-']",CCC1=CC=CC(=C1N)C
874,"['Benzeneacetonitrile, .alpha.-Methyl-']",CC(C#N)C1=CC=CC=C1
875,"['Benzenamine, N,n-Diethyl-3-Methyl-']",CCN(CC)C1=CC=CC(=C1)C
876,['3-Nitrotoluene'],CC1=CC(=CC=C1)[N+](=O)[O-]
877,"['Urea, Trimethyl-']",CNC(=O)N(C)C
878,"['1,3-Propanediamine, N-(3-Aminopropyl)-n-Methyl-']",CN(CCCN)CCCN
879,['2-Ethoxyaniline'],CCOC1=CC=CC=C1N
880,['2-Ethylnitrobenzene'],CCC1=CC=CC=C1[N+](=O)[O-]
881,"['Isoquinoline, 1,2,3,4-Tetrahydro-']",C1CNCC2=CC=CC=C21
882,"['Benzenamine, 2,4,6-Trimethyl-']",CC1=CC(=C(C(=C1)C)N)C
883,['Tropine'],CN1C2CCC1CC(C2)O
884,['Phenylacetonitrile'],C1=CC=C(C=C1)CC#N
885,['2-Tert-Butylaniline'],CC(C)(C)C1=CC=CC=C1N
886,"['Pyrrole, 1-Phenyl-']",C1=CC=C(C=C1)N2C=CC=C2
887,['N-Methylsuccinimide'],CN1C(=O)CCC1=O
888,"['2,4,5-Trimethylaniline']",CC1=CC(=C(C=C1C)N)C
889,"['1-Butanamine, 3-Methyl-N,n-Bis(3-Methylbutyl)-']",CC(C)CCN(CCC(C)C)CCC(C)C
890,['Mitragynine'],CC[C@@H]1CN2CCC3=C([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)NC4=C3C(=CC=C4)OC
891,['2-Methoxy-5-Methylbenzenamine'],CC1=CC(=C(C=C1)OC)N
892,['Pefurazoate'],CCC(C(=O)OCCCC=C)N(CC1=CC=CO1)C(=O)N2C=CN=C2
893,"['2,6-Diethylaniline']",CCC1=C(C(=CC=C1)CC)N
894,['6-Aminohexanenitrile'],C(CCC#N)CCN
895,"['1-Hexanamine, N-Hexyl-']",CCCCCCNCCCCCC
896,"['2,5-Pyrrolidinedione, 1-Ethyl-']",CCN1C(=O)CCC1=O
897,"['Benzenemethanamine, 4-Methoxy-']",COC1=CC=C(C=C1)CN
898,['2-(2-Methoxyphenyl)ethylamine'],COC1=CC=CC=C1CCN
899,"['1-Piperazinecarboxylic Acid, Ethyl Ester']",CCOC(=O)N1CCNCC1
900,"['Hydrazine, 1-Ethyl-1-Phenyl-']",CCN(C1=CC=CC=C1)N
901,['1-Methylindole'],CN1C=CC2=CC=CC=C21
902,['Quinoline'],C1=CC=C2C(=C1)C=CC=N2
903,['Fenbutrazate'],CCC(C1=CC=CC=C1)C(=O)OCCN2CCOC(C2C)C3=CC=CC=C3
904,"['2h-Azepin-2-One, Hexahydro-n-Methyl-']",CN1CCCCCC1=O
905,"['1,2,4-Benzotriazine']",C1=CC=C2C(=C1)N=CN=N2
906,['4-Isobutyl-Phenylamine'],None
907,"['Benzenamine, 4-(1-Methylpropyl)-']",CCC(C)C1=CC=C(C=C1)N
908,['N-(p-Methoxyphenyl)-P-Phenylenediamine'],COC1=CC=C(C=C1)NC2=CC=C(C=C2)N
909,['Phenylurea'],C1=CC=C(C=C1)NC(=O)N
910,['N-Phenyl Ethylcarbamate'],CCOC(=O)NC1=CC=CC=C1
911,['P-Nitrotoluene'],CC1=CC=C(C=C1)[N+](=O)[O-]
912,['Fomocaine'],C1COCCN1CCCC2=CC=C(C=C2)COC3=CC=CC=C3
913,['2-(2-Aminoethylamino)ethanol'],C(CNCCO)N
914,['N-Formylmorpholine'],C1COCCN1C=O
915,"['Piperidine, 1-Acetyl-3-Methyl-']",CC1CCCN(C1)C(=O)C
916,['Octanamide'],CCCCCCCC(=O)N
917,['N-Stearoyl-p-Aminophenol'],CCCCCCCCCCCCCCCCCC(=O)NC1=CC=C(C=C1)O
918,['5.07e+03'],None
919,"['1,2-Dimethyl-3-Nitrobenzene']",CC1=C(C(=CC=C1)[N+](=O)[O-])C
920,"['Benzene, 1,4-Dimethyl-2-Nitro-']",CC1=CC(=C(C=C1)C)[N+](=O)[O-]
921,"['Benzeneacetonitrile, .alpha.-Ethyl-']",CCC(C#N)C1=CC=CC=C1
922,"['Benzenamine, 4-(1,1-Dimethylethyl)']",None
923,['Pseudotropine'],CN1[C@@H]2CC[C@H]1CC(C2)O
924,['Quinazoline'],C1=CC=C2C(=C1)C=NC=N2
925,['N-Undecylamin'],None
926,"['Benzenamine, N,n-Dipropyl-']",CCCN(CCC)C1=CC=CC=C1
927,['4-Cyanoquinoline'],C1=CC=C2C(=C1)C(=CC=N2)C#N
928,"['1-Pentanamine, N,n-Dipentyl-']",CCCCCN(CCCCC)CCCCC
929,['1-Ethyl-3-Nitrobenzene'],CCC1=CC(=CC=C1)[N+](=O)[O-]
930,"['Benzeneacetonitrile, 4-Methyl-']",CC1=CC=C(C=C1)CC#N
931,['Decanenitrile'],CCCCCCCCCC#N
932,['4-Methoxyaniline'],COC1=CC=C(C=C1)N
933,['N-Methylformanilide'],CN(C=O)C1=CC=CC=C1
934,"['Picolinic Acid, Ethyl Ester']",CCOC(=O)C1=CC=CC=N1
935,['Verapamil'],CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
936,['Isoquinoline'],C1=CC=C2C=NC=CC2=C1
937,['P-Phenacetin'],None
938,['N-Butylaniline'],CCCCNC1=CC=CC=C1
939,['Phenyl Hydrazine'],C1=CC=C(C=C1)NN
940,['2-Methylquinoxaline'],CC1=NC2=CC=CC=C2N=C1
941,['O-Tolyl-Acetonitrile'],CC1=CC=CC=C1CC#N
942,"['Quinoline, 4-Methoxy-']",COC1=CC=NC2=CC=CC=C21
943,['1-Benzylpiperidine'],C1CCN(CC1)CC2=CC=CC=C2
944,['Pyrrolidone'],C1CC(=O)NC1
945,"['Piperidine, 1-Nitro-']",C1CCN(CC1)[N+](=O)[O-]
946,"['Ethanone, 1-Phenyl-, Oxime']",C/C(=N\O)/C1=CC=CC=C1
947,"['Quinoline, 2-Ethyl-']",CCC1=NC2=CC=CC=C2C=C1
948,['4-Ethylnitrobenzene'],CCC1=CC=C(C=C1)[N+](=O)[O-]
949,"['1-Methyl-1,2,3,4-Tetrahydro-Quinoline']",CN1CCCC2=CC=CC=C21
950,['1-Piperazineethanol'],C1CN(CCN1)CCO
951,"['2,6-Dimethyl-Pyridin-4-Ylamine']",CC1=CC(=CC(=N1)C)N
952,['9-Methyl-9-Azabicyclo[3.3.1]nonan-3-One'],CN1C2CCCC1CC(=O)C2
953,['2-Methylquinoline'],CC1=NC2=CC=CC=C2C=C1
954,['Isophorone Diamine'],CC1(CC(CC(C1)(C)CN)N)C
955,"['1h-Pyrrole, 1-(phenylmethyl)-']",C1=CC=C(C=C1)CN2C=CC=C2
956,['N-Methyldiethanolamine'],CN(CCO)CCO
957,"[""Ethanol, 2,2'-(ethylimino)bis-""]",CCN(CCO)CCO
958,"['1,3-Benzenedimethanamine']",C1=CC(=CC(=C1)CN)CN
959,['4-Nitro-m-Xylene'],CC1=CC(=C(C=C1)[N+](=O)[O-])C
960,['8-Methylquinoline'],CC1=C2C(=CC=C1)C=CC=N2
961,"['Isoquinoline, 1-Methyl-']",CC1=NC=CC2=CC=CC=C12
962,"['1h-Indole, 2,3-Dihydro-1,3,3-Trimethyl-2-Methyle']",None
963,"['2-Pyrrolidinone, 5-Methyl-']",CC1CCC(=O)N1
964,"['(2alpha,2abeta,5alpha,6beta,6abeta)-Hexahydrome*']",None
965,['Indan-5-Ylamine'],C1CC2=C(C1)C=C(C=C2)N
966,['1-Methyl-3-Cyanomethylbenzene'],None
967,"['Benzenamine, 4-Methoxy-2-Methyl-']",CC1=C(C=CC(=C1)OC)N
968,['Isoquinolone-3-Methyl'],None
969,"['Quinoxaline, 6-Methyl-']",CC1=CC2=NC=CN=C2C=C1
970,['3-Methyl-Piperidin-2-One'],None
971,['Hydrocyanic Acid'],C#N
972,"['2-Pyrrolidinone, 1-Methyl-5-(3-Pyridinyl)-, (s)-']",CN1C(CCC1=O)C2=CN=CC=C2
973,['Codeine'],CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
974,"['1,2,3-Propanetriol Trinitrate']",C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
975,['Diisopropanolamine'],CC(CNCC(C)O)O
976,"['2(1h)-Pyridinone, 1-Methyl-']",CN1C=CC=CC1=O
977,['Barbital'],CCC1(C(=O)NC(=O)NC1=O)CC
978,['B-Nitroethyl Benzene'],None
979,['M-Methoxyaniline'],COC1=CC=CC(=C1)N
980,['5-Amino-2-Methyl-Anisol'],None
981,['Phenacylamine'],C1=CC=C(C=C1)C(=O)CN
982,"['1,2-Dimethyl-4-Nitrobenzene']",CC1=C(C=C(C=C1)[N+](=O)[O-])C
983,"['1,2,3,4-Tetrahydroquinoline']",C1CC2=CC=CC=C2NC1
984,['Toluene Diisocyanate (mixture Of Isomers)'],None
985,"['2,4/2,6-Toluenediisocyanate']",None
986,"['2,4-Toluene Diisocyanate']",CC1=C(C=C(C=C1)N=C=O)N=C=O
987,['3-Aminopyridine'],C1=CC(=CN=C1)N
988,"['1h-Indole, 1-Ethyl-']",CCN1C=CC2=CC=CC=C21
989,['Undecanenitrile'],CCCCCCCCCCC#N
990,['2-Methyl-5-Ethoxyaniline'],None
991,['1-Tert-Butyl-3-Nitro-Benzene'],None
992,['P-Ethoxyaniline'],CCOC1=CC=C(C=C1)N
993,['Indole'],C1=CC=C2C(=C1)C=CN2
994,['3-Methyl-1-Phenylpyrazole'],CC1=NN(C=C1)C2=CC=CC=C2
995,['Hexanamide'],CCCCCC(=O)N
996,"['2,3-Diaminotoluene']",CC1=C(C(=CC=C1)N)N
997,"[""N,n'-Dipropylurea""]",CCCNC(=O)NCCC
998,['Hexamethylene Diisocyanate'],C(CCCN=C=O)CCN=C=O
999,['Beta-Nitrostyrene'],C1=CC=C(C=C1)/C=C/[N+](=O)[O-]
1000,"['Benzene, 1,3,5-Trimethyl-2-Nitro-']",CC1=CC(=C(C(=C1)C)[N+](=O)[O-])C
1001,"['Benzoic Acid, 2-(methylamino)-, Methyl Ester']",CNC1=CC=CC=C1C(=O)OC
1002,"['2,8-Dimethylquinoline']",CC1=C2C(=CC=C1)C=CC(=N2)C
1003,['2-Methoxy-Benzonitrile'],COC1=CC=CC=C1C#N
1004,['Dicyclohexylamine'],C1CCC(CC1)NC2CCCCC2
1005,['Delta-Valerolactam'],C1CCNC(=O)C1
1006,['Di-Sec-Butanolamine'],None
1007,['Methyl Anthranilate'],COC(=O)C1=CC=CC=C1N
1008,['N-Methylacetanilide'],CC(=O)N(C)C1=CC=CC=C1
1009,"['Benzonitrile, 4-Methoxy-']",COC1=CC=C(C=C1)C#N
1010,"['Piperidine, 4-Phenyl-']",C1CNCCC1C2=CC=CC=C2
1011,['3-Phenyl-Piperidine'],C1CC(CNC1)C2=CC=CC=C2
1012,"['Benzenamine, 2,6-Bis(1-Methylethyl)-']",CC(C)C1=C(C(=CC=C1)C(C)C)N
1013,['Imidazole'],C1=CN=CN1
1014,['4-Hydroxypyridine'],C1=CNC=CC1=O
1015,"['1,2-Benzenediamine']",C1=CC=C(C(=C1)N)N
1016,['7-Methylquinoline'],CC1=CC2=C(C=CC=N2)C=C1
1017,['N-Phenylpiperidine'],C1CCN(CC1)C2=CC=CC=C2
1018,"['N-Methyl-1,4-Benzenediamine']",CNC1=CC=C(C=C1)N
1019,['M-Nitroanisole'],COC1=CC=CC(=C1)[N+](=O)[O-]
1020,"['Benzonitrile, 4-Ethoxy-']",CCOC1=CC=C(C=C1)C#N
1021,"['1h-Indole, 1,3-Dimethyl-']",CC1=CN(C2=CC=CC=C12)C
1022,['6-Methylquinoline'],CC1=CC2=C(C=C1)N=CC=C2
1023,['N-Dodecylamine'],CCCCCCCCCCCCN
1024,['3-Methylquinoline'],CC1=CC2=CC=CC=C2N=C1
1025,"['Acetamide, N-Ethyl-n-Phenyl-']",CCN(C1=CC=CC=C1)C(=O)C
1026,"['O-Acetotoluidide, N-Methyl-']",CC1=CC=CC=C1N(C)C(=O)C
1027,"[""N,n,n',n'-Tetramethyl-P-Phenylenediamine""]",CN(C)C1=CC=C(C=C1)N(C)C
1028,['Pilocarpol'],CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C
1029,"['1,2-Dihydro-2,2,4-Trimethylquinoline']",CC1=CC(NC2=CC=CC=C12)(C)C
1030,"['N,n-Dimethyldodecylamine']",CCCCCCCCCCCCN(C)C
1031,"['2,6-Diaminotoluene']",CC1=C(C=CC=C1N)N
1032,"['Formamide, N-Cyclohexyl-']",C1CCC(CC1)NC=O
1033,"['Benzene, 1,4-Diisocyanato-']",C1=CC(=CC=C1N=C=O)N=C=O
1034,"['1h-1,2,4-Triazole']",C1=NC=NN1
1035,['2-Pyridinepropanol'],C1=CC=NC(=C1)CCCO
1036,['4-Benzylmorpholine'],C1COCCN1CC2=CC=CC=C2
1037,"['Benzenamine, 4-Butyl-']",CCCCC1=CC=C(C=C1)N
1038,"['(1r,2s)-(-)-Ephedrine']",CC(C(C1=CC=CC=C1)O)NC
1039,"['N,n-Diethyl-1,4-Benzenediamine']",CCN(CC)C1=CC=C(C=C1)N
1040,['Benzylacetonitrile'],None
1041,"['1-Hexanamine, N,n-Dihexyl-']",CCCCCCN(CCCCCC)CCCCCC
1042,['4-Methylquinoline'],CC1=CC=NC2=CC=CC=C12
1043,"['Quinoline, 5-Methyl-']",CC1=C2C=CC=NC2=CC=C1
1044,"['Quinoline, 2,3-Dimethyl-']",CC1=CC2=CC=CC=C2N=C1C
1045,"['1h-Imidazole, 4-Methyl-']",CC1=CN=CN1
1046,"[""Urea, N,n'-Diethyl-""]",CCNC(=O)NCC
1047,['2-Methylpentanedinitrile'],CC(CCC#N)C#N
1048,"['Benzonitrile, 2-Amino-']",C1=CC=C(C(=C1)C#N)N
1049,"['N,n-Dimethyl-P-Phenylenediamine']",CN(C)C1=CC=C(C=C1)N
1050,['3-Phenyl-2-Propenenitrile'],C1=CC=C(C=C1)/C=C/C#N
1051,"['Butanedinitrile, Ethyl-']",CCC(CC#N)C#N
1052,['3-Ethoxynitrobenzene'],CCOC1=CC=CC(=C1)[N+](=O)[O-]
1053,"['Quinoline, 2,7-Dimethyl-']",CC1=CC2=C(C=C1)C=CC(=N2)C
1054,"['Cyclohexanol, 3-(aminomethyl)-3,5,5-Trimethyl-']",CC1(CC(CC(C1)(C)CN)O)C
1055,"['2,4-Dimethylquinoline']",CC1=CC(=NC2=CC=CC=C12)C
1056,"[""Piperidine, 1,1'-(1,2-Ethanediyl)bis-""]",C1CCN(CC1)CCN2CCCCC2
1057,"['Cyclohexanamine, N-Cyclohexyl-n-Methyl-']",CN(C1CCCCC1)C2CCCCC2
1058,['Doxepin'],CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31
1059,"['3,4-Diaminotoluene']",CC1=CC(=C(C=C1)N)N
1060,"['1,3,4-Trimethyl-6-Nitrobenzene']",None
1061,['1-Aminopropanediol'],C(C(CO)O)N
1062,['6-Methylisoquinoline'],CC1=CC2=C(C=C1)C=NC=C2
1063,"['Quinoline, 5,8-Dimethyl-']",CC1=C2C=CC=NC2=C(C=C1)C
1064,"['Quinoline, 3-Ethyl-']",CCC1=CC2=CC=CC=C2N=C1
1065,['Etafenone'],CCN(CC)CCOC1=CC=CC=C1C(=O)CCC2=CC=CC=C2
1066,['Succinonitrile'],C(CC#N)C#N
1067,['3-Pyridinemethanol'],C1=CC(=CN=C1)CO
1068,['7-Methylindole'],CC1=C2C(=CC=C1)C=CN2
1069,['3-Methylindole'],CC1=CNC2=CC=CC=C12
1070,['Triethylenetetraamine'],C(CNCCNCCN)N
1071,"['Phenol, 3-(dimethylamino)-']",CN(C)C1=CC(=CC=C1)O
1072,['4-Methoxy-1-Methyl-2-Nitro-Benzene'],CC1=C(C=C(C=C1)OC)[N+](=O)[O-]
1073,['2-Methyl 8-Quinolonol'],None
1074,"['1h-Imidazole, 2-Methyl-']",CC1=NC=CN1
1075,"['2,4-Dimethyl-1h-Imidazole']",CC1=CN=C(N1)C
1076,"['1,4-Benzenediamine']",C1=CC(=CC=C1N)N
1077,['P-Aminoacetanilide'],CC(=O)NC1=CC=C(C=C1)N
1078,"['Benzene, 1-Ethoxy-2-Nitro-']",CCOC1=CC=CC=C1[N+](=O)[O-]
1079,"['Benzeneethanol, 2-Nitro-']",C1=CC=C(C(=C1)CCO)[N+](=O)[O-]
1080,['8-Quinolinol'],C1=CC2=C(C(=C1)O)N=CC=C2
1081,['5-Methylindole'],CC1=CC2=C(C=C1)NC=C2
1082,['4-Methylindole'],CC1=C2C=CNC2=CC=C1
1083,['2-Benzyl-Piperidine'],C1CCNC(C1)CC2=CC=CC=C2
1084,"['Ethanol, 2-(ethylphenylamino)-']",CCN(CCO)C1=CC=CC=C1
1085,['N-Phenyl-n-Propylacetamide'],CCCN(C1=CC=CC=C1)C(=O)C
1086,"['O-Aminobenzoic Acid, Ethyl Ester']",None
1087,"['6,8-Dimethylquinoline']",CC1=CC(=C2C(=C1)C=CC=N2)C
1088,['Diethanolamine'],C(CO)NCCO
1089,"['Naphthalene, 1-Isocyanato-']",C1=CC=C2C(=C1)C=CC=C2N=C=O
1090,"['Dimethylurea, Sym']",None
1091,['Indazole'],C1=CC=C2C(=C1)C=NN2
1092,['1-(1-Isocyanato-1-Methylethyl)-3-(1-Methylethe*)'],None
1093,['1-Methylaziridine'],CN1CC1
1094,['Lupinine'],C1CCN2CCC[C@H]([C@H]2C1)CO
1095,"['Piperidine, 4-(phenylmethyl)-']",C1CNCCC1CC2=CC=CC=C2
1096,['Dibenzyl Amine'],C1=CC=C(C=C1)CNCC2=CC=CC=C2
1097,['Cyclohexyl-(2-Ethyl-Hexyl)-Amine'],None
1098,['1-Nitroanthraquinone'],C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-]
1099,['Caprolactam'],C1CCC(=O)NCC1
1100,['2-Nitrobenzyl Alcohol'],C1=CC=C(C(=C1)CO)[N+](=O)[O-]
1101,"['2,5-Dimethoxyaniline']",COC1=CC(=C(C=C1)OC)N
1102,"['1,3-Benzenediamine, N,n-Dimethyl-']",CN(C)C1=CC=CC(=C1)N
1103,['Nornicotine'],C1CC(NC1)C2=CN=CC=C2
1104,['Metalaxyl-m'],CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC
1105,['1-Methylbenzotriazole'],CN1C2=CC=CC=C2N=N1
1106,['2-Phenylpyridine'],C1=CC=C(C=C1)C2=CC=CC=N2
1107,"['1-Heptanamine, N-Heptyl-']",CCCCCCCNCCCCCCC
1108,['Formanilide'],C1=CC=C(C=C1)NC=O
1109,"['1h-Pyrrole, 2-Phenyl-']",C1=CC=C(C=C1)C2=CC=CN2
1110,['3-Phenylpyridine'],C1=CC=C(C=C1)C2=CN=CC=C2
1111,['2-Methylindole'],CC1=CC2=CC=CC=C2N1
