MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,SMILE
5.9375,-2.5,5.9375,2.5,0.3597849378839701,16.042999999999996,12.011,16.031300127999998,8,0,0.019389472798268883,-0.07755789119307553,0.07755789119307553,0.019389472798268883,4.0,4.0,4.0,-0.3203758086738714,-0.3203758086738714,-2.0371946329985255,-2.0371946329985255,-1.9271763746263189,-1.9271763746263189,-1.104730321660715,-1.104730321660715,3.0237157840738176,19.11941547876375,4.5,4.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6096404744368114,0.0,0.0,0.0,14.359133028500802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33085933326198,0.0,5.483034224680881,0.0,5.483034224680881,0.0,0.0,0.0,0.0,7.33085933326198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.813893557942858,0.0,0.0,0.0,0.0,0.0,7.33085933326198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483034224680881,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6361,6.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
6.354166666666667,-2.8125,6.354166666666667,2.8125,0.3727855551576051,30.069999999999993,24.022,30.046950191999997,14,0,0.022754127806863884,-0.06826238342059164,0.06826238342059164,0.022754127806863884,2.0,2.5,2.5,-0.22117378481304956,-0.2655079925434166,-1.3256368433279015,-2.3450147136293222,-1.2497296860169178,-2.210404544301201,-0.707867813711022,-1.1349663394823664,4.020391543176799,61.50977500432693,7.0,7.0,1.0,3.25,3.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.30605883387173,0.04081632653061224,0.0,0.0,23.534016143233035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.703784234591359,0.0,8.224551337021321,0.0,8.224551337021321,0.0,0.0,0.0,0.0,13.703784234591359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.928335571612678,0.0,0.0,0.0,0.0,0.0,13.703784234591359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.224551337021321,38.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.625,0.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0262,11.348000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC
6.770833333333334,-3.125,6.770833333333334,3.098958333333333,0.3854706587740357,44.09700000000002,36.033,44.062600255999996,20,0,0.026088795673382965,-0.06564544121023959,0.06564544121023959,0.026088795673382965,2.3333333333333335,3.0,3.0,-0.15649660093761114,-0.25029287516572746,-1.016181016667013,-2.491868151777307,-0.9553698776461542,-2.3480324199684017,-0.5240451992012671,-1.147859495381213,4.748408577925169,120.39661034611618,9.5,9.5,1.5,4.5,4.5,0.5,0.125,0.125,0.0,0.0,0.0,0.0,0.0,88.55198210197693,0.12,2.0,0.0,32.708899257965264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.076709135920737,0.0,10.96606844936176,0.0,10.96606844936176,0.0,0.0,0.0,0.0,20.076709135920737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.042777585282494,0.0,0.0,0.0,0.0,0.0,20.076709135920737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96606844936176,53.072916666666664,0.0,0.0,0.0,0.0,0.0,0.0,-3.125,-6.197916666666667,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.4163,15.965000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCC
6.770833333333334,-2.291666666666667,6.770833333333334,2.291666666666666,0.38142504216495926,42.08100000000002,36.033,42.046950192,18,0,0.02665298639455785,-0.0533059727891157,0.0533059727891157,0.02665298639455785,1.3333333333333333,1.6666666666666667,1.6666666666666667,-0.13593939368233424,-0.17838355352218685,-0.7410875053247559,-2.0344213267168745,-0.70002067535352,-1.9041421292636684,-0.4032735513019165,-0.8487356857663181,2.913118682037809,105.85263754543284,7.5,7.5,1.5,3.75,3.75,0.75,0.375,0.375,0.125,0.125,0.0,0.0,0.0,69.83327047191382,0.14814814814814814,0.2222222222222222,0.0,28.89312710410041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.118774703988137,0.0,8.224551337021321,0.0,8.224551337021321,0.0,0.0,0.0,0.0,19.118774703988137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.343326041009455,0.0,0.0,0.0,0.0,0.0,19.118774703988137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.224551337021321,40.62500000000001,0.0,0.0,0.0,0.0,0.0,0.0,-6.874999999999999,0.0,0.0,1.0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.1703,13.851000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1CC1
7.1875,-3.4375,7.1875,3.385416666666666,0.3971180036971562,58.124000000000024,48.044,58.078250319999995,26,0,0.029419145926661453,-0.06303725418182882,0.06303725418182882,0.029419145926661453,1.75,2.25,2.25,-0.08005684600209288,-0.24483605134439632,-0.6881156288730167,-2.598993676505507,-0.6680618000805196,-2.491039636656743,-0.31028433599486904,-1.1618288534512415,5.542725537835227,165.5934629642598,12.0,12.0,2.0,5.75,5.75,0.75,0.375,0.375,0.0,0.0,0.0,0.0,0.0,312.0805106354346,0.21301775147928995,1.3333333333333333,0.0,41.88378237269752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.555676351887037,5.893957685363079,13.7075855617022,0.0,13.7075855617022,0.0,0.0,0.0,5.893957685363079,20.555676351887037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893957685363079,34.26326191358924,0.0,0.0,0.0,0.0,0.0,26.449634037250117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,68.59374999999999,0.0,0.0,0.0,0.0,-3.4375,0.0,0.0,-10.15625,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6622999999999999,20.511999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)C
7.005208333333334,-3.411458333333334,7.005208333333334,3.314583333333333,0.4310243576713091,58.124000000000024,48.044,58.078250319999995,26,0,0.026360658565424203,-0.06539244288085166,0.06539244288085166,0.026360658565424203,1.75,2.25,2.5,-0.14530055322453242,-0.25039635563041895,-0.8920973185984237,-2.5740957065722143,-0.8391875493351035,-2.426109096948926,-0.46428702362206936,-1.1563897635057216,5.300082077607573,181.14233798589447,12.0,12.0,2.0,5.75,5.75,0.75,0.25,0.25,0.0625,0.0625,0.0,0.0,0.0,334.79077845727846,0.21301775147928995,3.0,2.0,41.88378237269752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.449634037250117,0.0,13.7075855617022,0.0,13.7075855617022,0.0,0.0,0.0,0.0,26.449634037250117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15721959895233,0.0,0.0,0.0,0.0,0.0,26.449634037250117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,68.45208333333333,0.0,0.0,0.0,0.0,0.0,0.0,-6.822916666666667,-6.629166666666667,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.8064,20.581999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCCC
7.1875,-2.916666666666666,7.1875,2.578125,0.3934207493755274,56.10800000000002,48.044,56.062600255999996,24,0,0.029985121152745674,-0.0625093764618009,0.0625093764618009,0.029985121152745674,2.5,3.25,3.25,-0.07921846935199345,-0.24449123664726724,-0.5690897247705206,-2.325207589096677,-0.5505782772664466,-2.227525983549688,-0.28388857160634856,-1.0192525720074874,3.0907349593563547,197.58797503894246,10.0,10.0,2.0,5.0,5.0,1.0,0.625,0.625,0.25,0.25,0.03125,0.03125,0.0,254.45807237548055,0.25,0.48,0.2222222222222222,38.068010218832654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.597741919954437,5.893957685363079,10.96606844936176,0.0,10.96606844936176,0.0,0.0,0.0,5.893957685363079,19.597741919954437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893957685363079,30.563810369316194,0.0,0.0,0.0,0.0,0.0,25.491699605317518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96606844936176,55.67708333333334,0.0,0.0,0.0,0.0,-2.604166666666666,0.0,-5.15625,-2.916666666666666,0.0,1.0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1.4163,18.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC1CC1
7.239583333333334,-2.3958333333333335,7.239583333333334,2.083333333333333,0.40384793511209477,68.11899999999999,60.05499999999999,68.062600256,28,0,0.027241865598851955,-0.04706759534769928,0.04706759534769928,0.027241865598851955,1.2,1.6,1.6,-1.6793547465071628e-16,-0.1783835535221893,-0.007218413627616553,-2.0302154618971864,-9.71811123249366e-17,-1.9416925706648247,-4.917573295026794e-16,-0.8487356857663186,2.5290241335582087,227.39973659358157,10.5,10.5,2.5,5.5,5.5,1.5,1.25,1.25,0.75,0.75,0.25,0.25,0.0,612.064522885662,0.40816326530612246,0.36,0.16,43.42712117970005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.906690074714298,10.96606844936176,0.0,10.96606844936176,0.0,0.0,0.0,5.41499046939678,25.491699605317518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,36.457768054679285,0.0,0.0,0.0,0.0,0.0,30.906690074714298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96606844936176,57.91666666666668,0.0,0.0,0.0,-2.083333333333333,0.0,0.0,-9.583333333333332,0.0,0.0,1.0,5,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,1.5604,20.900999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1CC12CC2
7.005208333333334,-2.760416666666667,7.005208333333334,2.760416666666666,0.39481023034879176,56.10800000000002,48.044,56.062600255999996,24,0,0.02665298639455785,-0.0533059727891157,0.0533059727891157,0.02665298639455785,1.0,1.25,1.5,-0.13422997950094007,-0.19554188678703258,-0.7404722901909729,-2.772289278751622,-0.6993489561627659,-2.617469379326758,-0.4021049640674468,-1.183097906067738,3.159591794226542,151.0977500432694,10.0,10.0,2.0,5.0,5.0,1.0,0.5,0.5,0.25,0.25,0.0625,0.0625,0.0,215.85779835249446,0.25,0.75,0.125,38.068010218832654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.491699605317518,0.0,10.96606844936176,0.0,10.96606844936176,0.0,0.0,0.0,0.0,25.491699605317518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.457768054679285,0.0,0.0,0.0,0.0,0.0,25.491699605317518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96606844936176,56.04166666666668,0.0,0.0,0.0,0.0,0.0,0.0,-11.041666666666668,0.0,0.0,1.0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.5604,18.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1CCC1
7.421875,-2.578125,7.421875,2.239583333333333,0.40242664716463034,68.11899999999999,60.05499999999999,68.062600256,28,0,0.030563301358806444,-0.049898375720088324,0.049898375720088324,0.030563301358806444,1.6,2.2,2.4,-0.07214769533814593,-0.18118135777071892,-0.4457557862853526,-2.6310187161532537,-0.43605433174672587,-2.5271563534120545,-0.23277571172033426,-1.0497704097590908,2.572059956685442,266.9095115979085,10.5,10.5,2.5,5.5,5.5,1.5,1.125,1.125,0.75,0.75,0.34375,0.34375,0.0,569.9621028303861,0.40816326530612246,0.4444444444444444,0.1322314049586777,43.427121179700045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.906690074714295,10.96606844936176,0.0,10.96606844936176,0.0,0.0,0.0,11.787915370726157,19.118774703988137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.787915370726157,30.084843153349894,0.0,0.0,0.0,0.0,0.0,30.906690074714295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96606844936176,58.28125000000001,0.0,0.0,0.0,0.0,-4.479166666666666,0.0,-7.552083333333334,0.0,0.0,1.0,5,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,1.4163,20.830999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1CC2C1C2
