,MAE,MAPE(%),RMSE,R2,Radius,nBits,Model
0,0.0,0.0,0.0,0.0,0,0,0
1,5.745353445825082,1.4369790646855325,18.864749847478866,0.9153729465654822,r= 2,n= 1024,GP
2,24.314627140445246,5.5670002846570625,42.3178525936277,0.5104012808965708,r= 2,n= 1024,GP
3,9.463701656907523,2.26398270885406,25.36159276532432,0.8429602815290409,r= 2,n= 1024,GP
4,15.495575992090334,3.824796578895316,34.06948139080987,0.7239815175058169,r= 2,n= 2048,GP
5,20.2193786481551,4.8253720040410135,38.364454615569045,0.5976063789508653,r= 2,n= 2048,GP
6,16.44147960924547,4.025153787439312,34.97177729437113,0.7013985813747274,r= 2,n= 2048,GP
7,25.423118488741732,6.046366699632848,41.473430197614675,0.5909776575139474,r= 2,n= 4096,GP
8,24.599895686887386,5.812494647117545,39.11369737201558,0.581735724484591,r= 2,n= 4096,GP
9,25.258274721401268,5.999535695771647,41.01178583758947,0.589348115458775,r= 2,n= 4096,GP
10,29.529275644974565,6.9965924551945795,44.270021211314436,0.5339563676370935,r= 3,n= 1024,GP
11,27.399003212621032,6.461616401605559,41.13195033926115,0.5374575082789609,r= 3,n= 1024,GP
12,29.102705666082233,6.889467788686433,43.65971185220396,0.534608776732244,r= 3,n= 1024,GP
13,13.475517970448125,3.368071715627679,31.36831917848759,0.7660141390783823,r= 3,n= 2048,GP
14,20.936390890726003,4.98130245899514,38.349148938136935,0.5979273885136986,r= 3,n= 2048,GP
15,14.969497968398503,3.6911082407665963,32.88504787324217,0.7359699150748729,r= 3,n= 2048,GP
16,19.702896255982388,4.805624466301525,38.652167826777244,0.6447330303922368,r= 3,n= 4096,GP
17,22.14585967536056,5.285873433790076,40.40475108489981,0.5536681270681909,r= 3,n= 4096,GP
18,20.192080098580192,4.901790472495542,39.00941389026739,0.6284687841095424,r= 3,n= 4096,GP
