,SMILES,T,Vapor_Presssure
0,C=O,270.67096,12.206323509676654
1,C=O,248.46103,11.274024720302359
2,C=O,259.12442,11.744210208163535
3,C=O,201.17323,8.482414299612591
4,C=O,259.61145,11.764641487643637
5,CCOC(=O)N,456.5166,11.505365409990084
6,CCOC(=O)N,423.88718,10.428545923115731
7,CCOC(=O)N,439.55316,10.968055335839114
8,CCOC(=O)N,354.415,7.367090760143679
9,CCOC(=O)N,440.26868,10.991662342164002
10,CN1CCC[C@H]1C2=CN=CC=C2,520.24036,11.513401945897366
11,CN1CCC[C@H]1C2=CN=CC=C2,468.96558,10.259272969002497
12,CN1CCC[C@H]1C2=CN=CC=C2,493.58353,10.896991697995528
13,CN1CCC[C@H]1C2=CN=CC=C2,359.795,6.238531131461672
14,CN1CCC[C@H]1C2=CN=CC=C2,494.70792,10.924460246140416
15,C(C(CO)O)O,562.0982,11.528154976976781
16,C(C(CO)O)O,501.22653,9.674142779471964
17,C(C(CO)O)O,530.4521,10.62698349972852
18,C(C(CO)O)O,371.62292,3.1381728469755004
19,C(C(CO)O)O,531.7869,10.667551880360836
20,CN(C)N,292.77658,9.687107295991849
21,CN(C)N,277.69577,8.880088250737973
22,CN(C)N,284.93634,9.279980839236922
23,CN(C)N,245.58676,6.766464479715445
24,CN(C)N,285.26703,9.297679619620103
25,CC(CO)O,482.5166,12.183693557237424
26,CC(CO)O,449.88718,11.172876159785968
27,CC(CO)O,465.55316,11.676767452988473
28,CC(CO)O,380.415,8.406862825021687
29,CC(CO)O,466.26868,11.698932297482777
30,C1COC1=O,434.5491,11.494045638883556
31,C1COC1=O,404.11325,10.639169236176174
32,C1COC1=O,418.72604,11.070557195613029
33,C1COC1=O,339.31146,8.067418114213275
34,C1COC1=O,419.39346,11.089291303196871
35,C1COCCN1N=O,368.61002,6.65903993222839
36,C1COCCN1N=O,342.28714,5.20440351988109
37,C1COCCN1N=O,354.92523,5.936277810635147
38,C1COCCN1N=O,286.24234,0.930682919856288
39,C1COCCN1N=O,355.50247,5.968161641383384
40,C1=CC=C(C=C1)CCO,491.65063,11.51808770992152
41,C1=CC=C(C=C1)CCO,468.06973,10.898109626345832
42,C1=CC=C(C=C1)CCO,479.39136,11.206445778742403
43,C1=CC=C(C=C1)CCO,417.86295,9.230690439173115
44,C1=CC=C(C=C1)CCO,479.90845,11.220041443668912
45,CCOCC,327.6019,12.184235622575684
46,CCOCC,300.73062,11.271349619402551
47,CCOCC,313.63202,11.732180131281453
48,CCOCC,243.51823,8.516909495711863
