,SMILES,T,Vapor_Presssure
116,CCCCCO,362.8496,9.62036322017104
117,CCCCCO,355.4462,9.262551420977825
118,CCCCCO,335.9778,8.211291375519636
119,CCCCCO,357.24805,9.351583975608515
120,C1=CC=CC=C1,311.92056,10.050044445866924
121,C1=CC=CC=C1,327.45016,10.657867184789831
122,C1=CC=CC=C1,317.91702,10.293273816479383
123,C1=CC=CC=C1,292.84814,9.19467346398979
124,C1=CC=CC=C1,320.2372,10.384427876629763
125,C,100.82909,10.533689752839273
126,C,105.12451,10.954151535433843
127,C,102.487686,10.70050185751706
128,C,95.55374,9.961830399112332
129,C,103.12944,10.763509638609499
130,CC,155.07272,9.591266356003903
131,CC,165.81128,10.384112290003541
132,CC,159.21922,9.911546881240263
133,CC,141.88435,8.431778769028437
134,CC,160.82361,10.030534518169697
135,C=C,144.4123,9.763039472255079
136,C=C,155.31607,10.610069164859315
137,C=C,148.62259,10.10670934939119
138,C=C,131.02104,8.501550440884921
139,C=C,150.25166,10.233866594101032
140,C#C,194.3958,11.85857630014029
141,C#C,196.04788,11.946942625019393
142,C#C,195.03372,11.892927113202202
143,C#C,192.36682,11.74735172993151
144,C#C,195.28055,11.906140242133976
145,CN,231.86432,9.667485107880916
146,CN,245.90706,10.4882855171012
147,CN,237.28667,9.997949813314118
148,CN,214.61801,8.483522351121861
149,CN,239.38472,10.121103300041124
150,C#N,274.24362,10.517893800633662
151,C#N,280.68677,10.799211152643041
152,C#N,276.73154,10.628195388802707
153,C#N,266.33063,10.152240212014082
154,C#N,277.69415,10.670300784511516
155,CCC,255.47076,12.486685037221779
156,CCC,259.10535,12.612594472506675
157,CCC,256.8742,12.535773239867359
158,CCC,251.00702,12.326483499951493
159,CCC,257.4172,12.55460590357635
160,CC#C,213.82684,9.603214709586501
161,CC#C,226.87833,10.376179887221957
162,CC#C,218.86644,9.914313841657517
163,CC#C,197.79791,8.489812781399918
164,CC#C,220.81638,10.030286010626591
165,CCN,249.88307,9.58262336493997
166,CCN,264.42142,10.371528589477176
167,CCN,255.4968,9.899901871616585
168,CCN,232.02806,8.449704352477674
169,CCN,257.66888,10.018259495195963
170,CC#N,305.12894,9.69082589183245
171,CC#N,317.35437,10.200965785535047
172,CC#N,309.84958,9.892983083256919
173,CC#N,290.1145,9.000125698032912
174,CC#N,311.67612,9.969421428561239
175,CC=O,250.92055,9.609209026733275
176,CC=O,266.45016,10.390209766372363
177,CC=O,256.91702,9.923859635994535
178,CC=O,231.84814,8.479572675501755
179,CC=O,259.2372,10.041046917564957
180,C(=O)N,416.46854,9.14807944282829
181,C(=O)N,428.85916,9.604207964180171
182,C(=O)N,421.25296,9.327757583904525
183,C(=O)N,401.2512,8.544589095651428
184,C(=O)N,423.10416,9.396061712409725
185,C1CO1,243.7144,9.649709578501854
186,C1CO1,253.79213,10.187565112488995
187,C1CO1,247.60573,9.863369222511905
188,C1CO1,231.33763,8.914504818013722
189,C1CO1,249.11139,9.94397889424763
190,CC(C)C,218.56223,9.499518120629503
191,CC(C)C,233.431,10.297871925750194
192,CC(C)C,224.30354,9.82185547672668
193,CC(C)C,200.30142,8.33449505688123
194,CC(C)C,226.525,9.941664918634595
195,CC(C)N,223.18741,6.962849117192098
196,CC(C)N,228.14366,7.357580266835422
197,CC(C)N,225.10118,7.117788270504997
198,CC(C)N,217.10048,6.447647317377076
199,CC(C)N,225.84166,7.176876082256566
200,CN(C)C,221.18517,8.818214569495675
201,CN(C)C,234.89749,9.634086925645127
202,CN(C)C,226.47993,9.147010263334135
203,CN(C)C,204.34465,7.636735277631795
204,CN(C)C,228.5286,9.269431429747502
205,CC1CO1,235.67467,7.948183994945413
206,CC1CO1,253.51721,9.070816925372315
207,CC1CO1,242.56424,8.405927219998947
208,CC1CO1,213.7617,6.241060659369811
209,CC1CO1,245.22998,8.574508344892088
210,CC(C)(C)N,311.0165,11.303547064296977
211,CC(C)(C)N,320.2682,11.6342874914695
212,CC(C)(C)N,314.58887,11.434146206479037
213,CC(C)(C)N,299.6542,10.861877195416955
214,CC(C)(C)N,315.9711,11.48368605320886
215,CC(C)(C)O,313.9018,9.575997437613736
216,CC(C)(C)O,328.9358,10.359883428702172
217,CC(C)(C)O,319.7069,9.891140475319292
218,CC(C)(C)O,295.4381,8.451991313419416
219,CC(C)(C)O,321.95303,10.008740861546825
220,CC(C)(C)CO,357.78937,10.408614832477955
221,CC(C)(C)CO,369.8496,10.907705241962777
222,CC(C)(C)CO,362.4462,10.606124805837235
223,CC(C)(C)CO,342.9778,9.73642419177114
224,CC(C)(C)CO,364.24805,10.680897446870283
225,CCC(C)(C)O,331.9393,9.661030463208204
226,CCC(C)(C)O,347.96454,10.442252568354963
227,CCC(C)(C)O,338.12714,9.977501185712947
228,CCC(C)(C)O,312.2582,8.505162061807312
229,CCC(C)(C)O,340.5214,10.094767857628545
230,CC(C)(C)OO,312.05173,7.864126254837593
231,CC(C)(C)OO,331.05072,8.930336303936848
232,CC(C)(C)OO,319.38785,8.290473935137712
233,CC(C)(C)OO,288.71848,6.368097273544709
234,CC(C)(C)OO,322.22638,8.450361623405914
235,CC(=O)C(C)(C)C,323.74963,9.52706690022775
236,CC(=O)C(C)(C)C,343.57468,10.310917097700003
237,CC(=O)C(C)(C)C,331.40472,9.84040569098466
238,CC(=O)C(C)(C)C,299.4019,8.428646543024751
239,CC(=O)C(C)(C)C,334.36664,9.9579465188914
240,CC(C)(C(C)(C)O)O,380.2976,9.038310764246443
241,CC(C)(C(C)(C)O)O,396.98367,9.769172366362536
242,CC(C)(C(C)(C)O)O,386.74063,9.331437437741357
243,CC(C)(C(C)(C)O)O,359.80493,8.000404186091735
