,Method,Training MAE,Training RMSE,Training R2,Test MAE,Test RMSE,Test R2
0,DL,0.8531868626582544,1.275599439307551,0.49644683431415215,1.0733634809909303,1.699123245469502,-0.06450171449640618
1,XGB,0.5589235244384008,0.8979002163424988,0.7504986822897342,0.7215536842345369,1.2802551154855197,0.39564844766452556
