MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi3n,Chi3v,Chi4n,Chi4v,Ipc,Kappa3,LabuteASA,PEOE_VSA6,PEOE_VSA7,SMR_VSA5,EState_VSA1,VSA_EState1,VSA_EState3,VSA_EState7,VSA_EState8
0.07291666666666607,0.026041666666666963,0.07291666666666607,0.012083333333333002,1.3824630039099839e-05,0.0002664118558539097,-0.0002664118558539097,1.3824630039099839e-05,-0.3333333333333335,-0.6666666666666665,-0.8333333333333335,1.8079035116684572e-05,-0.0005852229636449102,0.01655869813190347,-0.0007163316419647181,0.017589114393781635,-0.012454202423231031,0.0048610705650887764,0.0006799908658106091,0.04414749188117728,-28.0,0.05103103630798289,0.05103103630798289,-0.025515518153991446,-0.025515518153991446,6.880231699714386,-1.7474747474747474,7.105427357601002e-15,0.4789672159662999,-0.4789672159662999,7.105427357601002e-15,7.105427357601002e-15,-0.01729166666666515,0.029375000000000373,-0.011458333333331794,-0.0006250000000012079
