,MAE,MAPE(%),RMSE,R2,Radius,nBits,Model
0,0.0,0.0,0.0,0.0,0,0,0
1,19.282322868363686,4.220991201065813,31.46196825768237,0.8321821453611282,r= 2,n= 1024,RF
2,26.297944392063027,5.740442505647687,42.05052627410883,0.701183961696107,r= 2,n= 1024,RF
3,19.983996220947983,4.372960415393149,32.67578485312751,0.8190538023359872,r= 2,n= 1024,RF
4,16.898615572129756,3.721844019868366,27.570997732725747,0.8711242063536095,r= 2,n= 2048,RF
5,26.1397107364036,5.721329608936346,42.51591939430699,0.6945330823539361,r= 2,n= 2048,RF
6,17.822871563357655,3.9218242713665266,29.40953700662254,0.8534203161537028,r= 2,n= 2048,RF
7,14.27025297624128,3.1389108254547606,24.304030814419804,0.8998564455448508,r= 2,n= 4096,RF
8,25.33564856131955,5.5543469349422665,41.8618914678685,0.7038588712221486,r= 2,n= 4096,RF
9,15.376967925390812,3.380492721965557,26.587168560375428,0.8802042023414313,r= 2,n= 4096,RF
10,19.842351695012873,4.335178254310106,32.02356391730911,0.8261375825505489,r= 3,n= 1024,RF
11,26.926631143545322,5.869686938917114,42.5238495281692,0.6944191194197606,r= 3,n= 1024,RF
12,20.550891928334153,4.4886534453050375,33.223455064474315,0.8129373875324816,r= 3,n= 1024,RF
13,27.627763539346347,6.142730742096943,39.14908868014446,0.740157789858545,r= 3,n= 2048,RF
14,31.093212027230333,6.890714165650151,45.53878517606919,0.6495517348488464,r= 3,n= 2048,RF
15,27.974363316784103,6.217540940268139,39.834315642138435,0.7310867965109571,r= 3,n= 2048,RF
16,28.005705991767627,6.238790749025944,40.680191955343176,0.719435722124427,r= 3,n= 4096,RF
17,30.863462378543282,6.833222531943574,45.22704488262987,0.6543333691266642,r= 3,n= 4096,RF
18,28.291526926948393,6.298243349282882,41.15756268206674,0.7129241216758683,r= 3,n= 4096,RF
19,13.825987205395135,3.041358375549916,23.44999205160108,0.9067708365256796,r= 4,n= 1024,RF
20,26.17249112884162,5.7197706192707845,42.27415136727751,0.6979972978235449,r= 4,n= 1024,RF
21,15.06083329442584,3.309242053753731,25.95461253783244,0.8858367022247268,r= 4,n= 1024,RF
22,19.24243684554115,4.2133123607177465,31.31013475667298,0.8337979939849463,r= 4,n= 2048,RF
23,26.741704706536364,5.846980848587193,42.4842023211892,0.6949886718301073,r= 4,n= 2048,RF
24,19.992482497829624,4.376705103758739,32.60055059758861,0.8198860810723786,r= 4,n= 2048,RF
25,17.000637244590536,3.7469187043200645,27.55471942554918,0.8712763416131301,r= 4,n= 4096,RF
26,26.176087662072856,5.744465507012743,42.30303979483518,0.6975844041830931,r= 4,n= 4096,RF
27,17.918327720645593,3.9467050464502087,29.365070310521805,0.8538632328014244,r= 4,n= 4096,RF
