,Method,Training Predict,Training Actual
0,DT,4.847630305880799,4.847630305880799
1,DT,7.144998273814545,7.144998273814545
2,DT,8.928806981367694,8.928806981367694
3,DT,10.353947504989613,10.353947504989613
4,DT,11.518713407071223,11.518713407071223
5,DT,4.858981699941683,4.858981699941683
6,DT,7.3442541907941585,7.3442541907941585
7,DT,9.128566901979747,9.128566901979747
8,DT,10.47182155273379,10.47182155273379
9,DT,11.519564952553324,11.519564952553324
10,DT,3.5236758794735437,3.5236758794735437
11,DT,4.708673889866474,4.708673889866474
12,DT,5.749246368253402,5.749246368253402
13,DT,6.67028023258815,6.67028023258815
14,DT,7.491255085171039,7.491255085171039
15,DT,4.863397102732478,4.863397102732478
16,DT,7.153958735584041,7.153958735584041
17,DT,8.936014851170496,8.936014851170496
18,DT,10.36198001965913,10.36198001965913
19,DT,11.528890611492066,11.528890611492066
20,DT,8.464307661934939,8.464307661934939
21,DT,9.532767297323065,9.532767297323065
22,DT,10.352023519209588,10.352023519209588
23,DT,11.00015572608065,11.00015572608065
24,DT,11.525709737798792,11.525709737798792
25,DT,11.522613338152174,11.522613338152174
26,DT,7.570412973171592,7.570412973171592
27,DT,9.142965281860146,9.142965281860146
28,DT,10.379285055696048,10.379285055696048
29,DT,11.376793755931075,11.376793755931075
30,DT,12.198591254375874,12.198591254375874
31,DT,8.295659378004057,8.295659378004057
32,DT,9.738297161700844,9.738297161700844
33,DT,10.90014387003539,10.90014387003539
34,DT,11.855907622165716,11.855907622165716
35,DT,12.655952772775436,12.655952772775436
36,DT,1.1887836672330998,1.1887836672330998
37,DT,2.813797261815804,2.813797261815804
38,DT,4.2472925598266364,4.2472925598266364
39,DT,5.5212429215542755,5.5212429215542755
40,DT,6.660879757390486,6.660879757390486
41,DT,6.387989709516425,6.387989709516425
42,DT,7.521263009529779,7.521263009529779
43,DT,8.46436992938189,8.46436992938189
44,DT,9.261471002804536,9.261471002804536
45,DT,9.944035820418812,9.944035820418812
46,DT,10.412750312857142,10.412750312857142
47,DT,10.725312100526313,10.725312100526313
48,DT,11.027095895517238,11.027095895517238
49,DT,11.31864973135593,11.31864973135593
50,DT,11.600485105999997,11.600485105999997
51,DT,8.308286396440682,8.308286396440682
52,DT,9.278458254607193,9.278458254607193
53,DT,10.14354852612091,10.14354852612091
54,DT,10.919752580967744,10.919752580967744
55,DT,11.620100330454548,11.620100330454548
56,DT,11.521157587867929,11.521157587867929
57,DT,7.214847971900333,7.214847971900333
58,DT,8.550938121319252,8.550938121319252
59,DT,9.687037735825117,9.687037735825117
60,DT,10.664923105586478,10.664923105586478
61,DT,11.515492364822514,11.515492364822514
62,DT,4.870081206322586,4.870081206322586
63,DT,7.035564689018511,7.035564689018511
64,DT,8.802902374575865,8.802902374575865
65,DT,10.272654400004965,10.272654400004965
66,DT,11.51414581210612,11.51414581210612
67,DT,7.588173985399171,7.588173985399171
68,DT,9.152284305541059,9.152284305541059
69,DT,10.386232330544019,10.386232330544019
70,DT,11.38457711575287,11.38457711575287
71,DT,12.208915370452033,12.208915370452033
72,DT,10.164330846857988,10.164330846857988
73,DT,10.53953594066115,10.53953594066115
74,DT,10.889494555344646,10.889494555344646
75,DT,11.216671897753008,11.216671897753008
76,DT,11.523222336680252,11.523222336680252
77,DT,7.616714070841976,7.616714070841976
78,DT,9.16743096954056,9.16743096954056
79,DT,10.391917076960013,10.391917076960013
80,DT,11.383320243269399,11.383320243269399
81,DT,12.202408410525408,12.202408410525408
82,DT,7.198675541298702,7.198675541298702
83,DT,8.52256092506299,8.52256092506299
84,DT,9.659006572218507,9.659006572218507
85,DT,10.645188193149403,10.645188193149403
86,DT,11.509060179453126,11.509060179453126
87,DT,9.524996993665964,9.524996993665964
88,DT,10.10666013606811,10.10666013606811
89,DT,10.634683686061411,10.634683686061411
90,DT,11.116160379591046,11.116160379591046
91,DT,11.55698525127236,11.55698525127236
92,DT,7.195839941527312,7.195839941527312
93,DT,8.667705480058938,8.667705480058938
94,DT,9.826848050790167,9.826848050790167
95,DT,10.763361651587301,10.763361651587301
96,DT,11.535764976212889,11.535764976212889
97,DT,7.584953109508836,7.584953109508836
98,DT,9.143271444982748,9.143271444982748
99,DT,10.378416612830636,10.378416612830636
100,DT,11.38147582528927,11.38147582528927
101,DT,12.212245222740696,12.212245222740696
102,DT,7.561728331837488,7.561728331837488
103,DT,9.226048966343773,9.226048966343773
104,DT,10.469410139374569,10.469410139374569
105,DT,11.433592441139009,11.433592441139009
106,DT,12.203133426709488,12.203133426709488
107,DT,-2.1576605461130747,-2.1576605461130747
108,DT,-0.8036684269881569,-0.8036684269881569
109,DT,0.4404217344155832,0.4404217344155832
110,DT,1.5874689815132612,1.5874689815132612
111,DT,2.648401570420422,2.648401570420422
112,DT,11.522792206147704,11.522792206147704
113,DT,4.91960875741162,4.91960875741162
114,DT,7.256342260446871,7.256342260446871
115,DT,9.021262231476893,9.021262231476893
116,DT,10.401377189690011,10.401377189690011
117,DT,11.51016478089766,11.51016478089766
118,DT,7.116782285840879,7.116782285840879
119,DT,8.571818799895523,8.571818799895523
120,DT,9.74207578349586,9.74207578349586
121,DT,10.703706404413337,10.703706404413337
122,DT,11.507933765624323,11.507933765624323
123,DT,7.616195242742016,7.616195242742016
124,DT,9.175349242544149,9.175349242544149
125,DT,10.400523104144794,10.400523104144794
126,DT,11.38864622184183,11.38864622184183
127,DT,12.202448096905444,12.202448096905444
128,DT,7.5675243074104515,7.5675243074104515
129,DT,9.064409752968801,9.064409752968801
130,DT,10.254787556850632,10.254787556850632
131,DT,11.224056815046715,11.224056815046715
132,DT,12.028587483202648,12.028587483202648
133,DT,10.4948677990085,10.4948677990085
134,DT,10.798758382871974,10.798758382871974
135,DT,11.089078751217864,11.089078751217864
136,DT,11.366718018100597,11.366718018100597
137,DT,11.632489285233163,11.632489285233163
138,DT,7.608057487361629,7.608057487361629
139,DT,9.159536584472326,9.159536584472326
140,DT,10.38894665144511,10.38894665144511
141,DT,11.387144011496547,11.387144011496547
142,DT,12.213747991606304,12.213747991606304
143,DT,7.599375674976196,7.599375674976196
144,DT,8.591097099502019,8.591097099502019
145,DT,9.451087442687129,9.451087442687129
146,DT,10.203958975241541,10.203958975241541
147,DT,10.8685521154508,10.8685521154508
148,DT,5.0909848409056675,5.0909848409056675
149,DT,6.5145143147544555,6.5145143147544555
150,DT,7.699670793436834,7.699670793436834
151,DT,8.701702636868196,8.701702636868196
152,DT,9.560009239965575,9.560009239965575
153,DT,2.5705894654751686,2.5705894654751686
154,DT,5.98651250954725,5.98651250954725
155,DT,8.385216577391084,8.385216577391084
156,DT,10.162188687057618,10.162188687057618
157,DT,11.531420701346228,11.531420701346228
158,DT,11.522732767955182,11.522732767955182
159,DT,7.607283858566458,7.607283858566458
160,DT,9.163710746868768,9.163710746868768
161,DT,10.391597207401754,10.391597207401754
162,DT,11.385037789875817,11.385037789875817
163,DT,12.205326619984415,12.205326619984415
164,DT,11.522461086760565,11.522461086760565
165,DT,7.320801193424657,7.320801193424657
166,DT,8.602076568445007,8.602076568445007
167,DT,9.699882934366197,9.699882934366197
168,DT,10.65099447373494,10.65099447373494
169,DT,11.482972945544148,11.482972945544148
170,DT,6.495524885393682,6.495524885393682
171,DT,8.246097313909962,8.246097313909962
172,DT,9.63858083601532,9.63858083601532
173,DT,10.772654045509285,10.772654045509285
174,DT,11.714141073120404,11.714141073120404
175,DT,7.1832556702008645,7.1832556702008645
176,DT,8.535091181489088,8.535091181489088
177,DT,9.68696704783443,9.68696704783443
178,DT,10.680194163269958,10.680194163269958
179,DT,11.545437027335291,11.545437027335291
180,DT,7.590708139310966,7.590708139310966
181,DT,9.121639155482235,9.121639155482235
182,DT,10.353617875824495,10.353617875824495
183,DT,11.366421818332968,11.366421818332968
184,DT,12.213761623400567,12.213761623400567
185,DT,7.580531043140214,7.580531043140214
186,DT,8.914969259184048,8.914969259184048
187,DT,10.027784621028351,10.027784621028351
188,DT,10.969954504522926,10.969954504522926
189,DT,11.777935323903037,11.777935323903037
190,DT,8.358905089730362,8.358905089730362
191,DT,8.85039540047459,8.85039540047459
192,DT,9.307530174329106,9.307530174329106
193,DT,9.733789980342577,9.733789980342577
194,DT,10.132200589569592,10.132200589569592
195,DT,7.162727900311584,7.162727900311584
196,DT,8.568205928579452,8.568205928579452
197,DT,9.723618921437724,9.723618921437724
198,DT,10.690252822422316,10.690252822422316
199,DT,11.510879442786315,11.510879442786315
200,DT,9.221364875885104,9.221364875885104
201,DT,9.928883614438881,9.928883614438881
202,DT,10.570726299818327,10.570726299818327
203,DT,11.155631983580028,11.155631983580028
204,DT,11.690855107138697,11.690855107138697
205,DT,7.980147467950964,7.980147467950964
206,DT,10.01029076547645,10.01029076547645
207,DT,11.532974915140159,11.532974915140159
208,DT,12.717330250311559,12.717330250311559
209,DT,13.664843147754338,13.664843147754338
210,DT,4.8438971001361155,4.8438971001361155
211,DT,7.043502230196381,7.043502230196381
212,DT,8.82018360936669,8.82018360936669
213,DT,10.285218422390415,10.285218422390415
214,DT,11.513993485213081,11.513993485213081
215,DT,7.6061319572350214,7.6061319572350214
216,DT,9.165565400952197,9.165565400952197
217,DT,10.395674143036178,10.395674143036178
218,DT,11.390816129938939,11.390816129938939
219,DT,12.212444721955125,12.212444721955125
220,DT,6.470397763890455,6.470397763890455
221,DT,7.984655873144101,7.984655873144101
222,DT,9.20944084408918,9.20944084408918
223,DT,10.22051666098629,10.22051666098629
224,DT,11.069329230417532,11.069329230417532
225,DT,4.804077771240415,4.804077771240415
226,DT,7.202516960281729,7.202516960281729
227,DT,9.00911583029338,9.00911583029338
228,DT,10.418878973044192,10.418878973044192
229,DT,11.549619815066954,11.549619815066954
230,DT,4.866466677626081,4.866466677626081
231,DT,7.152938913839931,7.152938913839931
232,DT,8.930975226856255,8.930975226856255
233,DT,10.353195811112936,10.353195811112936
234,DT,11.516693033275542,11.516693033275542
235,DT,11.531932706608995,11.531932706608995
236,DT,11.522745540931588,11.522745540931588
237,DT,7.572576808166923,7.572576808166923
238,DT,9.137601150788754,9.137601150788754
239,DT,10.371967303333333,10.371967303333333
240,DT,11.370454895457991,11.370454895457991
241,DT,12.194779306600836,12.194779306600836
242,DT,7.5801832863219385,7.5801832863219385
243,DT,9.156625714319306,9.156625714319306
244,DT,10.391026758312973,10.391026758312973
245,DT,11.38381112000241,11.38381112000241
246,DT,12.199594594342532,12.199594594342532
247,DT,11.52283599990048,11.52283599990048
248,DT,11.52267676544171,11.52267676544171
249,DT,7.5793367694776865,7.5793367694776865
250,DT,9.154737308813276,9.154737308813276
251,DT,10.391858650992717,10.391858650992717
252,DT,11.389093042266186,11.389093042266186
253,DT,12.21004733670646,12.21004733670646
254,DT,7.582679697408832,7.582679697408832
255,DT,9.096188036976146,9.096188036976146
256,DT,10.32396202672246,10.32396202672246
257,DT,11.339937906909125,11.339937906909125
258,DT,12.19456856709234,12.19456856709234
259,DT,7.1037923227843685,7.1037923227843685
260,DT,8.471994185392296,8.471994185392296
261,DT,9.638795758979242,9.638795758979242
262,DT,10.645617856051247,10.645617856051247
263,DT,11.523251635476912,11.523251635476912
264,DT,11.522676955769485,11.522676955769485
265,DT,7.587823646779292,7.587823646779292
266,DT,9.150679311052128,9.150679311052128
267,DT,10.382658925521596,10.382658925521596
268,DT,11.378780160812102,11.378780160812102
269,DT,12.2008573871185,12.2008573871185
270,DT,7.202200287710385,7.202200287710385
271,DT,8.68811397506024,8.68811397506024
272,DT,9.862422035943677,9.862422035943677
273,DT,10.813840822798264,10.813840822798264
274,DT,11.60032817062407,11.60032817062407
275,DT,7.86333007540428,7.86333007540428
276,DT,8.783593418514323,8.783593418514323
277,DT,9.577763062023774,9.577763062023774
278,DT,10.270093235971533,10.270093235971533
279,DT,10.87899254510469,10.87899254510469
280,DT,7.77005218443354,7.77005218443354
281,DT,8.90038517323694,8.90038517323694
282,DT,9.878854546096342,9.878854546096342
283,DT,10.734138779631358,10.734138779631358
284,DT,11.488122981733124,11.488122981733124
285,DT,11.522823413573738,11.522823413573738
286,DT,4.888418935771476,4.888418935771476
287,DT,7.23638770725195,7.23638770725195
288,DT,9.017607527932247,9.017607527932247
289,DT,10.41518129038286,10.41518129038286
290,DT,11.541005422507357,11.541005422507357
291,DT,4.873591774707425,4.873591774707425
292,DT,6.869995548195444,6.869995548195444
293,DT,8.472677799918001,8.472677799918001
294,DT,9.787656272563247,9.787656272563247
295,DT,10.886020442030798,10.886020442030798
296,DT,10.183268999190926,10.183268999190926
297,DT,10.55123430542369,10.55123430542369
298,DT,10.894710471220234,10.894710471220234
299,DT,11.216063497714863,11.216063497714863
300,DT,11.517364109305735,11.517364109305735
301,DT,4.8841665715738465,4.8841665715738465
302,DT,7.06912638501613,7.06912638501613
303,DT,8.817230022912419,8.817230022912419
304,DT,10.247586421870183,10.247586421870183
305,DT,11.439611820963401,11.439611820963401
306,DT,4.438456140904999,4.438456140904999
307,DT,6.984034848154327,6.984034848154327
308,DT,8.880186456401896,8.880186456401896
309,DT,10.347318254797083,10.347318254797083
310,DT,11.51623615141442,11.51623615141442
311,DT,11.522760947606113,11.522760947606113
312,DT,7.588418032082764,7.588418032082764
313,DT,9.150739853631515,9.150739853631515
314,DT,10.381521753030908,10.381521753030908
315,DT,11.37617421809537,11.37617421809537
316,DT,12.19670256774832,12.19670256774832
317,DT,7.596343699978501,7.596343699978501
318,DT,9.155269619956949,9.155269619956949
319,DT,10.383070748559335,10.383070748559335
320,DT,11.375117660176707,11.375117660176707
321,DT,12.19336430036689,12.19336430036689
322,DT,8.472865309877514,8.472865309877514
323,DT,9.37933429876916,9.37933429876916
324,DT,10.184274058498538,10.184274058498538
325,DT,10.90383767490105,10.90383767490105
326,DT,11.550924239263125,11.550924239263125
327,DT,9.600686987537367,9.600686987537367
328,DT,10.400784031692877,10.400784031692877
329,DT,11.092221739463557,11.092221739463557
330,DT,11.695727783357121,11.695727783357121
331,DT,12.22707305056957,12.22707305056957
332,DT,4.191798137829111,4.191798137829111
333,DT,6.961551901496856,6.961551901496856
334,DT,8.940639735115335,8.940639735115335
335,DT,10.425334379304967,10.425334379304967
336,DT,11.580321412406246,11.580321412406246
337,DT,6.476859799321339,6.476859799321339
338,DT,8.192039145180892,8.192039145180892
339,DT,9.54405352614249,9.54405352614249
340,DT,10.637203431936262,10.637203431936262
341,DT,11.53933891095245,11.53933891095245
342,DT,11.519662213890786,11.519662213890786
343,DT,12.790554346233055,12.790554346233055
344,DT,13.330264844397677,13.330264844397677
345,DT,13.812998589357875,13.812998589357875
346,DT,14.247325688913621,14.247325688913621
347,DT,14.640179557887347,14.640179557887347
348,DT,10.859545990562125,10.859545990562125
349,DT,11.108151271533677,11.108151271533677
350,DT,11.345528938634706,11.345528938634706
