,Name,SMILES,A,B,C,Tmin,Tmax,No.C,SMILES,Atom,Count Unique Atom,Pass Screen
686,Dipropyl oxalate,CCCOC(=O)C(=O)OCCC,23.25707652,5201.793009,-43.17,327,487,8,CCCOC(=O)C(=O)OCCC,"[1, 6, 8]",3,TRUE
687,Citraconic anhydride,CC1=CC(=O)OC1=O,22.75888921,5046.071482,-37.714,320,487,5,CC1=CC(=O)OC1=O,"[1, 6, 8]",3,TRUE
688,Propyl lactate,CCCOC(=O)C(C)O,21.32032615,3444.683417,-90.134,314,441,6,CCCOC(=O)C(C)O,"[1, 6, 8]",3,TRUE
689,(E)-3-Methyl-2-pentene,CC/C(=C/C)/C,20.8412503,2750.506971,-48.317,256,367,6,CC/C(=C/C)/C,"[1, 6]",2,TRUE
690,1-Penten-3-ol,CCC(C=C)O,21.80430651,3121.158699,-83.951,337,388,5,CCC(C=C)O,"[1, 6, 8]",3,TRUE
691,Isopropyl isobutyrate,CC(C)C(=O)OC(C)C,21.5279042,3431.068232,-50.624,256,394,7,CC(C)C(=O)OC(C)C,"[1, 6, 8]",3,TRUE
692,Dimethyl itaconate,COC(=O)CC(=C)C(=O)OC,26.26038431,6599.015459,-33.495,342,481,7,COC(=O)CC(=C)C(=O)OC,"[1, 6, 8]",3,TRUE
693,Dimethyl citraconate,C/C(=C\C(=O)OC)/C(=O)OC,23.84653831,5624.685788,-27.136,324,483,7,C/C(=C\C(=O)OC)/C(=O)OC,"[1, 6, 8]",3,TRUE
694,3-Ethylpentane,CCC(CC)CC,20.73360444,2887.579862,-53.015,273,378,7,CCC(CC)CC,"[1, 6]",2,TRUE
695,Diethylformamide,CCN(CC)C=O,19.61864669,2771.874961,-107.515,303,363,5,CCN(CC)C=O,"[1, 6, 7, 8]",4,TRUE
696,3-Isopropylphenol,CC(C)C1=CC(=CC=C1)O,23.40303739,5519.756985,-36.876,335,501,9,CC(C)C1=CC(=CC=C1)O,"[1, 6, 8]",3,TRUE
697,p-Menth-8-en-2-ol,CC1CCC(CC1O)C(=C)C,23.75293822,5608.579205,-39.606,337,498,10,CC1CCC(CC1O)C(=C)C,"[1, 6, 8]",3,TRUE
698,3-Ethylhexane,CCCC(CC)CC,20.75856447,3057.671823,-60.505,293,408,8,CCCC(CC)CC,"[1, 6]",2,TRUE
699,1-Ethyl-3-methylbenzene,CCC1=CC=CC(=C1)C,20.07709138,3542.490324,-63.54,350,506,9,CCC1=CC=CC(=C1)C,"[1, 6]",2,TRUE
700,3-Ethylphenol,CCC1=CC(=CC=C1)O,21.10459695,3620.140401,-113.633,445,502,8,CCC1=CC(=CC=C1)O,"[1, 6, 8]",3,TRUE
701,3-Propylphenol,CCCC1=CC(=CC=C1)O,21.72258777,3943.499334,-114.784,386,512,9,CCCC1=CC(=CC=C1)O,"[1, 6, 8]",3,TRUE
702,2-Propylpyridine,CCCC1=CC=CC=N1,18.81055445,2158.747207,-144.325,333,440,8,CCCC1=CC=CC=N1,"[1, 6, 7]",3,TRUE
703,1-Ethyl-4-methylbenzene,CCC1=CC=C(C=C1)C,20.97337263,3494.350178,-65.25,330,464,9,CCC1=CC=C(C=C1)C,"[1, 6]",2,TRUE
704,4-Methylstyrene,CC1=CC=C(C=C1)C=C,21.71066038,3992.700972,-51.88,341,444,9,CC1=CC=C(C=C1)C=C,"[1, 6]",2,TRUE
705,2-Furanacrylic acid ethyl ester,CCOC(=O)/C=C/C1=CC=CO1,23.69792947,5690.758467,-40.706,428,508,9,CCOC(=O)/C=C/C1=CC=CO1,"[1, 6, 8]",3,TRUE
706,3-Hexanol,CCCC(CC)O,24.84516946,5388.279376,-3.99,316,430,6,CCCC(CC)O,"[1, 6, 8]",3,TRUE
707,Methyl butanoate,CCCC(=O)OC,20.96828392,2926.723808,-65.94,261,403,5,CCCC(=O)OC,"[1, 6, 8]",3,TRUE
708,Ethyl hydroxyacetate,CCOC(=O)CO,23.16234817,4623.908623,-34.268,287,431,4,CCOC(=O)CO,"[1, 6, 8]",3,TRUE
709,5-Methyl-3-hexanol,CCC(CC(C)C)O,24.92548363,5641.333478,-0.15,326,424,7,CCC(CC(C)C)O,"[1, 6, 8]",3,TRUE
710,Diethyl fumarate,CCOC(=O)/C=C/C(=O)OCC,23.36106127,5464.911711,-30.36,326,491,8,CCOC(=O)/C=C/C(=O)OCC,"[1, 6, 8]",3,TRUE
711,Propyl caprylate,CCCCCCCC(=O)OCCC,24.4660258,5946.239493,-28.552,343,426,11,CCCCCCCC(=O)OCCC,"[1, 6, 8]",3,TRUE
712,2-Methyl-1-hexanol,CCCCC(C)CO,26.24486489,6433.42275,-0.15,345,440,7,CCCCC(C)CO,"[1, 6, 8]",3,TRUE
713,Methyl pentanoate,CCCCC(=O)OC,22.16574329,3818.607118,-42.09,297,411,6,CCCCC(=O)OC,"[1, 6, 8]",3,TRUE
714,"cis-1,4-Dimethylcyclohexane",CC1CCC(CC1)C,20.63047166,3101.351862,-56.84,295,425,8,CC1CCC(CC1)C,"[1, 6]",2,TRUE
715,Methyl levulinate,CC(=O)CCC(=O)OC,22.90577112,4888.213156,-41.531,312,470,6,CC(=O)CCC(=O)OC,"[1, 6, 8]",3,TRUE
716,Dimethyl maleate,COC(=O)/C=C\C(=O)OC,23.76693794,5542.455869,-25.167,318,478,6,COC(=O)/C=C\C(=O)OC,"[1, 6, 8]",3,TRUE
717,(E)-2-Butene,C/C=C/C,20.74230822,2227.751077,-32.31,201,288,4,C/C=C/C,"[1, 6]",2,TRUE
718,N-Methyl-ethanamine,CCNC,21.57545258,2723.382519,-38.15,289,319,3,CCNC,"[1, 6, 7]",3,TRUE
719,Isocyanatomethane,CN=C=O,19.04889503,1660.343454,-90.995,266,308,2,CN=C=O,"[1, 6, 7, 8]",4,TRUE
720,Methyl nitrite,CON=O,21.477846,2487.328403,-5.697,218,273,1,CON=O,"[1, 6, 7, 8]",4,TRUE
721,"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,23.93767463,4628.196037,-43.15,326,438,6,CC(C)(C)CCO,"[1, 6, 8]",3,TRUE
722,2-Methyl-2-hexanol,CCCCC(C)(C)O,21.27970855,3051.132481,-102.63,311,415,7,CCCCC(C)(C)O,"[1, 6, 8]",3,TRUE
723,2-Methyl-2-heptanol,CCCCCC(C)(C)O,22.31596395,3662.491849,-90.45,339,438,8,CCCCCC(C)(C)O,"[1, 6, 8]",3,TRUE
724,3-Butenoic acid,C=CCC(=O)O,22.78454001,4188.402284,-70.15,346,445,4,C=CCC(=O)O,"[1, 6, 8]",3,TRUE
725,Methoxyacetic acid,COCC(=O)O,25.31731454,6457.215362,-9.294,325,477,3,COCC(=O)O,"[1, 6, 8]",3,TRUE
726,"2,4-Dimethyl-2-pentene",CC(C)C=C(C)C,20.68695407,2755.181219,-55.695,266,380,7,CC(C)C=C(C)C,"[1, 6]",2,TRUE
727,Diacetamide,CC(=O)NC(=O)C,24.34444931,5840.426498,-40.709,368,496,4,CC(=O)NC(=O)C,"[1, 6, 7, 8]",4,TRUE
728,"2,5-Dimethylpyrrole",CC1=CC=C(N1)C,21.50202314,3492.761394,-90.526,373,473,6,CC1=CC=C(N1)C,"[1, 6, 7]",3,TRUE
729,N-Methylpiperidine,CN1CCCCC1,20.74953833,3043.969139,-49.674,273,381,6,CN1CCCCC1,"[1, 6, 7]",3,TRUE
730,Propyl caproate,CCCCCC(=O)OCCC,23.34381491,4894.093958,-40.353,316,393,9,CCCCCC(=O)OCCC,"[1, 6, 8]",3,TRUE
731,4-Methyl-1-pentanol,CC(C)CCCO,21.12863594,2931.996728,-119.59,336,448,6,CC(C)CCCO,"[1, 6, 8]",3,TRUE
732,2-Hexanol,CCCCC(C)O,22.86980474,3905.621809,-68.72,324,435,6,CCCCC(C)O,"[1, 6, 8]",3,TRUE
733,Propyl carbonate,CCCOC(=O)O,25.02847826,5846.694135,-35.178,326,468,4,CCCOC(=O)O,"[1, 6, 8]",3,TRUE
734,1-Pentyne,CCCC#C,20.72925256,2459.391138,-46.15,233,334,5,CCCC#C,"[1, 6]",2,TRUE
735,(Z)-2-Pentene,CC/C=C\C,20.64953706,2423.332655,-44.457,228,328,5,CC/C=C\C,"[1, 6]",2,TRUE
736,2-Pentyne,CCC#CC,20.66385914,2559.553589,-49.15,245,352,5,CCC#CC,"[1, 6]",2,TRUE
737,trans-Crotononitrile,C/C=C/C#N,21.62417528,3628.063597,-36.784,254,395,4,C/C=C/C#N,"[1, 6, 7]",3,TRUE
738,Methylpropylamine,CCCNC,21.62032996,2957.601474,-43.15,318,344,4,CCCNC,"[1, 6, 7]",3,TRUE
739,5-Methyl-2-hexanol,CC(C)CCC(C)O,25.53566868,5940.66954,0,345,427,7,CC(C)CCC(C)O,"[1, 6, 8]",3,TRUE
740,Dimethyl adipate,COC(=O)CCCCC(=O)OC,25.52549126,7001.463585,-0.3,338,500,8,COC(=O)CCCCC(=O)OC,"[1, 6, 8]",3,TRUE
741,2-Methyl-2-heptene,CCCCC=C(C)C,21.92940596,3708.545853,-39.377,257,396,8,CCCCC=C(C)C,"[1, 6]",2,TRUE
742,Ethyl propyl ether,CCCOCC,20.34674712,2423.401733,-62.27,252,360,5,CCCOCC,"[1, 6, 8]",3,TRUE
743,Diethyl peroxide,CCOOCC,21.83080927,3493.021586,0,253,333,4,CCOOCC,"[1, 6, 8]",3,TRUE
744,"1,4-Cyclohexadiene",C1C=CCC=C1,21.50179288,3292.185509,-32.568,304,323,6,C1C=CCC=C1,"[1, 6]",2,TRUE
745,Methylene diacetate,CC(=O)OCOC(=O)C,22.5703996,4257.452206,-57.386,334,443,5,CC(=O)OCOC(=O)C,"[1, 6, 8]",3,TRUE
746,Diisobutyl ether,CC(C)COCC(C)C,20.66494136,2975.361313,-70.208,253,396,8,CC(C)COCC(C)C,"[1, 6, 8]",3,TRUE
747,Pentyl acetate,CCCCCOC(=O)C,20.70620368,3113.723651,-83.241,313,423,7,CCCCCOC(=O)C,"[1, 6, 8]",3,TRUE
748,1-Heptyne,CCCCCC#C,20.89296636,2969.183477,-56.15,279,398,7,CCCCCC#C,"[1, 6]",2,TRUE
749,Capronitrile,CCCCCC#N,21.23480814,3618.254584,-63.884,343,442,6,CCCCCC#N,"[1, 6, 7]",3,TRUE
750,Ethyl butyl ether,CCCCOCC,20.83436557,2864.632299,-57.649,311,365,6,CCCCOCC,"[1, 6, 8]",3,TRUE
751,Cycloheptene,C1CCC=CCC1,20.3549213,2966.809512,-55.514,251,312,7,C1CCC=CCC1,"[1, 6]",2,TRUE
752,1-Octyne,CCCCCCC#C,21.17075022,3285.259333,-58.73,301,425,8,CCCCCCC#C,"[1, 6]",2,TRUE
753,Heptanonitrile,CCCCCCC#N,22.56268594,4802.432651,-22.357,294,457,7,CCCCCCC#N,"[1, 6, 7]",3,TRUE
754,"1,2-Diethoxyethane",CCOCCOCC,20.66383612,2868.813793,-79.862,339,382,6,CCOCCOCC,"[1, 6, 8]",3,TRUE
755,Cyclooctatetraene,C\1=C\C=C/C=C\C=C1,20.55929875,3146.298323,-66.972,273,390,8,C\1=C\C=C/C=C\C=C1,"[1, 6]",2,TRUE
756,2-Dodecyne,CCCCCCCCCC#CC,20.47539255,3391.217391,-118.377,448,497,12,CCCCCCCCCC#CC,"[1, 6]",2,TRUE
757,Trimethyl acetonitrile,CC(C)(C)C#N,20.612074,2870.163108,-62.487,313,370,5,CC(C)(C)C#N,"[1, 6, 7]",3,TRUE
758,4-Vinylanisol,COC1=CC=C(C=C1)C=C,23.12311212,5088.623255,-39.164,318,455,9,COC1=CC=C(C=C1)C=C,"[1, 6, 8]",3,TRUE
759,Ethyl tert-butyl ether,CCOC(C)(C)C,21.24282114,3010.8004,-36.118,330,407,6,CCOC(C)(C)C,"[1, 6, 8]",3,TRUE
760,"cis-1,3-Dimethylcyclohexane",C[C@@H]1CCC[C@@H](C1)C,21.20220354,3406.029921,-44.68,295,423,8,C[C@@H]1CCC[C@@H](C1)C,"[1, 6]",2,TRUE
761,Isopropyl butyrate,CCCC(=O)OC(C)C,21.84503924,3667.24899,-50.798,266,407,7,CCCC(=O)OC(C)C,"[1, 6, 8]",3,TRUE
762,Propyl isobutyrate,CCCOC(=O)C(C)C,20.15609308,2706.251286,-93.39,267,407,7,CCCOC(=O)C(C)C,"[1, 6, 8]",3,TRUE
763,Propyl levulinate,CCCOC(=O)CCC(=O)C,22.18731852,4508.526084,-72.086,333,494,8,CCCOC(=O)CCC(=O)C,"[1, 6, 8]",3,TRUE
764,(E)-2-Pentene,CC/C=C/C,20.78020877,2488.541865,-40.583,228,328,5,CC/C=C/C,"[1, 6]",2,TRUE
765,"1,7-Heptanediamine",C(CCCN)CCCN,23.15677592,4698.91303,-23.953,273,313,7,C(CCCN)CCCN,"[1, 6, 7]",3,TRUE
766,Isopentyl isovalerate,CC(C)CCOC(=O)CC(C)C,22.67486788,4998.311262,-18.889,300,467,10,CC(C)CCOC(=O)CC(C)C,"[1, 6, 8]",3,TRUE
767,(E)-4-Methyl-2-pentene,C/C=C/C(C)C,20.73523928,2631.555425,-46.007,246,354,6,C/C=C/C(C)C,"[1, 6]",2,TRUE
768,Diketene,C=C1CC(=O)O1,24.39890545,5243.35467,8.743,294,380,4,C=C1CC(=O)O1,"[1, 6, 8]",3,TRUE
769,"2-Methyl-1,3-butanediol",CC(CO)C(C)O,23.83778849,5056.016347,-74.15,399,561,5,CC(CO)C(C)O,"[1, 6, 8]",3,TRUE
770,Ethyl lactate,CCOC(=O)C(C)O,22.05777508,3750.759146,-69.623,312,426,5,CCOC(=O)C(C)O,"[1, 6, 8]",3,TRUE
771,"5,6-Dimethyl-5-hepten-2-one",CC(=C(C)CCC(=O)C)C,23.54747856,5252.334752,-33.5,315,471,9,CC(=C(C)CCC(=O)C)C,"[1, 6, 8]",3,TRUE
772,"(E)-4,4-Dimethyl-2-pentene",C/C=C/C(C)(C)C,20.72708813,2751.980626,-50.795,260,374,7,C/C=C/C(C)(C)C,"[1, 6]",2,TRUE
773,"(Z)-2,2-Dimethyl-3-hexene",CC/C=C\C(C)(C)C,20.49901707,2859.212013,-59.942,281,405,8,CC/C=C\C(C)(C)C,"[1, 6]",2,TRUE
774,"(E)-2,2-Dimethyl-3-hexene",CC/C=C/C(C)(C)C,20.63975108,2856.771273,-60.582,280,399,8,CC/C=C/C(C)(C)C,"[1, 6]",2,TRUE
775,4-Methyl-1-pentene,CC(C)CC=C,20.63159992,2581.888665,-43.463,242,350,6,CC(C)CC=C,"[1, 6]",2,TRUE
776,(Z)-4-Methyl-2-pentene,C/C=C\C(C)C,20.64541543,2580.53014,-46.564,244,352,6,C/C=C\C(C)C,"[1, 6]",2,TRUE
777,Diethyl citraconate,CCOC(=O)/C=C(/C)\C(=O)OCC,22.96777973,5333.134766,-37.799,333,503,9,CCOC(=O)/C=C(/C)\C(=O)OCC,"[1, 6, 8]",3,TRUE
778,"(E)-2,5-Dimethyl-3-hexene",CC(C)/C=C/C(C)C,20.84491141,2954.90745,-58.15,281,400,8,CC(C)/C=C/C(C)C,"[1, 6]",2,TRUE
779,(E)-2-Methyl-3-heptene,CCC/C=C/C(C)C,20.79883668,3037.570255,-58.15,288,412,8,CCC/C=C/C(C)C,"[1, 6]",2,TRUE
780,1-Hexyne,CCCCC#C,20.8155995,2725.339716,-51.15,257,368,6,CCCCC#C,"[1, 6]",2,TRUE
781,2-Deca,CCCCCCCCC(=O)C,21.64453013,4010.021017,-87.05,363,512,10,CCCCCCCCC(=O)C,"[1, 6, 8]",3,TRUE
782,trans-2-Undecene,CCCCCCCC/C=C/C,20.83203996,3533.353667,-88.677,333,469,11,CCCCCCCC/C=C/C,"[1, 6]",2,TRUE
783,trans-4-Undecene,CCCCCC/C=C/CCC,20.86344722,3548.633621,-85.976,333,467,11,CCCCCC/C=C/CCC,"[1, 6]",2,TRUE
784,Dipentyl ether,CCCCCOCCCCC,20.21036501,3068.09102,-106.783,350,460,10,CCCCCOCCCCC,"[1, 6, 8]",3,TRUE
785,Vinylcyclopropane,C=CC1CC1,22.59780036,3474.600905,0,290,310,5,C=CC1CC1,"[1, 6]",2,TRUE
786,1-Methylcyclopentene,CC1=CCCC1,20.25190364,2493.994387,-63.195,316,350,6,CC1=CCCC1,"[1, 6]",2,TRUE
787,3-Ethylcyclopentene,CCC1CCC=C1,20.60776817,2844.979735,-57.886,320,371,7,CCC1CCC=C1,"[1, 6]",2,TRUE
788,Isopropylcyclohexane,CC(C)C1CCCCC1,20.70767734,3339.406924,-63.992,343,429,9,CC(C)C1CCCCC1,"[1, 6]",2,TRUE
789,"2,3,5-Trimethylphenol",CC1=CC(=C(C(=C1)O)C)C,21.20072988,3887.548818,-106.707,460,520,9,CC1=CC(=C(C(=C1)O)C)C,"[1, 6, 8]",3,TRUE
790,Pentamethylbenzene,CC1=CC(=C(C(=C1C)C)C)C,21.23006482,4067.601762,-85.669,340,503,11,CC1=CC(=C(C(=C1C)C)C)C,"[1, 6]",2,TRUE
791,3-Methyl-1-pentene,CCC(C)C=C,20.44725496,2501.344238,-46.946,242,350,6,CCC(C)C=C,"[1, 6]",2,TRUE
792,2-Ethyl-1-butene,CCC(=C)CC,21.00422727,2805.354548,-41.85,251,361,6,CCC(=C)CC,"[1, 6]",2,TRUE
793,Butynedioic acid dimethyl ester,COC(=O)C#CC(=O)OC,26.09531199,6772.133017,0,273,333,6,COC(=O)C#CC(=O)OC,"[1, 6, 8]",3,TRUE
794,"4,4-Dimethyl-1-pentene",CC(C)(C)CC=C,20.4678631,2650.275442,-49.276,255,370,7,CC(C)(C)CC=C,"[1, 6]",2,TRUE
795,"(Z)-4,4-Dimethyl-2-pentene",C/C=C\C(C)(C)C,20.56758806,2743.553164,-50.14,262,378,7,C/C=C\C(C)(C)C,"[1, 6]",2,TRUE
796,2-Methyl-1-pentene,CCCC(=C)C,20.66616173,2621.53918,-48.446,249,358,6,CCCC(=C)C,"[1, 6]",2,TRUE
797,"2-Methyl-1,4-pentadiene",CC(=C)CC=C,20.15464245,2365.514744,-55,329,329,6,CC(=C)CC=C,"[1, 6]",2,TRUE
798,2-Hexyne,CCCC#CC,20.60477481,2640.662149,-66.716,300,358,6,CCCC#CC,"[1, 6]",2,TRUE
799,1-Decyne,CCCCCCCCC#C,20.79070855,3350.284336,-85.359,401,447,10,CCCCCCCCC#C,"[1, 6]",2,TRUE
800,cis-5-Undecene,CCCCC/C=C\CCCC,20.93641614,3596.08069,-83.024,333,466,11,CCCCC/C=C\CCCC,"[1, 6]",2,TRUE
801,trans-5-Undecene,CCCCC/C=C/CCCC,21.41553805,3884.850189,-72.261,333,467,11,CCCCC/C=C/CCCC,"[1, 6]",2,TRUE
802,Diethylene glycol divinyl ether,C=COCCOCCOC=C,24.18499529,5918.336767,-2.201,337,470,8,C=COCCOCCOC=C,"[1, 6, 8]",3,TRUE
803,1-Dodecyne,CCCCCCCCCCC#C,20.90917656,3679.556307,-96.528,439,489,12,CCCCCCCCCCC#C,"[1, 6]",2,TRUE
804,Cyclopropyl amine,C1CC1N,20.9536625,2501.125493,-57.005,283,353,3,C1CC1N,"[1, 6, 7]",3,TRUE
805,Methyl cyclopropyl ketone,CC(=O)C1CC1,23.23976109,4519.974538,0,361,377,5,CC(=O)C1CC1,"[1, 6, 8]",3,TRUE
806,"1,2-Dimethylcyclopentene",CC1=C(CCC1)C,20.67684572,2972.176838,-54.15,294,431,7,CC1=C(CCC1)C,"[1, 6]",2,TRUE
807,"4,4-Dimethyl-1,3-dioxane",CC1(CCOCO1)C,21.26165628,3378.32752,-58.575,299,406,6,CC1(CCOCO1)C,"[1, 6, 8]",3,TRUE
808,1-Methylindan,CC1CCC2=CC=CC=C12,20.70793062,3615.334906,-70,464,464,10,CC1CCC2=CC=CC=C12,"[1, 6]",2,TRUE
809,1-Methylindene,CC1C=CC2=CC=CC=C12,18.10039116,3100.661086,-110,472,472,10,CC1C=CC2=CC=CC=C12,"[1, 6]",2,TRUE
810,3-Methyl-1H-indene,CC1=CCC2=CC=CC=C12,23.3065821,4283.982591,-115,479,479,10,CC1=CCC2=CC=CC=C12,"[1, 6]",2,TRUE
811,(Z)-2-Phenyl-2-butene,C/C=C(/C)\C1=CC=CC=C1,20.75398232,3671.31075,-90.7,447,447,10,C/C=C(/C)\C1=CC=CC=C1,"[1, 6]",2,TRUE
812,(E)-2-Phenyl-2-butene,C/C=C(\C)/C1=CC=CC=C1,20.75398232,3671.31075,-70,468,468,10,C/C=C(\C)/C1=CC=CC=C1,"[1, 6]",2,TRUE
813,2-Benzylidenepropane,CC(=CC1=CC=CC=C1)C,20.77714633,3636.219353,-68,461,461,10,CC(=CC1=CC=CC=C1)C,"[1, 6]",2,TRUE
814,"2,4,6-Trimethylstyrene",CC1=CC(=C(C(=C1)C)C=C)C,21.32435568,4009.123009,-72.771,363,481,11,CC1=CC(=C(C(=C1)C)C=C)C,"[1, 6]",2,TRUE
815,1-Ethyladamantane,CCC12CC3CC(C1)CC(C3)C2,22.0549429,4785.669831,-37.561,368,491,12,CCC12CC3CC(C1)CC(C3)C2,"[1, 6]",2,TRUE
816,3-Methyl-3-buten-2-one,CC(=C)C(=O)C,20.8940716,2916.34836,-59.532,320,371,5,CC(=C)C(=O)C,"[1, 6, 8]",3,TRUE
817,"3-Acetyl-2,4-pentandione",CC(=O)C(C(=O)C)C(=O)C,25.21026736,6534.008877,0,369,473,7,CC(=O)C(C(=O)C)C(=O)C,"[1, 6, 8]",3,TRUE
818,2-Hydroxy-isobutyric acid butyl ester,CCCCOC(=O)C(C)(C)O,21.06524577,3526.977808,-89.081,360,458,8,CCCCOC(=O)C(C)(C)O,"[1, 6, 8]",3,TRUE
819,3-Ethyl-2-pentene,CCC(=CC)CC,20.72591381,2907.243938,-53.15,275,394,7,CCC(=CC)CC,"[1, 6]",2,TRUE
820,Ethyl ethoxyacetate,CCOCC(=O)OCC,24.42999035,5544.129848,0.007,330,430,6,CCOCC(=O)OCC,"[1, 6, 8]",3,TRUE
821,Diethyl glutarate,CCOC(=O)CCCC(=O)OCC,24.20286335,6335.968138,-10.054,375,473,9,CCOC(=O)CCCC(=O)OCC,"[1, 6, 8]",3,TRUE
822,1-Methylpropyl butanoate,CCCC(=O)OC(C)CC,22.68437756,4562.342103,-21.15,323,456,8,CCCC(=O)OC(C)CC,"[1, 6, 8]",3,TRUE
823,2-Nona,CCCCCCCC(=O)C,21.34266123,3784.759117,-82.15,357,496,9,CCCCCCCC(=O)C,"[1, 6, 8]",3,TRUE
824,1-Undecene,CCCCCCCCCC=C,20.93434381,3599.424043,-83.28,349,488,11,CCCCCCCCCC=C,"[1, 6]",2,TRUE
825,cis-2-Undecene,CCCCCCCC/C=C\C,20.95948804,3600.667439,-87.123,333,470,11,CCCCCCCC/C=C\C,"[1, 6]",2,TRUE
826,cis-3-Undecene,CCCCCCC/C=C\CC,20.80539905,3516.823408,-87.586,333,467,11,CCCCCCC/C=C\CC,"[1, 6]",2,TRUE
827,cis-4-Undecene,CCCCCC/C=C\CCC,20.95110663,3610.011329,-82.66,333,466,11,CCCCCC/C=C\CCC,"[1, 6]",2,TRUE
828,Cyclobutene,C1CC=C1,21.9115379,2779.247838,-7.966,197,276,4,C1CC=C1,"[1, 6]",2,TRUE
829,"trans-1,2-Dimethylcyclopentane",C[C@@H]1CCC[C@H]1C,20.62526782,2845.718865,-52.25,271,390,7,C[C@@H]1CCC[C@H]1C,"[1, 6]",2,TRUE
830,4-Methylindan,CC1=C2CCCC2=CC=C1,20.77532729,3779.69343,-70,479,479,10,CC1=C2CCCC2=CC=C1,"[1, 6]",2,TRUE
831,2-Methylindan,CC1CC2=CC=CC=C2C1,20.71073977,3623.808419,-70,465,465,10,CC1CC2=CC=CC=C2C1,"[1, 6]",2,TRUE
832,Cyclohexylbenzene,C1CCC(CC1)C2=CC=CC=C2,20.98912231,4110.821285,-78.775,333,513,12,C1CCC(CC1)C2=CC=CC=C2,"[1, 6]",2,TRUE
833,Cyclododeca,C1CCCCCC(=O)CCCCC1,20.9278275,4325.270245,-89.575,443,563,12,C1CCCCCC(=O)CCCCC1,"[1, 6, 8]",3,TRUE
834,Acetaldehyde dibutyl acetal,CCCCOC(C)OCCCC,22.65184203,4701.837313,-38.783,303,464,10,CCCCOC(C)OCCCC,"[1, 6, 8]",3,TRUE
835,2-Methylnonane,CCCCCCCC(C)C,20.85824338,3391.086144,-76.77,332,469,10,CCCCCCCC(C)C,"[1, 6]",2,TRUE
836,1-Decene,CCCCCCCCC=C,22.68050922,4373.322893,-44.86,215,331,10,CCCCCCCCC=C,"[1, 6]",2,TRUE
837,Vinylene carbonate,C1=COC(=O)O1,22.63095759,4965.310613,0,308,348,3,C1=COC(=O)O1,"[1, 6, 8]",3,TRUE
838,N-Methyl-2-pyrrolidone,CN1CCCC1=O,21.13775418,3811.446079,-80.355,336,477,5,CN1CCCC1=O,"[1, 6, 7, 8]",4,TRUE
839,trans-1-Phenylpropene,C/C=C/C1=CC=CC=C1,22.07886676,4411.614883,-34,291,452,9,C/C=C/C1=CC=CC=C1,"[1, 6]",2,TRUE
840,5-Methylindan,CC1=CC2=C(CCC2)C=C1,20.76365318,3742.598784,-70,475,475,10,CC1=CC2=C(CCC2)C=C1,"[1, 6]",2,TRUE
841,"1-Ethyl-2,4-dimethylbenzene",CCC1=C(C=C(C=C1)C)C,20.33965516,3439.072017,-71.15,341,494,10,CCC1=C(C=C(C=C1)C)C,"[1, 6]",2,TRUE
842,"2,6-Dimethyl-quinoline",CC1=CC2=C(C=C1)N=C(C=C2)C,20.83148734,4011.973609,-107.461,463,524,11,CC1=CC2=C(C=C1)N=C(C=C2)C,"[1, 6, 7]",3,TRUE
843,"1,2,4-Triethylbenzene",CCC1=CC(=C(C=C1)CC)CC,22.27988244,4868.466186,-39,319,491,12,CCC1=CC(=C(C=C1)CC)CC,"[1, 6]",2,TRUE
844,Cycloundeca,C1CCCCCC(=O)CCCC1,22.08167591,5156.96398,-41.574,449,500,11,C1CCCCCC(=O)CCCC1,"[1, 6, 8]",3,TRUE
845,"2,6-Dimethyl-4-tert-butylphenol",CC1=CC(=CC(=C1O)C)C(C)(C)C,22.71746571,5113.66617,-62.984,392,520,12,CC1=CC(=CC(=C1O)C)C(C)(C)C,"[1, 6, 8]",3,TRUE
846,"3,3-Dimethyl-1-butyne",CC(C)(C)C#C,20.58672254,2407.582973,-45.15,230,332,6,CC(C)(C)C#C,"[1, 6]",2,TRUE
847,"N,N,2-Trimethyl-2-propanamine",CC(C)(C)N(C)C,20.52503629,2775.466994,-55.232,283,318,6,CC(C)(C)N(C)C,"[1, 6, 7]",3,TRUE
848,"3,3-Dimethyl-1-pentyne",CCC(C)(C)C#C,20.61435356,2644.749238,-52.15,255,367,7,CCC(C)(C)C#C,"[1, 6]",2,TRUE
849,"2,3,4-Trimethylhexane",CCC(C)C(C)C(C)C,20.76079797,3240.888518,-61.15,307,440,9,CCC(C)C(C)C(C)C,"[1, 6]",2,TRUE
850,"3,4-Dimethylheptane",CCCC(C)C(C)CC,20.78198176,3224.770423,-65.15,310,441,9,CCCC(C)C(C)CC,"[1, 6]",2,TRUE
851,3-Methyl-1-pentyne,CCC(C)C#C,20.75273893,2599.158053,-49.15,247,353,6,CCC(C)C#C,"[1, 6]",2,TRUE
852,(Z)-3-Methyl-2-pentene,CC/C(=C\C)/C,20.80530694,2731.786954,-46.454,253,364,6,CC/C(=C\C)/C,"[1, 6]",2,TRUE
853,sec-Butyl nitrite,CCC(C)ON=O,21.77094205,3557.493969,0,267,287,4,CCC(C)ON=O,"[1, 6, 7, 8]",4,TRUE
