,Name,SMILES,A,B,C,Tmin,Tmax,No.C
632,3-Methylheptane,CCCCC(C)CC,20.75856447,3053.550195,-61.337,302,408,8
633,4-Methyl cyclohexa,CC1CCC(=O)CC1,21.08792624,3752.615029,-50.708,366,443,7
634,"2,5-Dimethyl-pyridine",CC1=CN=C(C=C1)C,21.20220354,3549.253017,-63.334,358,431,7
635,Butyl propionate,CCCCOC(=O)CC,20.50525708,2892.8689,-95.044,305,414,7
636,(Z)-2-Butene,C/C=C\C,20.7453246,2227.336612,-35.277,205,298,4
637,"1,2-Butadiene",CC=C=C,21.44858014,2605.490162,-21.2,209,290,4
638,"2,2-Dimethylpentane",CCCC(C)(C)C,20.59413686,2744.589327,-49.652,261,368,7
639,2-Methyl-2-pentanol,CCCC(C)(C)O,19.05764486,1867.51164,-146.55,309,419,6
640,"1,1-Dimethylcyclohexane",CC1(CCCCC1)C,20.53514463,3038.974832,-55.42,290,420,8
641,"2,2-Dimethylhexane",CCCCC(C)(C)C,20.62535992,2927.000119,-58.32,283,398,8
642,5-Methyl-2(5H)-fura,CC1C=CC(=O)O1,23.96033206,5989.610986,0,370,482,5
643,"3,5-Dimethyl-pyridine",CC1=CC(=CN=C1)C,21.22962732,3684.11082,-65.385,371,446,7
644,4-Methylcyclohexene,CC1CCC=CC1,20.70878258,2954.446933,-54.15,292,429,7
645,3-Methylcyclohexene,CC1CCCC=C1,20.73360444,2940.163997,-56.656,318,376,7
646,1-Methylcyclohexene,CC1=CCCCC1,20.74495619,3017.183166,-56.145,310,383,7
647,2-Methylhexane,CCCCC(C)C,20.71725609,2844.889934,-53.653,270,378,7
648,2-Hexa,CCCCC(=O)C,21.07625213,3213.948273,-64.17,303,426,6
649,4-Pentenoic acid,C=CCCC(=O)O,21.60561644,3557.493969,-108.15,362,464,5
650,"1,4-Pentadiene",C=CCC=C,20.70116102,2376.843462,-40.05,235,310,5
651,"1,2-Pentadiene",CCC=C=C,20.83641487,2551.034025,-43.99,249,335,5
652,"2,3-Pentadiene",CC=C=CC,20.97286606,2619.581983,-44.09,257,335,5
653,"2,5-Dimethylhexane",CC(C)CCC(C)C,20.67979303,2959.904059,-58.902,285,398,8
654,2-Methylheptane,CCCCCC(C)C,20.81253706,3074.457668,-59.735,294,408,8
655,1-Hexene,CCCCC=C,20.68320086,2644.79529,-47.81,247,358,6
656,"1,5-Hexadiene",C=CCCC=C,20.68444425,2670.78687,-40.998,286,320,6
657,"1,2-Hexadiene",CCCC=C=C,20.09696269,2521.123444,-55,349,349,6
658,"2,3-Hexadiene",CCC=C=CC,20.04948339,2438.967208,-55,341,341,6
659,"1,3-Cyclohexadiene",C1CC=CC=C1,20.69344736,2771.879566,-51.104,307,363,6
660,1-Heptene,CCCCCC=C,20.78490604,2897.434926,-53.85,270,388,7
661,Butyl methanoate,CCCCOC=O,21.93833999,3530.783982,-40.15,286,403,5
662,Dimethyl telluride,C[Te]C,22.37002864,3888.651757,-9.69,298,367,2
663,Methylcyclopropane,CC1CC1,20.64357337,2193.005068,-37.16,177,278,4
664,"2,3,3-Trimethyl-1-butene",CC(=C)C(C)(C)C,20.5463352,2719.468124,-49.557,260,375,7
665,"2,3-Dimethyl-2-butanol",CC(C)C(C)(C)O,21.30844481,2927.506687,-92.51,306,414,6
666,2-Hydroxy-2-methyl propionic acid,CC(C)(C(=O)O)O,26.37560567,6679.935207,-35.478,371,485,4
667,"2,2,3,3-Tetramethylbutane",CC(C)(C)C(C)(C)C,20.50267819,2924.513327,-53.65,372,406,8
668,"2,3,3-Trimethyl-2-butanol",CC(C)(C)C(C)(C)O,21.19485829,3056.624146,-85.505,298,363,7
669,"2,2-Dimethylsuccinic acid",CC(C)(CC(=O)O)C(=O)O,24.39172138,6034.822244,-23.72,334,493,6
670,3-Ethyl-3-pentanol,CCC(CC)(CC)O,19.38700663,2184.922995,-137.65,308,416,7
671,3-Ethyl-3-hexanol,CCCC(CC)(CC)O,25.22205659,5917.643689,0,336,435,8
672,4-Methyl-4-heptanol,CCCC(C)(CCC)O,20.99243803,3078.556269,-109.05,339,440,8
673,3-Methyl-1-butyne,CC(C)C#C,20.67951672,2361.531271,-44.15,225,323,5
674,2-Methoxypropane,CC(C)OC,20.79082368,2407.559947,-44.06,260,325,4
675,Methyl carbamate,COC(=O)N,23.46110859,5465.975505,0,333,388,2
676,Methylcyclobutane,CC1CCC1,20.45816922,2442.467137,-36,309,309,5
677,3-Methyl-2-butanol,CC(C)C(C)O,20.87753904,2511.959155,-116,305,406,5
678,"2,4-Dimethyl-3-pentanol",CC(C)C(C(C)C)O,19.84644143,2370.741612,-127.05,320,437,7
679,"2,6-Dihydroxy-toluene",CC1=C(C=CC=C1O)O,19.70605282,3462.176156,-142.01,375,453,7
680,3-Ethyl-2-methylpentane,CCC(CC)C(C)C,20.6912599,3032.619697,-57.921,289,408,8
681,1-Ethyl-2-methylbenzene,CCC1=CC=CC=C1C,20.04080264,3551.935528,-64.98,350,510,9
682,2-Methylstyrene,CC1=CC=CC=C1C=C,21.34547038,3739.550162,-62.128,305,385,9
683,8-Methylquinoline,CC1=C2C(=CC=C1)C=CC=N2,22.59618855,5327.108901,-39.923,493,524,10
684,"N,N-Dimethyl-benzamide",CN(C)C(=O)C1=CC=CC=C1,23.27499064,6794.928609,0,373,403,9
685,3-Methylquinoline,CC1=CC2=CC=CC=C2N=C1,20.9123311,3933.92058,-107.253,443,528,10
686,7-Methylquinoline,CC1=CC2=C(C=CC=N2)C=C1,20.63348804,3919.621526,-122.834,493,533,10
687,"Carbamic acid, ethylnitroso-ethyl ester",CCN(C(=O)OCC)N=O,21.49292793,3862.913461,-68.81,273,348,5
688,"Carbamic acid, methylnitroso-allyl ester",CCOC(=O)N(C)N=O,20.75308431,3324.603605,-87.431,275,337,4
689,Diisopropyl oxalate,CC(C)OC(=O)C(=O)OC(C)C,23.82906169,5269.424539,-38.079,316,467,8
690,"1,3-Dihydroxy-4,6-dimethyl benzene",CC1=CC(=C(C=C1O)O)C,22.87602172,5129.583941,-36.788,322,488,8
691,Dipropyl oxalate,CCCOC(=O)C(=O)OCCC,23.25707652,5201.793009,-43.17,327,487,8
692,Citraconic anhydride,CC1=CC(=O)OC1=O,22.75888921,5046.071482,-37.714,320,487,5
693,Propyl lactate,CCCOC(=O)C(C)O,21.32032615,3444.683417,-90.134,314,441,6
694,(E)-3-Methyl-2-pentene,CC/C(=C/C)/C,20.8412503,2750.506971,-48.317,256,367,6
695,1-Penten-3-ol,CCC(C=C)O,21.80430651,3121.158699,-83.951,337,388,5
696,Isopropyl isobutyrate,CC(C)C(=O)OC(C)C,21.5279042,3431.068232,-50.624,256,394,7
697,Dimethyl itaconate,COC(=O)CC(=C)C(=O)OC,26.26038431,6599.015459,-33.495,342,481,7
698,Dimethyl citraconate,C/C(=C\C(=O)OC)/C(=O)OC,23.84653831,5624.685788,-27.136,324,483,7
699,3-Ethylpentane,CCC(CC)CC,20.73360444,2887.579862,-53.015,273,378,7
700,Diethylformamide,CCN(CC)C=O,19.61864669,2771.874961,-107.515,303,363,5
701,3-Isopropylphenol,CC(C)C1=CC(=CC=C1)O,23.40303739,5519.756985,-36.876,335,501,9
702,p-Menth-8-en-2-ol,CC1CCC(CC1O)C(=C)C,23.75293822,5608.579205,-39.606,337,498,10
703,3-Ethylhexane,CCCC(CC)CC,20.75856447,3057.671823,-60.505,293,408,8
704,1-Ethyl-3-methylbenzene,CCC1=CC=CC(=C1)C,20.07709138,3542.490324,-63.54,350,506,9
705,3-Ethylphenol,CCC1=CC(=CC=C1)O,21.10459695,3620.140401,-113.633,445,502,8
706,3-Propylphenol,CCCC1=CC(=CC=C1)O,21.72258777,3943.499334,-114.784,386,512,9
707,2-Propylpyridine,CCCC1=CC=CC=N1,18.81055445,2158.747207,-144.325,333,440,8
708,1-Ethyl-4-methylbenzene,CCC1=CC=C(C=C1)C,20.97337263,3494.350178,-65.25,330,464,9
709,4-Methylstyrene,CC1=CC=C(C=C1)C=C,21.71066038,3992.700972,-51.88,341,444,9
710,2-Furanacrylic acid ethyl ester,CCOC(=O)/C=C/C1=CC=CO1,23.69792947,5690.758467,-40.706,428,508,9
711,3-Hexanol,CCCC(CC)O,24.84516946,5388.279376,-3.99,316,430,6
712,Methyl butanoate,CCCC(=O)OC,20.96828392,2926.723808,-65.94,261,403,5
713,Ethyl hydroxyacetate,CCOC(=O)CO,23.16234817,4623.908623,-34.268,287,431,4
714,5-Methyl-3-hexanol,CCC(CC(C)C)O,24.92548363,5641.333478,-0.15,326,424,7
715,Diethyl fumarate,CCOC(=O)/C=C/C(=O)OCC,23.36106127,5464.911711,-30.36,326,491,8
716,Propyl caprylate,CCCCCCCC(=O)OCCC,24.4660258,5946.239493,-28.552,343,426,11
717,2-Methyl-1-hexanol,CCCCC(C)CO,26.24486489,6433.42275,-0.15,345,440,7
718,Methyl pentanoate,CCCCC(=O)OC,22.16574329,3818.607118,-42.09,297,411,6
719,"cis-1,4-Dimethylcyclohexane",CC1CCC(CC1)C,20.63047166,3101.351862,-56.84,295,425,8
720,Methyl levulinate,CC(=O)CCC(=O)OC,22.90577112,4888.213156,-41.531,312,470,6
721,Dimethyl maleate,COC(=O)/C=C\C(=O)OC,23.76693794,5542.455869,-25.167,318,478,6
722,(E)-2-Butene,C/C=C/C,20.74230822,2227.751077,-32.31,201,288,4
723,N-Methyl-ethanamine,CCNC,21.57545258,2723.382519,-38.15,289,319,3
724,Isocyanatomethane,CN=C=O,19.04889503,1660.343454,-90.995,266,308,2
725,Methyl nitrite,CON=O,21.477846,2487.328403,-5.697,218,273,1
726,"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,23.93767463,4628.196037,-43.15,326,438,6
727,2-Methyl-2-hexanol,CCCCC(C)(C)O,21.27970855,3051.132481,-102.63,311,415,7
728,2-Methyl-2-heptanol,CCCCCC(C)(C)O,22.31596395,3662.491849,-90.45,339,438,8
729,3-Butenoic acid,C=CCC(=O)O,22.78454001,4188.402284,-70.15,346,445,4
730,Methoxyacetic acid,COCC(=O)O,25.31731454,6457.215362,-9.294,325,477,3
731,"2,4-Dimethyl-2-pentene",CC(C)C=C(C)C,20.68695407,2755.181219,-55.695,266,380,7
732,Diacetamide,CC(=O)NC(=O)C,24.34444931,5840.426498,-40.709,368,496,4
733,"2,5-Dimethylpyrrole",CC1=CC=C(N1)C,21.50202314,3492.761394,-90.526,373,473,6
734,N-Methylpiperidine,CN1CCCCC1,20.74953833,3043.969139,-49.674,273,381,6
735,Propyl caproate,CCCCCC(=O)OCCC,23.34381491,4894.093958,-40.353,316,393,9
736,4-Methyl-1-pentanol,CC(C)CCCO,21.12863594,2931.996728,-119.59,336,448,6
737,2-Hexanol,CCCCC(C)O,22.86980474,3905.621809,-68.72,324,435,6
738,Propyl carbonate,CCCOC(=O)O,25.02847826,5846.694135,-35.178,326,468,4
739,1-Pentyne,CCCC#C,20.72925256,2459.391138,-46.15,233,334,5
740,(Z)-2-Pentene,CC/C=C\C,20.64953706,2423.332655,-44.457,228,328,5
741,2-Pentyne,CCC#CC,20.66385914,2559.553589,-49.15,245,352,5
742,trans-Crotononitrile,C/C=C/C#N,21.62417528,3628.063597,-36.784,254,395,4
743,Methylpropylamine,CCCNC,21.62032996,2957.601474,-43.15,318,344,4
744,Diethyl telluride,CC[Te]CC,21.69095025,4976.521899,-1.503,295,411,4
745,5-Methyl-2-hexanol,CC(C)CCC(C)O,25.53566868,5940.66954,0,345,427,7
746,Dimethyl adipate,COC(=O)CCCCC(=O)OC,25.52549126,7001.463585,-0.3,338,500,8
747,2-Methyl-2-heptene,CCCCC=C(C)C,21.92940596,3708.545853,-39.377,257,396,8
748,Ethyl propyl ether,CCCOCC,20.34674712,2423.401733,-62.27,252,360,5
749,Diethyl peroxide,CCOOCC,21.83080927,3493.021586,0,253,333,4
750,"1,4-Cyclohexadiene",C1C=CCC=C1,21.50179288,3292.185509,-32.568,304,323,6
751,Methylene diacetate,CC(=O)OCOC(=O)C,22.5703996,4257.452206,-57.386,334,443,5
752,Diisobutyl ether,CC(C)COCC(C)C,20.66494136,2975.361313,-70.208,253,396,8
753,Pentyl acetate,CCCCCOC(=O)C,20.70620368,3113.723651,-83.241,313,423,7
754,1-Heptyne,CCCCCC#C,20.89296636,2969.183477,-56.15,279,398,7
755,Capronitrile,CCCCCC#N,21.23480814,3618.254584,-63.884,343,442,6
756,Ethyl butyl ether,CCCCOCC,20.83436557,2864.632299,-57.649,311,365,6
757,Cycloheptene,C1CCC=CCC1,20.3549213,2966.809512,-55.514,251,312,7
758,1-Octyne,CCCCCCC#C,21.17075022,3285.259333,-58.73,301,425,8
759,Heptanonitrile,CCCCCCC#N,22.56268594,4802.432651,-22.357,294,457,7
760,"1,2-Diethoxyethane",CCOCCOCC,20.66383612,2868.813793,-79.862,339,382,6
761,Cyclooctatetraene,C\1=C\C=C/C=C\C=C1,20.55929875,3146.298323,-66.972,273,390,8
762,2-Dodecyne,CCCCCCCCCC#CC,20.47539255,3391.217391,-118.377,448,497,12
763,Trimethyl acetonitrile,CC(C)(C)C#N,20.612074,2870.163108,-62.487,313,370,5
764,4-Vinylanisol,COC1=CC=C(C=C1)C=C,23.12311212,5088.623255,-39.164,318,455,9
765,Ethyl tert-butyl ether,CCOC(C)(C)C,21.24282114,3010.8004,-36.118,330,407,6
766,"cis-1,3-Dimethylcyclohexane",C[C@@H]1CCC[C@@H](C1)C,21.20220354,3406.029921,-44.68,295,423,8
767,Isopropyl butyrate,CCCC(=O)OC(C)C,21.84503924,3667.24899,-50.798,266,407,7
768,Propyl isobutyrate,CCCOC(=O)C(C)C,20.15609308,2706.251286,-93.39,267,407,7
769,Propyl levulinate,CCCOC(=O)CCC(=O)C,22.18731852,4508.526084,-72.086,333,494,8
770,(E)-2-Pentene,CC/C=C/C,20.78020877,2488.541865,-40.583,228,328,5
771,"1,7-Heptanediamine",C(CCCN)CCCN,23.15677592,4698.91303,-23.953,273,313,7
772,Isopentyl isovalerate,CC(C)CCOC(=O)CC(C)C,22.67486788,4998.311262,-18.889,300,467,10
773,(E)-4-Methyl-2-pentene,C/C=C/C(C)C,20.73523928,2631.555425,-46.007,246,354,6
774,Diketene,C=C1CC(=O)O1,24.39890545,5243.35467,8.743,294,380,4
775,"2-Methyl-1,3-butanediol",CC(CO)C(C)O,23.83778849,5056.016347,-74.15,399,561,5
776,Ethyl lactate,CCOC(=O)C(C)O,22.05777508,3750.759146,-69.623,312,426,5
777,"5,6-Dimethyl-5-hepten-2-one",CC(=C(C)CCC(=O)C)C,23.54747856,5252.334752,-33.5,315,471,9
778,"(E)-4,4-Dimethyl-2-pentene",C/C=C/C(C)(C)C,20.72708813,2751.980626,-50.795,260,374,7
779,"(Z)-2,2-Dimethyl-3-hexene",CC/C=C\C(C)(C)C,20.49901707,2859.212013,-59.942,281,405,8
780,"(E)-2,2-Dimethyl-3-hexene",CC/C=C/C(C)(C)C,20.63975108,2856.771273,-60.582,280,399,8
781,4-Methyl-1-pentene,CC(C)CC=C,20.63159992,2581.888665,-43.463,242,350,6
782,(Z)-4-Methyl-2-pentene,C/C=C\C(C)C,20.64541543,2580.53014,-46.564,244,352,6
783,Diethyl citraconate,CCOC(=O)/C=C(/C)\C(=O)OCC,22.96777973,5333.134766,-37.799,333,503,9
784,"(E)-2,5-Dimethyl-3-hexene",CC(C)/C=C/C(C)C,20.84491141,2954.90745,-58.15,281,400,8
785,(E)-2-Methyl-3-heptene,CCC/C=C/C(C)C,20.79883668,3037.570255,-58.15,288,412,8
786,1-Hexyne,CCCCC#C,20.8155995,2725.339716,-51.15,257,368,6
787,2-Deca,CCCCCCCCC(=O)C,21.64453013,4010.021017,-87.05,363,512,10
788,trans-2-Undecene,CCCCCCCC/C=C/C,20.83203996,3533.353667,-88.677,333,469,11
789,trans-4-Undecene,CCCCCC/C=C/CCC,20.86344722,3548.633621,-85.976,333,467,11
790,Dipentyl ether,CCCCCOCCCCC,20.21036501,3068.09102,-106.783,350,460,10
791,Vinylcyclopropane,C=CC1CC1,22.59780036,3474.600905,0,290,310,5
792,1-Methylcyclopentene,CC1=CCCC1,20.25190364,2493.994387,-63.195,316,350,6
793,3-Ethylcyclopentene,CCC1CCC=C1,20.60776817,2844.979735,-57.886,320,371,7
794,Isopropylcyclohexane,CC(C)C1CCCCC1,20.70767734,3339.406924,-63.992,343,429,9
795,"2,3,5-Trimethylphenol",CC1=CC(=C(C(=C1)O)C)C,21.20072988,3887.548818,-106.707,460,520,9
796,Pentamethylbenzene,CC1=CC(=C(C(=C1C)C)C)C,21.23006482,4067.601762,-85.669,340,503,11
797,3-Methyl-1-pentene,CCC(C)C=C,20.44725496,2501.344238,-46.946,242,350,6
798,2-Ethyl-1-butene,CCC(=C)CC,21.00422727,2805.354548,-41.85,251,361,6
799,Butynedioic acid dimethyl ester,COC(=O)C#CC(=O)OC,26.09531199,6772.133017,0,273,333,6
800,"4,4-Dimethyl-1-pentene",CC(C)(C)CC=C,20.4678631,2650.275442,-49.276,255,370,7
801,"(Z)-4,4-Dimethyl-2-pentene",C/C=C\C(C)(C)C,20.56758806,2743.553164,-50.14,262,378,7
802,2-Methyl-1-pentene,CCCC(=C)C,20.66616173,2621.53918,-48.446,249,358,6
803,"2-Methyl-1,4-pentadiene",CC(=C)CC=C,20.15464245,2365.514744,-55,329,329,6
804,2-Hexyne,CCCC#CC,20.60477481,2640.662149,-66.716,300,358,6
805,1-Decyne,CCCCCCCCC#C,20.79070855,3350.284336,-85.359,401,447,10
806,cis-5-Undecene,CCCCC/C=C\CCCC,20.93641614,3596.08069,-83.024,333,466,11
807,trans-5-Undecene,CCCCC/C=C/CCCC,21.41553805,3884.850189,-72.261,333,467,11
808,Diethylene glycol divinyl ether,C=COCCOCCOC=C,24.18499529,5918.336767,-2.201,337,470,8
809,1-Dodecyne,CCCCCCCCCCC#C,20.90917656,3679.556307,-96.528,439,489,12
810,Cyclopropyl amine,C1CC1N,20.9536625,2501.125493,-57.005,283,353,3
811,Methyl cyclopropyl ketone,CC(=O)C1CC1,23.23976109,4519.974538,0,361,377,5
812,"1,2-Dimethylcyclopentene",CC1=C(CCC1)C,20.67684572,2972.176838,-54.15,294,431,7
813,"4,4-Dimethyl-1,3-dioxane",CC1(CCOCO1)C,21.26165628,3378.32752,-58.575,299,406,6
814,1-Methylindan,CC1CCC2=CC=CC=C12,20.70793062,3615.334906,-70,464,464,10
815,1-Methylindene,CC1C=CC2=CC=CC=C12,18.10039116,3100.661086,-110,472,472,10
816,3-Methyl-1H-indene,CC1=CCC2=CC=CC=C12,23.3065821,4283.982591,-115,479,479,10
817,(Z)-2-Phenyl-2-butene,C/C=C(/C)\C1=CC=CC=C1,20.75398232,3671.31075,-90.7,447,447,10
818,(E)-2-Phenyl-2-butene,C/C=C(\C)/C1=CC=CC=C1,20.75398232,3671.31075,-70,468,468,10
819,2-Benzylidenepropane,CC(=CC1=CC=CC=C1)C,20.77714633,3636.219353,-68,461,461,10
820,"2,4,6-Trimethylstyrene",CC1=CC(=C(C(=C1)C)C=C)C,21.32435568,4009.123009,-72.771,363,481,11
821,1-Ethyladamantane,CCC12CC3CC(C1)CC(C3)C2,22.0549429,4785.669831,-37.561,368,491,12
822,3-Methyl-3-buten-2-one,CC(=C)C(=O)C,20.8940716,2916.34836,-59.532,320,371,5
823,"3-Acetyl-2,4-pentandione",CC(=O)C(C(=O)C)C(=O)C,25.21026736,6534.008877,0,369,473,7
824,2-Hydroxy-isobutyric acid butyl ester,CCCCOC(=O)C(C)(C)O,21.06524577,3526.977808,-89.081,360,458,8
825,3-Ethyl-2-pentene,CCC(=CC)CC,20.72591381,2907.243938,-53.15,275,394,7
826,Ethyl ethoxyacetate,CCOCC(=O)OCC,24.42999035,5544.129848,0.007,330,430,6
827,Diethyl glutarate,CCOC(=O)CCCC(=O)OCC,24.20286335,6335.968138,-10.054,375,473,9
828,1-Methylpropyl butanoate,CCCC(=O)OC(C)CC,22.68437756,4562.342103,-21.15,323,456,8
829,2-Nona,CCCCCCCC(=O)C,21.34266123,3784.759117,-82.15,357,496,9
830,1-Undecene,CCCCCCCCCC=C,20.93434381,3599.424043,-83.28,349,488,11
831,cis-2-Undecene,CCCCCCCC/C=C\C,20.95948804,3600.667439,-87.123,333,470,11
832,cis-3-Undecene,CCCCCCC/C=C\CC,20.80539905,3516.823408,-87.586,333,467,11
833,cis-4-Undecene,CCCCCC/C=C\CCC,20.95110663,3610.011329,-82.66,333,466,11
834,Cyclobutene,C1CC=C1,21.9115379,2779.247838,-7.966,197,276,4
835,"trans-1,2-Dimethylcyclopentane",C[C@@H]1CCC[C@H]1C,20.62526782,2845.718865,-52.25,271,390,7
836,4-Methylindan,CC1=C2CCCC2=CC=C1,20.77532729,3779.69343,-70,479,479,10
837,2-Methylindan,CC1CC2=CC=CC=C2C1,20.71073977,3623.808419,-70,465,465,10
838,Cyclohexylbenzene,C1CCC(CC1)C2=CC=CC=C2,20.98912231,4110.821285,-78.775,333,513,12
839,Cyclododeca,C1CCCCCC(=O)CCCCC1,20.9278275,4325.270245,-89.575,443,563,12
840,Acetaldehyde dibutyl acetal,CCCCOC(C)OCCCC,22.65184203,4701.837313,-38.783,303,464,10
841,2-Methylnonane,CCCCCCCC(C)C,20.85824338,3391.086144,-76.77,332,469,10
842,1-Decene,CCCCCCCCC=C,22.68050922,4373.322893,-44.86,215,331,10
843,Vinylene carbonate,C1=COC(=O)O1,22.63095759,4965.310613,0,308,348,3
844,N-Methyl-2-pyrrolidone,CN1CCCC1=O,21.13775418,3811.446079,-80.355,336,477,5
845,trans-1-Phenylpropene,C/C=C/C1=CC=CC=C1,22.07886676,4411.614883,-34,291,452,9
846,5-Methylindan,CC1=CC2=C(CCC2)C=C1,20.76365318,3742.598784,-70,475,475,10
847,"1-Ethyl-2,4-dimethylbenzene",CCC1=C(C=C(C=C1)C)C,20.33965516,3439.072017,-71.15,341,494,10
848,"2,6-Dimethyl-quinoline",CC1=CC2=C(C=C1)N=C(C=C2)C,20.83148734,4011.973609,-107.461,463,524,11
849,"1,2,4-Triethylbenzene",CCC1=CC(=C(C=C1)CC)CC,22.27988244,4868.466186,-39,319,491,12
850,Cycloundeca,C1CCCCCC(=O)CCCC1,22.08167591,5156.96398,-41.574,449,500,11
851,"2,6-Dimethyl-4-tert-butylphenol",CC1=CC(=CC(=C1O)C)C(C)(C)C,22.71746571,5113.66617,-62.984,392,520,12
852,"3,3-Dimethyl-1-butyne",CC(C)(C)C#C,20.58672254,2407.582973,-45.15,230,332,6
853,"N,N,2-Trimethyl-2-propanamine",CC(C)(C)N(C)C,20.52503629,2775.466994,-55.232,283,318,6
854,"3,3-Dimethyl-1-pentyne",CCC(C)(C)C#C,20.61435356,2644.749238,-52.15,255,367,7
855,"2,3,4-Trimethylhexane",CCC(C)C(C)C(C)C,20.76079797,3240.888518,-61.15,307,440,9
856,"3,4-Dimethylheptane",CCCC(C)C(C)CC,20.78198176,3224.770423,-65.15,310,441,9
857,3-Methyl-1-pentyne,CCC(C)C#C,20.75273893,2599.158053,-49.15,247,353,6
858,(Z)-3-Methyl-2-pentene,CC/C(=C\C)/C,20.80530694,2731.786954,-46.454,253,364,6
859,sec-Butyl nitrite,CCC(C)ON=O,21.77094205,3557.493969,0,267,287,4
860,Diisopropyl succinate,CC(C)OC(=O)CCC(=O)OC(C)C,21.55608784,3990.227996,-99.773,377,497,10
861,Dipropyl succinate,CCCOC(=O)CCC(=O)OCCC,23.6989426,5978.841796,-32.836,350,524,10
862,Propyl acrylate,CCCOC(=O)C=C,23.07404404,4564.329234,0,287,395,6
863,"2,2-Dimethylpropyl acetate",CC(=O)OCC(C)(C)C,26.33627752,5903.828178,0,301,400,7
864,"1,1-Dimethylbutadiene",CC(=CC=C)C,20.24522615,2567.359353,-55,349,349,6
865,6-Undeca,CCCCCC(=O)CCCCC,21.12154398,3898.534452,-94.212,388,500,11
866,"Pentanenitrile, 4-oxo-",CC(=O)CCC#N,23.86629449,6290.662474,0,393,473,5
867,3-Hexyne,CCC#CCC,20.75642306,2782.213568,-53.15,264,378,6
868,Caprylaldehyde oxime,CCCCCCCC=NO,26.7902552,4495.958575,-90.107,313,343,8
869,"cis-1,2-Dimethylcyclopropane",C[C@@H]1C[C@@H]1C,20.42726852,2449.420944,-35,310,310,5
870,cis-1-Ethyl-2-methylcyclopentane,CC[C@H]1CCC[C@H]1C,20.79351771,3196.70191,-56.262,298,428,8
871,trans-1-Ethyl-2-methylcyclopentane,CC[C@@H]1CCC[C@H]1C,20.74467988,3122.305386,-55.65,293,421,8
872,cis-Cyclooctene,C1CCC/C=C\CC1,23.08371489,4578.031918,-15.138,273,333,8
873,cis-1-Methyl-2-propylcyclopentane,CCC[C@H]1CCC[C@H]1C,20.17518151,3102.687361,-67,426,426,9
874,trans-1-Methyl-2-propylcyclopentane,CCCC1CCCC1C,20.17575715,3057.833003,-66,420,420,9
875,"1-Ethyl-2,3-dimethylbenzene",CCC1=CC=CC(=C1C)C,20.35945739,3497.189265,-71.15,345,500,10
876,"1-Ethyl-3,5-dimethylbenzene",CCC1=CC(=CC(=C1)C)C,20.32353706,3391.984152,-71.15,338,489,10
877,"4-Ethyl-1,2-dimethylbenzene",CCC1=CC(=C(C=C1)C)C,20.34426033,3452.104649,-71.15,342,495,10
878,p-Ethylaceto-phe,CCC1=CC=C(C=C1)C(=O)C,16.43587542,2155.56964,-111.314,295,367,10
879,tert-Butyl phenyl ketone,CC(C)(C)C(=O)C1=CC=CC=C1,23.63886816,5562.278824,-34.165,331,493,11
880,2-Ethylnaphthalene,CCC1=CC2=CC=CC=C2C=C1,21.1850723,4330.540862,-82.74,401,565,12
881,Methyl tert-pentyl ether,CCC(C)(C)OC,20.7823732,2833.374706,-53.134,309,358,6
882,"4,4-Dimethyl-2-pentyne",CC#CC(C)(C)C,20.56991367,2731.326437,-54.15,265,381,7
883,"2,2,5-Trimethyl-4-hexen-1-al",CC(=CCC(C)(C)C=O)C,22.15501325,3806.302103,-78.411,293,353,9
884,"2,9-Dimethyldecane",CC(C)CCCCCCC(C)C,20.18651023,3351.573784,-90.15,477,477,12
885,3-Methylundecane,CCCCCCCCC(C)CC,23.67511085,5871.288046,-1.128,357,485,12
886,trans-3-Undecene,CCCCCCC/C=C/CC,20.96280376,3613.257974,-83.568,333,467,11
887,(E)-1-Phenyl-1-butene,CC/C=C/C1=CC=CC=C1,20.80581351,3728.875377,-70,472,472,10
888,3-Ethyl-3-methylpentane,CCC(C)(CC)CC,20.69908869,3099.095328,-53.566,290,408,8
889,"3,3-Diethylpentane",CCC(CC)(CC)CC,20.77758382,3351.988249,-57.018,308,448,9
890,"4,4-Dimethylheptane",CCCC(C)(C)CCC,20.63346502,3131.976243,-65.15,305,437,9
891,"3-Ethyl-2,4-dimethylpentane",CCC(C(C)C)C(C)C,20.80500761,3254.47377,-59.15,305,437,9
892,"2,3,5-Trimethylhexane",CC(C)CC(C)C(C)C,20.7573441,3178.948979,-60.15,302,432,9
893,3-Methyl-1-heptanol,CCCCC(C)CCO,21.46607979,3648.676338,-92.05,355,465,8
894,"2,2,4,4-Tetramethylpentane",CC(C)(C)CC(C)(C)C,20.54032545,3050.119343,-57.07,293,423,9
895,"2,2-Dimethylheptane",CCCCCC(C)(C)C,20.62034028,3099.509794,-65.15,303,433,9
896,"2,2,5,5-Tetramethylhexane",CC(C)(C)CCC(C)(C)C,20.73740371,3172.916206,-66.15,308,438,10
897,"2,6-Dimethylheptane",CC(C)CCCC(C)C,20.75987694,3169.278122,-65.15,306,436,9
898,"2,7-Dimethyloctane",CC(C)CCCCC(C)C,20.81113248,3325.370365,-74.88,326,461,10
