,Name,Actual,Predict
447,CCC(C)C(C)C(C)CC,435.65,433.90582
448,CCC(CC)C(C)(C)CC,436.05,433.8177
449,CCCC(C)(CC)C(C)C,439.15,433.7904
450,CCC(CC)(CC)C(C)C,445.15,440.12335
451,CCCCCCC(C)(C)C,428.15,427.49326
452,CC(C)CC1CCCC1,421.15,419.1011
453,CCCCC(C)CC(C)C,429.15,431.3428
454,CCCCC(C)(C)CCC,430.65,431.3943
455,CCCC(CC)CC(C)C,431.15,431.3428
456,CCC(C)CC(CC)CC,431.35,434.16592
457,CCCC(C)CCC(C)C,431.65,432.1128
458,CCCC(CCC)C(C)C,432.05,433.6555
459,CCCC(C)CC(C)CC,432.55,433.6309
460,CCC(CC)CCC(C)C,432.85,432.64783
461,CC(C)CCCCC(C)C,433.05,432.75363
462,CCC(C)CCCC(C)C,433.55,432.64783
463,CCC(C)CCC(C)CC,433.95,434.9359
464,CCC1(CCCCC1)C,425.35,422.93707
465,CCCC(C)(CC)CCC,433.95,432.3226
466,CC1=CC2=C(C=C1)C=C(C=C2)C,535.15,536.6892
467,CCCCCC(C)(C)CC,434.35,433.1639
468,CCC1CCC(CC1)C,425.75,420.32236
469,CCCC(C)C(C)CCC,435.3,434.7739
470,CCCCCC/C=C/CCC,466.15,465.73956
471,CCCCCCCC=CCC,466.65,469.8011
472,CCCCCCCC/C=C\C,469.25,468.66245
473,C1CCC2(CC1)CCCCC2,480.15,482.85364
474,C1CCC(CC1)C2CCCC2,488.25,482.50668
475,CC(C)CCC1CCCCC1,469.65,464.6531
476,CCCCCCC1CCCC1,476.15,473.9019
477,CCCCCC1CCCCC1,476.85,473.9019
478,CCCCC(CC)C(C)C,436.15,434.93323
479,CCCCC(C)C(C)CC,436.55,436.05164
480,CCCCC(C)(CC)CC,436.95,436.88065
481,CC(C)CCC(C)CC(C)C,441.25,438.8318
482,CCCCC(C)CC(C)(C)C,441.65,443.65863
483,CCC(CC)C(CC)CC,437.05,435.46826
484,CCCCCC(C)C(C)C,437.45,435.63428
485,CCCC(C)C(CC)CC,438.15,436.07562
486,CCCC(CC)C(C)CC,438.15,436.07562
487,CCCC(CC)(CC)CC,439.45,438.17987
488,CCCC(CCC)CCC,430.65,439.129
489,CC1=CC2=C(C=C1)C=CC(=C2)C,538.15,536.6892
490,CCCCC(CC)CCC,436.85,439.129
491,CCCCC(C)CCCC,438.25,439.22
492,CC1=C(C2=CC=CC=C2C=C1)C,539.65,540.19055
493,CC1=C2C(=CC=CC2=CC=C1)C,543.15,542.0835
494,CCCCCC(C)CCC,438.85,439.22
495,CCC1=CC2=CC=CC=C2C=C1,531.15,526.978
496,CCCCCCC(C)CCC,460.15,459.2118
