,MAE,MAPE(%),RMSE,R2,Radius,nBits,Model
0,0.0,0.0,0.0,0.0,0,0,0
1,4.204514630766226,1.249498856002107,7.024128892615059,0.9861350003310206,r= 2,n= 1024,Ridge_M
2,5.214353315510187,1.5141214930828384,7.871050639760693,0.9811478994706595,r= 2,n= 1024,Ridge_M
3,4.406482367715017,1.3024233834182533,7.2014857491208835,0.9851997796719187,r= 2,n= 1024,Ridge_M
4,4.169076804332658,1.2414871609403684,7.017712804251612,0.9861603183270921,r= 2,n= 2048,Ridge_M
5,5.199760847120132,1.5123950957234549,7.953767026249732,0.980749586359228,r= 2,n= 2048,Ridge_M
6,4.375213612890153,1.2956687478969857,7.2146459638666345,0.9851456374983064,r= 2,n= 2048,Ridge_M
7,4.168687058204114,1.2414650579558284,7.0203921865247,0.9861497482517012,r= 2,n= 4096,Ridge_M
8,5.200265253529246,1.5126003283668132,7.954420200864107,0.9807464244869335,r= 2,n= 4096,Ridge_M
9,4.375002697269141,1.2956921120380256,7.216875037609883,0.9851364571214077,r= 2,n= 4096,Ridge_M
10,4.168165370021115,1.2412044636401554,7.018979850323913,0.9861553203746791,r= 2,n= 8192,Ridge_M
11,5.201720369500476,1.5129173322587124,7.952665415948783,0.9807549184202072,r= 2,n= 8192,Ridge_M
12,4.374876369916987,1.295547037363867,7.215389106278887,0.9851425772025229,r= 2,n= 8192,Ridge_M
13,4.834404411241995,1.4430623009286965,7.804943242453539,0.9828811566650303,r= 3,n= 1024,Ridge_M
14,5.45605644124784,1.6020830381958138,8.610053628499541,0.9774417166747493,r= 3,n= 1024,Ridge_M
15,4.9587348172431644,1.4748664483821199,7.972472383863399,0.9818611388407719,r= 3,n= 1024,Ridge_M
16,4.8057605407415815,1.436244125526494,7.771953386503738,0.9830255663352032,r= 3,n= 2048,Ridge_M
17,5.417955109475524,1.5921656766609817,8.519245588329566,0.9779150403548234,r= 3,n= 2048,Ridge_M
18,4.92819945448837,1.4674284357533918,7.927049680205372,0.9820672402778651,r= 3,n= 2048,Ridge_M
19,4.797680016169075,1.4347904225546857,7.762595910281014,0.9830664163585303,r= 3,n= 4096,Ridge_M
20,5.404559095188211,1.58953870128184,8.507012859299337,0.9779784181185416,r= 3,n= 4096,Ridge_M
21,4.919055831972902,1.4657400783001162,7.917080886962448,0.9821123151985056,r= 3,n= 4096,Ridge_M
22,4.796088726436593,1.435150503705734,7.740146310114642,0.9831642193312049,r= 3,n= 8192,Ridge_M
23,5.447017072393892,1.5991228391258518,8.523252820924316,0.9778942590818387,r= 3,n= 8192,Ridge_M
24,4.926274395628053,1.4679449707897576,7.90297789769552,0.9821759864282363,r= 3,n= 8192,Ridge_M
25,4.710487873712177,1.4102621574455825,7.597752865537126,0.9837779683256338,r= 4,n= 1024,Ridge_M
26,5.5156665450228575,1.6074047830104743,8.592244610964821,0.977534939179652,r= 4,n= 1024,Ridge_M
27,4.871523607974313,1.4496906825585607,7.806792707351264,0.9826072095326174,r= 4,n= 1024,Ridge_M
28,4.641662737035434,1.392982282348762,7.518603094644352,0.9841141946332258,r= 4,n= 2048,Ridge_M
29,5.463193864531232,1.5939229738521532,8.478342639278672,0.9781266016705422,r= 4,n= 2048,Ridge_M
30,4.805968962534593,1.4331704206494407,7.720101863164674,0.9829913426985915,r= 4,n= 2048,Ridge_M
31,4.626174315389172,1.3897805193487172,7.497387302762694,0.9842037204202075,r= 4,n= 4096,Ridge_M
32,5.437803243131825,1.588337015449271,8.461136412091344,0.9782152927696625,r= 4,n= 4096,Ridge_M
33,4.7885001009377035,1.429491818568828,7.699793436898512,0.9830807106216479,r= 4,n= 4096,Ridge_M
34,4.602860079326493,1.3844427405416941,7.457061820965784,0.9843731873273789,r= 4,n= 8192,Ridge_M
35,5.4775307838037985,1.5964781263256043,8.4706114817032,0.9781664749322437,r= 4,n= 8192,Ridge_M
36,4.777794220221954,1.426849817698476,7.670493372408117,0.9832092317462868,r= 4,n= 8192,Ridge_M
