,MAE,MAPE(%),RMSE,R2,Radius,nBits,Model
0,0.0,0.0,0.0,0.0,0,0,0
1,1.200101890231821,0.2738694218384601,7.880261459977025,0.9894048434978818,r= 2,n= 2048,KNN
2,38.042153090941135,7.869056142180438,55.734531939584045,0.48729297289885753,r= 2,n= 2048,KNN
3,8.569680050842878,1.7931475389840579,25.904496353103216,0.8862771561218562,r= 2,n= 2048,KNN
