,SMILES,VP1,VP2,VP3,VP4,VP5,Column1,Name,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2,Func. Group
121,CC1=CC=CC=C1N,4.877338255,7.43096739,9.328836231,10.79479703,11.96122457,303,o-Toluidine,21.45461291,3927.342094,-77.847,391,474,7,"[1, 6, 7]",3,TRUE,CHN,amine
122,CC1=CC(=C(C=C1)C)C,5.028282215,6.545167356,7.91781368,9.165860687,10.3055372,306,"1,2,4-Trimethylbenzene",21.13063919,3636.594674,-63.86,333,471,9,"[1, 6]",2,TRUE,CH,aromatic
123,CC1=C(C=C(C=C1)O)C,2.547019313,2.914222727,3.270488168,3.616297181,3.952103453,307,"3,4-Dimethylphenol",21.21102244,3748.101963,-113.109,388,529,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
124,CC1=CC(=C(C=C1)N)C,4.643419223,5.711039557,6.66126286,7.5124437,8.27929995,308,"2,4-Dimethylaniline",23.45348703,5299.89695,-40.19,326,484,8,"[1, 6, 7]",3,TRUE,CHN,amine
125,CC1=C(C=C(C=C1)N)N,4.866529031,7.159883274,8.944987535,10.37394396,11.54366781,311,"2,4-Diaminotoluene",23.46440129,5926.236937,-60.738,379,627,7,"[1, 6, 7]",3,TRUE,CHN,amine
126,CC1=CC(=C(C=C1)C)O,4.770353198,7.088102227,8.896264961,10.34625477,11.5349049,312,"2,5-Dimethylphenol",21.03294051,3599.262862,-105.697,374,513,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
127,CCOC(=O)C(=O)OCC,4.886700371,7.147144798,8.919506677,10.34646475,11.52002406,313,Diethyl oxalate,22.09153098,3993.304249,-77.601,300,456,6,"[1, 6, 8]",3,TRUE,CHO,ester
128,CC1=CC(=C(C=C1C)C)C,4.979804132,5.673309537,6.313570765,6.906492901,7.457138948,314,"1,2,4,5-Tetramethylbenzene",21.14530666,3823.580702,-72.51,355,500,10,"[1, 6]",2,TRUE,CH,aromatic
129,CCC(C)CC,5.546396877,6.437768403,7.251851931,7.998281871,8.685155202,319,3-Methylpentane,20.7067563,2676.455835,-44.864,255,358,6,"[1, 6]",2,TRUE,CH,alkane
130,CCC(=O)CC,10.17652622,10.63298604,11.05263733,11.43975985,11.79799462,321,3-Penta,21.70665388,3410.519962,-40.14,282,399,5,"[1, 6, 8]",3,TRUE,CHO,ketone
131,COC(=O)C=C,3.353119885,4.14059185,4.904120409,5.644781225,6.363586476,323,Methyl acrylate,21.5015396,3096.83419,-43.027,229,353,4,"[1, 6, 8]",3,TRUE,CHO,ester
132,COC(=O)CO,4.876364451,7.147342134,8.924551885,10.35324003,11.52677255,325,Methyl glycolate,23.08447475,4507.807678,-34.889,283,425,3,"[1, 6, 8]",3,TRUE,CHO,ester
133,CC1CCCC1,6.646182241,8.312800937,9.61029991,10.64908129,11.49951102,326,Methylcyclopentane,21.1423133,2983.091091,-34.76,255,373,6,"[1, 6]",2,TRUE,CH,alkane
134,C1CCC(C1)O,3.860810353,4.930806089,5.884490717,6.73985155,7.511348779,327,Cyclopentanol,21.07344298,2825.142964,-117.629,380,438,5,"[1, 6, 8]",3,TRUE,CHO,alcohol
135,CC1CCCO1,9.073586341,9.873193513,10.58763336,11.22982481,11.81019969,329,2-Methyl tetrahydrofuran,22.14706933,3853.270234,12.124,351,533,5,"[1, 6, 8]",3,TRUE,CHO,ester
136,C1COC(=O)O1,8.045628669,9.4749808,10.62541831,11.57132247,12.36278559,330,Ethylene carbonate,20.85598684,3926.522374,-102.261,368,449,3,"[1, 6, 8]",3,TRUE,CHO,ester
137,CN1C=CC=C1,4.889939085,7.140993332,8.910896365,10.3390187,11.51564355,331,1-Methylpyrrole,21.16112542,3123.933314,-61.65,322,422,5,"[1, 6, 7]",3,TRUE,CHN,aromatic
138,CCC1=CC(=C(C=C1)O)C(C)(C)C,4.874220908,6.936341011,8.692703897,10.2066194,11.52504734,332,4-Ethyl-2-tert-butylphenol,23.93811212,6098.129519,-30.022,394,521,12,"[1, 6, 8]",3,TRUE,CHO,alcohol
139,COC1=C(C=CC(=C1)CC=C)O,4.867666935,7.163717871,8.945120845,10.36747141,11.52938504,334,4-Allyl-2-methoxyphenol,26.72400982,7613.801551,-6.531,288,333,10,"[1, 6, 8]",3,TRUE,CHO,ester
140,C/C=C/C1=CC(=C(C=C1)O)OC,7.165379148,8.530788105,9.687795936,10.68073179,11.54218485,335,2-Methoxy-4-(1-propenyl)phenol,24.63885784,7195.371183,7.9,405,541,10,"[1, 6, 8]",3,TRUE,CHO,ester
141,CCOC(=O)C(=C)C,11.71489181,12.60877147,13.35282791,13.9818163,14.52051361,336,Ethyl methacrylate,23.34148929,4612.147019,0,285,390,6,"[1, 6, 8]",3,TRUE,CHO,ester
142,CC(C)COC(=O)C(C)C,7.198306949,8.04334266,8.774811061,9.414164675,9.977772993,337,Isobutyl isobutyrate,22.47316143,4158.275261,-40.734,277,421,8,"[1, 6, 8]",3,TRUE,CHO,ester
143,CCCCOC(=O)C(=C)C,4.817135644,6.915978639,8.693894995,10.21926449,11.54232889,338,Butyl methacrylate,21.16439509,3471.418733,-76.025,338,437,8,"[1, 6, 8]",3,TRUE,CHO,ester
144,CCC(CC)CO,5.234419596,7.38341962,9.063248572,10.41242979,11.51984042,339,2-Ethyl-1-butanol,20.64371152,2737.059874,-119.45,329,444,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
145,C1CC(OC1)CO,7.183255669,8.53509118,9.686967047,10.68019416,11.54543703,340,Tetrahydrofurfuryl alcohol,23.52058436,5274.248455,-11.548,333,453,5,"[1, 6, 8]",3,TRUE,CHO,ester
146,C1=COC(=C1)CO,6.756777466,7.331866081,7.855017266,8.332962901,8.771319641,341,2-Hydroxymethyl-furan,25.52436299,6037.992904,-12.034,304,443,5,"[1, 6, 8]",3,TRUE,CHO,alcohol
147,C1=COC(=C1)C=O,9.523085364,10.94012421,12.04646483,12.93419651,13.66228777,342,Furfuraldehyde,21.30655669,3518.934879,-74.932,366,435,5,"[1, 6, 8]",3,TRUE,CHO,aldehyde
148,CC(C)(C)C1=CC=CC=C1,9.286231338,10.29791361,11.15103214,11.88015608,12.51048659,343,"1,1-Dimethylethylbenzene",20.8367142,3471.377286,-69.42,332,472,10,"[1, 6]",2,TRUE,CH,aromatic
149,CC1=C(C=CC(=C1)C(C)(C)C)O,8.536477359,9.68862263,10.64122694,11.44199709,12.12455456,348,2-Methyl-4-tert-butylphenol,23.20849198,5561.113716,-43.861,347,520,11,"[1, 6, 8]",3,TRUE,CHO,alcohol
150,CC1=CC=C(C=C1)C(C)(C)C,7.83133724,9.004864367,9.988623201,10.82520088,11.54532844,349,4-tert-Butyltoluene,21.4893359,3986.235313,-63.45,342,465,11,"[1, 6]",2,TRUE,CH,aromatic
151,CC(C)(C)C1=CC=C(C=C1)O,9.17576235,10.21378,11.09305752,11.84742169,12.50172561,350,4-tert-Butylphenol,19.86272071,2926.532694,-161.904,465,525,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
152,CC(C)C1=CC=CC=C1,9.216822065,9.893227342,10.49795487,11.04182474,11.53358359,352,(1-Methylethyl)benzene,20.86399984,3363.538016,-65.32,319,454,9,"[1, 6]",2,TRUE,CH,aromatic
153,CC(C1=CC=CC=C1)O,4.843897098,7.043502229,8.820183608,10.28521842,11.51399348,354,1-Phenylethanol,24.4807163,6151.406733,-1.726,404,476,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
154,CC(=O)C1=CC=CC=C1,6.509819234,7.01677327,7.492815475,7.940689502,8.362823642,355,Methyl phenyl ketone,22.25073171,4620.731056,-44.001,310,476,8,"[1, 6, 8]",3,TRUE,CHO,ketone
155,CC1=CC(=CC=C1)C(=O)OC,10.36058245,10.99781086,11.56266236,12.06680524,12.51952756,361,3-Methylbenzoic acid methyl ester,21.65558254,4236.756571,-74.05,359,417,9,"[1, 6, 8]",3,TRUE,CHO,ester
156,CC1=CCC(CC1=O)C(=C)C,9.490177811,10.08823007,10.62932051,11.12121722,11.57033724,362,Carvone,23.13674343,5444.163116,-31.98,330,501,10,"[1, 6, 8]",3,TRUE,CHO,ketone
157,CC(C)C1=CC(=CC=C1)C(C)C,6.502414126,8.113060076,9.44294288,10.5595897,11.51048006,366,"1,3-Diisopropylbenzene",22.22816638,4684.943247,-37.559,307,475,12,"[1, 6]",2,TRUE,CH,aromatic
158,CCC(C)C1=CC=C(C=C1)O,5.281542412,6.138599838,6.977684455,7.799355743,8.604150196,367,4-sec-Butylphenol,23.36651839,5631.699462,-39.674,344,515,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
159,COC(=O)C1=CC=C(C=C1)O,4.865186813,7.17947289,8.958687395,10.36916728,11.51477775,368,"4-Hydroxybenzoic acid, methyl ester",18.94147944,2658.05818,-220.53,447,516,8,"[1, 6, 8]",3,TRUE,CHO,ester
160,CC1CCC(CC1)C(C)C,9.188919078,9.752015647,10.26207919,10.72626481,11.15049591,369,p-Menthane,21.25269923,3864.343366,-46.665,281,445,10,"[1, 6]",2,TRUE,CH,alkane
161,CC1=CCC(C=C1)C(C)C,8.752129727,9.188593383,9.595479804,9.97569694,10.33178364,370,"p-Mentha-1,5-diene",22.14191154,4285.873014,-44.643,315,448,10,"[1, 6]",2,TRUE,CH,alkene
162,CC(C)C1=CC=C(C=C1)N,5.050725343,7.364627499,9.108295777,10.46939714,11.5613898,371,4-Isopropylaniline,23.2943784,5461.414084,-36.244,333,501,9,"[1, 6, 7]",3,TRUE,CHN,amine
163,CC(C)C1=CC=C(C=C1)O,6.495753588,8.216315167,9.54777222,10.6087096,11.47396885,372,4-Isopropylphenol,21.09271562,3691.258044,-115.222,391,507,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
164,CC1=CC=C(C=C1)N(C)C,9.851415692,10.40619105,10.85490895,11.2253288,11.53629975,374,"N,N-Dimethyl-4-toluidine",19.97996834,3092.79085,-118.038,323,483,9,"[1, 6, 7]",3,TRUE,CHN,amine
165,CC(=O)C1=CC=C(C=C1)OC,6.586493078,7.568337202,8.42617835,9.182112803,9.853281358,379,p-Methoxy-acetophe,27.24515391,8004.564057,0,312,333,9,"[1, 6, 8]",3,TRUE,CHO,ester
166,CC(C)C1=CC=C(C=C1)C(C)C,9.634847962,10.13749341,10.59699489,11.01867863,11.40702881,380,"1,4-Diisopropylbenzene",20.91152519,3771.132419,-81.533,366,484,12,"[1, 6]",2,TRUE,CH,aromatic
167,CCN(CC)CCO,8.277275463,8.646727944,8.997755597,9.331703176,9.649787681,382,2-(Diethylamino)-ethanol,26.34673125,6944.17757,34.476,328,434,6,"[1, 6, 7, 8]",4,TRUE,CHON,alcohol
168,C=CC1CCC=CC1,9.372841583,9.581445036,9.782994351,9.977841394,10.16631501,384,4-Vinyl-1-Cyclohexene,20.76922544,3188.242213,-57.254,329,396,8,"[1, 6]",2,TRUE,CH,alkene
169,CCC1=CC=CC=C1,6.952687595,8.042743653,9.059685704,10.01063109,10.90180238,385,Ethylbenzene,20.8812462,3259.935502,-60.852,306,420,8,"[1, 6]",2,TRUE,CH,aromatic
170,C=CC1=CC=CC=C1,7.778304761,9.064633406,10.12309535,11.00931223,11.762165,386,Styrene,21.48733265,3677.235301,-49.03,285,418,8,"[1, 6]",2,TRUE,CH,aromatic
171,C1=CC=C(C=C1)C#N,3.713723492,4.694831547,5.593211798,6.418904456,7.180388204,388,Benzonitrile,22.68212103,4856.317747,-28.379,301,464,7,"[1, 6, 7]",3,TRUE,CHN,aromatic
172,C1=CC=C(C=C1)CO,7.186006657,8.5049005,9.646112041,10.64328149,11.52206113,389,Benzyl alcohol,21.15000393,3514.942196,-113.214,404,507,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
173,C1=CC=C(C=C1)C=O,6.54465647,8.095432136,9.413262115,10.54696669,11.53261473,390,Benzaldehyde,21.24291324,3747.929269,-66.153,368,478,7,"[1, 6, 8]",3,TRUE,CHO,aldehyde
174,CNC1=CC=CC=C1,4.896532001,7.118224645,8.884708573,10.32288651,11.5165014,392,N-Methylaniline,22.79543124,4837.678321,-39.065,309,468,7,"[1, 6, 7]",3,TRUE,CHN,amine
175,C1=CC=C(C=C1)NN,7.175632304,8.512545662,9.656124807,10.64547963,11.50983759,393,Phenyl hydrazine,23.56373481,5798.73359,-34.526,345,516,6,"[1, 6, 7]",3,TRUE,CHN,aromatic
176,COC1=CC=CC=C1,8.75722314,9.598711111,10.34174105,11.00263798,11.59430688,394,Methoxybenzene,21.12398472,3426.00715,-69.762,360,437,7,"[1, 6, 8]",3,TRUE,CHO,ester
177,CCC1=CC=CC=N1,7.113007323,8.513560774,9.693815977,10.70196043,11.57308281,396,2-Ethylpyridine,21.45574118,3633.278952,-55.83,324,423,7,"[1, 6, 7]",3,TRUE,CHN,aromatic
178,CC1=CC(=CC=C1)C=C,3.289043513,3.968595698,4.50431792,4.937503516,5.295019426,398,3-Methylstyrene,21.56458438,3875.114859,-56.908,314,442,9,"[1, 6]",2,TRUE,CH,aromatic
179,C/C(=C\C1=CC=CC=C1)/C=O,10.09109925,10.81825325,11.45302021,12.01195549,12.50788186,399,2-Methyl-3-phenyl-2-propen-1-al,14.7900797,1215.359674,-229.888,348,393,10,"[1, 6, 8]",3,TRUE,CHO,aldehyde
180,C1=CC=C(C=C1)OC2=CC=CC=C2,9.886490694,10.68188898,11.37062262,11.97279932,12.50377148,402,Diphenyl ether,21.04111468,4149.523135,-95.069,477,544,12,"[1, 6, 8]",3,TRUE,CHO,ester
181,CCOC(=O)CC1=CC=CC=C1,7.175743702,8.47682219,9.611140134,10.60882745,11.49316794,403,Ethyl phenylacetate,23.2083308,5413.216373,-36.277,393,475,10,"[1, 6, 8]",3,TRUE,CHO,ester
182,CC(C)COC(=O)CC1=CC=CC=C1,5.308891697,5.917010523,6.481274167,7.006261523,7.495935484,405,Isobutyl phenylacetate,25.13082817,7088.551958,0,298,393,12,"[1, 6, 8]",3,TRUE,CHO,ester
183,CCCN(CCC)CCC,9.196493089,9.9984069,10.69814352,11.31406195,11.86037145,408,Tripropylamine,21.59992906,3682.063822,-64.15,341,475,9,"[1, 6, 7]",3,TRUE,CHN,amine
184,C(CO)N(CCO)CCO,10.68512789,10.8703621,11.04885157,11.22095809,11.38701804,409,Triethanolamine,24.60293751,6834.238342,-85.959,433,609,6,"[1, 6, 7, 8]",4,TRUE,CHON,alcohol
185,CC(=O)OCC(COC(=O)C)OC(=O)C,9.09548229,9.643073418,10.13440102,10.57771276,10.97971939,410,Glycerol triacetate,33.39119101,6947.566975,-48.36,284,318,9,"[1, 6, 8]",3,TRUE,CHO,ester
186,CCCCN(CCCC)CCCC,6.989521573,8.917378186,10.11988016,10.94157993,11.5386373,411,Tributylamine,20.56031189,3547.811598,-93.996,336,488,12,"[1, 6, 7]",3,TRUE,CHN,amine
187,CC(CNC1CCCCC1)O,7.152387574,7.432902091,7.702887772,7.962926482,8.213557985,413,1-Cyclohexyl-amino-2-propanol,21.3837854,4054.460909,-99.779,345,512,9,"[1, 6, 7, 8]",4,TRUE,CHON,alcohol
188,CCCCC(CC)COC(=O)C,7.209167754,8.599943916,9.750337211,10.71771213,11.54252562,414,Acetic acid-2-ethylhexyl ester,20.08885759,3390.446025,-74.972,268,423,10,"[1, 6, 8]",3,TRUE,CHO,ester
189,CCCCC(CC)COC(=O)C=C,4.191798136,6.961551901,8.940639735,10.42533438,11.58032141,415,2-Ethylhexyl acrylate,22.86506141,5105.89034,-38.96,323,489,11,"[1, 6, 8]",3,TRUE,CHO,ester
190,COC(=O)/C=C/C1=CC=CC=C1,9.861392283,10.42327083,10.9297326,11.38859075,11.80625558,417,Cinnamic acid methyl ester,22.18326597,5156.584054,-52.281,350,536,10,"[1, 6, 8]",3,TRUE,CHO,ester
191,CCCCC(CC)COC=C,8.145542368,9.169443565,10.05541829,10.82957736,11.51183206,421,2-Ethylhexyl vinyl ether,20.69268751,3291.227634,-91.341,293,450,10,"[1, 6, 8]",3,TRUE,CHO,ester
192,CC(=O)OCCC1=CC=CC=C1,8.30678367,9.225427461,10.02234619,10.72023037,11.33646082,422,2-Phenylethyl acetate,20.75195605,3669.641376,-107.957,422,506,10,"[1, 6, 8]",3,TRUE,CHO,ester
193,CCCCNC1=CC=C(C=C1)O,6.283624259,8.41707025,10.01042726,11.2457406,12.2315045,425,4-(Butylamino)-phenol,26.45131467,8561.886358,0,463,511,10,"[1, 6, 7, 8]",4,TRUE,CHON,alcohol
194,CCCC1=CC=CC=C1,3.630362801,6.739804204,8.863808219,10.40675173,11.57838407,427,Propylbenzene,20.89973596,3434.996442,-65.9,324,455,9,"[1, 6]",2,TRUE,CH,aromatic
195,CCNC1=CC=CC=C1,6.967535592,7.686708315,8.348934905,8.960721508,9.527619521,428,N-Ethylaniline,23.83233136,5825.158056,-3.855,312,477,8,"[1, 6, 7]",3,TRUE,CHN,amine
196,C1=CC=C(C=C1)N=C=O,10.30570201,10.86961894,11.37740952,11.83705586,12.25509499,429,Phenyl isocyanate,22.21214038,4339.663704,-32.656,283,456,7,"[1, 6, 7, 8]",4,TRUE,CHON,aromatic
197,CCOC1=CC=CC=C1,4.819110375,7.250894274,9.046871503,10.42756721,11.52209189,431,Ethoxybenzene,21.05918998,3473.564742,-78.579,390,454,8,"[1, 6, 8]",3,TRUE,CHO,ester
198,C1=CC=C(C=C1)CC(=O)O,7.796395259,9.049613019,10.04537258,10.85562104,11.52778224,433,Phenylacetic acid,24.53054424,6501.233881,-39.171,370,539,8,"[1, 6, 8]",3,TRUE,CHO,carboxylic_acid
199,CC(=O)NC1=CC=CC=C1,7.573537819,8.84229343,9.900722972,10.79712303,11.56605461,434,Acetanilide,23.54678778,6376.571924,-46.48,473,577,8,"[1, 6, 7, 8]",4,TRUE,CHON,amide
200,CCCCC1=CC=CC=C1,8.122646631,9.546977791,10.70603237,11.66760715,12.47821003,435,Butylbenzene,20.96146826,3627.653736,-71.95,343,486,10,"[1, 6]",2,TRUE,CH,aromatic
201,C1=CC=C(C=C1)CCC=O,6.028977364,7.925464218,9.397991783,10.5744313,11.53592832,436,3-Phenylpropanal,28.85116096,8033.719389,0,330,363,9,"[1, 6, 8]",3,TRUE,CHO,aldehyde
202,C1=CC=C(C=C1)/C=C/CO,5.329908912,6.305886108,7.180150275,7.967814192,8.681137932,437,Cinnamyl alcohol,23.09400745,5635.185576,-36.131,345,523,9,"[1, 6, 8]",3,TRUE,CHO,alcohol
203,C1=CC=C(C=C1)/C=C/C=O,7.580507161,9.180764006,10.43601652,11.44697888,12.27864069,438,Cinnamaldehyde,24.06258987,6164.225224,-27.704,349,519,9,"[1, 6, 8]",3,TRUE,CHO,aldehyde
204,C1=CC=C(C=C1)COC=O,7.84700053,8.30368833,8.734356724,9.14116777,9.526050446,439,Benzyl formate,24.58009587,6210.071996,0,298,357,8,"[1, 6, 8]",3,TRUE,CHO,ester
205,CCCCC(CC)CO,4.142208743,5.054795506,5.876848685,6.621203743,7.298379293,441,2-Ethyl-1-hexanol,20.26599546,2738.604909,-141,370,478,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
206,CCN(CC)CCCN,3.310607425,3.986038701,4.518121535,4.948112702,5.30282286,442,"N,N-Diethyl-1,3-propanediamine",21.81835228,3936.540922,-60.12,328,442,7,"[1, 6, 7]",3,TRUE,CHN,amine
207,CC1=CC=C(C=C1)CN,9.424275555,9.523703908,9.617203824,9.705290179,9.788419908,444,4-Methyl benzylamine,25.20248462,6350.032328,0,353,466,8,"[1, 6, 7]",3,TRUE,CHN,amine
208,CC1=CC=C(C=C1)C#N,10.14101582,10.60647641,11.03278037,11.42466928,11.78614891,445,p-Toluonitrile,22.21133448,4907.644672,-32.16,315,491,8,"[1, 6, 7]",3,TRUE,CHN,aromatic
209,CCC1=CC=C(C=C1)CC,5.178338259,6.276598127,7.226632325,8.056551603,8.787781135,446,"1,4-Diethylbenzene",21.02163481,3667.073993,-70.71,344,487,10,"[1, 6]",2,TRUE,CH,aromatic
210,COC1=CC=C(C=C1)CO,9.059073737,9.886719765,10.60724559,11.24018364,11.80058971,447,4-Methoxybenzyl alcohol,22.80613826,4936.682572,-89.844,354,453,8,"[1, 6, 8]",3,TRUE,CHO,ester
211,CCCC(C)CO,9.187732862,9.952524062,10.62140141,11.21134335,11.7355443,448,2-Methyl-1-pentanol,23.00722302,4087.36485,-65.15,330,443,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
212,CCC(=O)OCC,7.432497911,9.103223255,10.40466924,11.44708417,12.30080233,450,Ethyl propanoate,21.05483809,2934.414443,-64.15,282,396,5,"[1, 6, 8]",3,TRUE,CHO,ester
213,CCC(=O)OC=C,4.147753074,4.943550853,5.69951016,6.418549476,7.103309012,451,Vinyl propionate,22.69455499,4104.588187,0,363,383,5,"[1, 6, 8]",3,TRUE,CHO,ester
214,CCOC(=O)NC,5.859604902,6.919105009,7.834870999,8.634293843,9.338220454,453,Ethyl N-methylcarbamate,24.16956797,5298.041066,-24.13,299,443,4,"[1, 6, 7, 8]",4,TRUE,CHON,ester
215,CCC(C)CC(=O)C,6.035566892,6.896273365,7.661929017,8.347455132,8.964805132,454,4-Methyl-2-hexa,24.05510647,5162.395778,-0.15,336,418,7,"[1, 6, 8]",3,TRUE,CHO,ketone
216,CCCC(=O)OCC,8.693684916,9.817466634,10.74684207,11.52824153,12.19440025,456,Ethyl butanoate,19.05287851,2121.970318,-112.77,280,422,6,"[1, 6, 8]",3,TRUE,CHO,ester
217,CCOC(=O)CC#N,9.424251054,9.80833336,10.16979263,10.51057049,10.83239254,457,Ethyl cyanoacetate,25.96717313,6194.851908,-50.2,340,479,5,"[1, 6, 7, 8]",4,TRUE,CHON,ester
218,CCOC(C)OCC,8.689671609,9.647211354,10.46578421,11.17359568,11.79170193,458,"1,1-Diethoxyethane",21.90106114,3367.786285,-52.162,250,376,6,"[1, 6, 8]",3,TRUE,CHO,ester
219,CCOC(=O)OCC,6.387989712,7.521263012,8.464369932,9.261471006,9.944035824,459,Diethyl carbonate,21.70994658,3540.627533,-51.575,308,400,5,"[1, 6, 8]",3,TRUE,CHO,ester
220,CN(CCO)CCO,7.580372644,9.036021368,10.19968886,11.15121804,11.94377268,460,N-Methyl diethanolamine,27.28793594,8014.884243,0,350,410,5,"[1, 6, 7, 8]",4,TRUE,CHON,alcohol
221,C1CCC(=O)NCC1,9.46657986,9.966512111,10.42380774,10.84369805,11.23059217,461,6-Hexanelactam,20.14393543,3630.508942,-126.15,346,550,6,"[1, 6, 7, 8]",4,TRUE,CHON,amide
222,CCCC(=O)OCCC,7.130846995,8.721778359,9.980777329,11.00191238,11.84677503,462,Propyl butyrate,22.15321723,3996.638392,-39.965,271,416,7,"[1, 6, 8]",3,TRUE,CHO,ester
223,CC1=CC(=C(C=C1)O)C,5.095994,6.027434835,6.793461453,7.43454408,7.978946493,463,"2,4-Dimethylphenol",21.15357294,3667.511484,-103.146,368,513,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
224,CCCCOC(=O)CC(C(=O)OCCCC)O,13.24473219,13.79741181,14.32154674,14.81929273,15.29259375,464,Dibutyl malate,23.17722287,6453.563462,0,413,553,12,"[1, 6, 8]",3,TRUE,CHO,ester
225,CC(=CCC/C(=C/COC(=O)C)/C)C,4.28738227,5.018052391,5.693015907,6.318409528,6.899500521,465,Geranyl acetate,24.12874314,6210.147981,23.776,346,516,12,"[1, 6, 8]",3,TRUE,CHO,ester
226,CCCOC(=O)CCCCC(=O)OCCC,5.597762676,7.093434879,8.384756519,9.510929542,10.50173138,469,Dipropyl adipate,25.68740904,7644.582509,0,413,540,12,"[1, 6, 8]",3,TRUE,CHO,ester
227,CC(C)CCCC(C)CCO,9.75146112,10.60824018,11.34144939,11.97602361,12.53061179,470,"3,7-Dimethyl-1-octanol",26.02542853,7039.002629,-0.15,357,486,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
228,CC(CCC=C(C)C)CCO,9.144240251,10.22239328,11.11633987,11.86957308,12.51289274,471,"3,7-Dimethyl-6-octen-1-ol",20.71976591,3322.349374,-136.287,366,499,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
229,CC(=CCC/C(=C/CO)/C)C,4.723424777,7.16792207,8.992246316,10.4058382,11.53337269,472,"3,7-Dimethyl-trans-2,6-octadien-1-ol",23.84729816,5682.190548,-42.419,342,503,10,"[1, 6, 8]",3,TRUE,CHO,alcohol
230,CCCC(=O)OCCC(C)C,7.568335638,9.13647682,10.37680038,11.38237325,12.2140792,473,Isopentyl butanoate,22.17893711,4372.83935,-41.32,294,477,9,"[1, 6, 8]",3,TRUE,CHO,ester
231,CCCC(=O)OC(=O)CCC,11.51188066,12.38588334,13.10628274,13.71030098,14.22403248,475,Butanoic anhydride,22.67221991,4767.110996,-42.704,350,471,8,"[1, 6, 8]",3,TRUE,CHO,ether
232,CCCCCCCC(=O)OCC,2.096901859,2.572482226,3.023854069,3.452819944,3.861007784,476,Caprylic acid ethyl ester,24.37438292,5961.452673,-13.227,330,414,10,"[1, 6, 8]",3,TRUE,CHO,ester
233,CCCCC(=O)CC,4.384100962,5.774833192,6.956369082,7.972608403,8.855970826,478,3-Hepta,21.71699249,3728.407952,-54.183,354,404,7,"[1, 6, 8]",3,TRUE,CHO,ketone
234,CCCOC(=O)CC,9.270799132,10.3010684,11.16067757,11.88878702,12.51342724,479,Propyl propanoate,21.75689629,3558.184744,-47.85,299,420,6,"[1, 6, 8]",3,TRUE,CHO,ester
235,CC1=CC=C(C=C1)C,6.894637521,7.400037805,7.877315656,8.3287548,8.756398205,483,"1,4-Dimethylbenzene",20.96489912,3331.453795,-58.523,308,439,8,"[1, 6]",2,TRUE,CH,aromatic
236,CC1=CC=C(C=C1)O,2.271597158,2.733462604,3.171817658,3.588412893,3.984829297,485,4-Methylphenol,21.13888245,3512.179094,-109.75,364,503,7,"[1, 6, 8]",3,TRUE,CHO,alcohol
237,CC1=CC=C(C=C1)N,9.197557805,10.06792141,10.81569788,11.46508219,12.03429519,489,p-Toluidine,21.70808148,4076.853549,-73.223,317,474,7,"[1, 6, 7]",3,TRUE,CHN,amine
238,C1=CC(=CC=C1N)N,7.109263116,7.76392216,8.36182696,8.910051177,9.414539845,490,p-Diaminobenzene,28.592005,9570.004164,0,560,567,6,"[1, 6, 7]",3,TRUE,CHN,amine
239,C1=CC(=O)C=CC1=O,9.898454958,10.34024769,10.75667205,11.14985208,11.52168114,491,"1,4-Benzoqui",23.44706282,5356.558964,-8.036,388,457,6,"[1, 6, 8]",3,TRUE,CHO,ketone
240,CN1CCN(CC1)C,4.267846263,6.659378964,8.493635357,9.945074437,11.12221545,492,"1,4-Dimethyl-piperazine",20.60102159,3151.370918,-59.831,276,321,6,"[1, 6, 7]",3,TRUE,CHN,amine
241,COC(=O)CCC(=O)OC,8.36533951,9.336025717,10.17266474,10.90123009,11.54139209,495,Dimethyl succinate,20.75775856,2886.1891,-165.412,480,624,6,"[1, 6, 8]",3,TRUE,CHO,ester
242,CCC(CC(C)C)CO,6.080126416,7.12635957,8.034228758,8.829479444,9.53184282,496,2-Ethyl-4-methyl-1-pentanol,20.84783569,3053.527169,-122.63,343,450,8,"[1, 6, 8]",3,TRUE,CHO,alcohol
243,CCCCCC(=O)CC,10.74693762,11.25842882,11.72213936,12.14446557,12.53071089,497,3-Octa,27.93795571,8494.144305,83.092,239,348,8,"[1, 6, 8]",3,TRUE,CHO,ketone
244,C(CCO)CC(CO)O,7.233673436,8.66740114,9.807311572,10.73532926,11.50551162,498,"1,2,6-Hexanetriol",21.04387779,4013.228518,-175.514,393,451,6,"[1, 6, 8]",3,TRUE,CHO,alcohol
