,Actual,Predict
2609,478.15,435.12639690426676
8156,439.15,424.1965032592496
2616,478.15,493.84724579200446
4653,398.65,418.00344064861787
8530,489.54,455.49809808580846
10707,454.15,464.74766632376475
11822,472.15,463.9914134058527
3305,382.84,386.93727423515537
6348,548.83,506.77956423790124
5852,428.68,434.33620804198847
9006,605.81,486.4586884285127
8265,455.15,449.91651439544034
6385,563.15,470.9855810280624
624,387.65,450.67582342969774
7698,547.7,500.65972389573136
11902,478.15,501.23434264177575
9290,438.65,445.15
1634,509.15,475.6577343896853
1383,483.15,509.54425587259095
5324,573.51,471.30152436601406
2876,536.15,517.9859705118131
8935,567.45,512.2897060154557
8998,601.3,498.2354955417022
4684,402.08,418.466933166667
3422,704.0,415.8157491793243
3963,396.39,387.37409400542833
4889,437.69,451.79484860108283
3487,367.8,359.7330296241171
12068,509.82,484.51922289837194
1662,513.15,532.2526746706689
12438,589.72,495.7381981940919
6630,388.64,386.3910012963954
3094,342.15,421.94668221925315
218,425.95,428.4879250197863
1372,481.65,488.80767877880396
6698,395.68,377.46402645914793
12346,561.45,506.36822641054414
1950,578.15,560.4487865505582
1953,579.15,579.15
1530,498.15,565.9
8947,571.36,449.08868711842314
9567,477.15,477.15
10913,493.55,486.04671759809827
10798,470.26,513.9317351781599
6647,390.72,382.4814959169316
3068,322.65,345.4799643949545
2417,440.65,498.0653424677086
11336,581.4,549.3005188364679
8846,541.15,523.189339476239
5981,452.82,435.4702884792124
10278,573.99,515.9729728845531
9137,390.15,473.52134170730903
7346,472.48,465.78516009626406
11563,451.65,519.6853470539481
1984,321.15,342.5411580755629
173,447.15,434.62636466375477
5702,409.05,378.18003727464253
11365,596.34,541.2278399683448
3297,366.59,324.762321195948
8518,487.75,461.4096765670079
8276,457.09,441.3779847643747
7209,457.6,455.8174025003849
3669,490.04,434.8879548875145
8582,494.15,449.066422513363
9720,491.15,475.600410215228
2392,433.15,476.32037664301527
1236,466.65,466.65
2189,387.65,468.81
3468,350.35,357.4529357708305
1043,444.15,462.41976532346894
10934,498.15,477.5903246436117
12123,522.39,532.5093650852888
2589,475.34999999999997,468.4141686292374
7077,443.15,414.34372259276404
5743,416.65,418.8490363788786
10739,457.29,445.5197510026085
3873,365.65,365.65
3210,383.76,335.59655911228833
720,399.65,412.60984454469866
1213,464.15,468.680923773782
7090,443.92,409.5117188451773
5045,472.51,461.94781307565825
724,400.65,388.244622308532
10715,455.15,460.8384334620329
10402,618.99,499.4288061156725
6258,512.48,398.65
11921,479.15,479.15
10638,448.15,456.1665819443184
3344,446.15,402.837110449306
8873,550.08,424.0247312814009
450,431.65,436.4337063901181
7512,499.45,552.0972288821861
10244,565.65,523.5096831200614
3817,337.15,376.3498097769158
10673,452.15,452.15
290,353.65,357.65
9810,501.65,497.4424522093226
3011,578.15,589.65
11430,632.15,515.6287325293831
8810,527.27,445.64397527336234
7633,531.13,462.0476768376014
1369,481.34999999999997,481.35
10912,493.25,464.33388429910116
2684,494.15,432.050285463096
839,416.15,397.43482283521706
2927,546.15,546.15
4429,348.715,348.95
1579,502.15,522.085
4338,601.96,486.7363715615232
5502,371.15,479.9041384476251
4584,386.17,369.71810708553744
7780,582.02,529.4815070914467
6747,402.98,411.8922903593587
749,405.15,527.5545174073699
5747,417.54,404.5732679965977
9054,656.19,529.5494906979271
6464,625.02,547.6203322132199
5503,371.32,380.72084158549893
2655,486.65,439.90811743741426
11224,550.15,539.6113760476834
5965,448.15,427.40793448737526
4874,435.15,435.15
6595,384.35,379.6750008247963
1427,488.15,468.13074354657607
5049,473.15,437.2627769264399
2087,360.65,360.65
9330,443.76,418.3207128348938
7497,496.96,435.45194778756604
8061,420.64,418.35
12517,625.78,506.6393754034951
4226,489.32,448.84742487209377
7370,478.54,399.9368091171924
5654,400.89,400.8403178891419
970,435.65,378.65
10365,597.99,509.3638215869596
993,438.15,438.15
12180,529.06,514.7340617352925
5353,602.52,487.15
7460,490.78,395.86325369136006
8725,512.15,444.07269871525216
1277,470.65,470.65
741,404.15,404.15
1078,447.65,449.43030925181085
4250,504.5,412.33099421375795
4365,658.89,631.5460538284138
5914,439.15,408.6364275552441
3035,592.15,495.09024276178536
2303,414.65,414.65
2688,492.15,412.2548463458962
