,SMILES,VP1,VP2,VP3,VP4,VP5
1826,CCCC(C(C)C)(C(C)C)O,4.882001724936142,7.269218993121463,9.049555356774155,10.428334831739974,11.527646204242506
1827,CCCC(CCC)(C(C)C)O,9.550390092728364,10.312144089093634,10.861590245739231,11.276630753606936,11.601208469116699
1828,CC(C)C(C(C)C)(C(C)C)O,6.4867631400401375,8.237684813478324,9.598468970073556,10.686439374287717,11.576163007078899
1829,CC(C)C/C=C/C(C)O,7.181387406556336,8.532389348048204,9.680299494413843,10.667711565603737,11.526086832035864
1830,CCC(C)(C)CC(C)(C)C,4.801816721718989,7.225335263745558,9.029879098422127,10.425727513258613,11.537599993471277
1831,CCC(=O)CO,5.473942450731943,6.971737549199403,8.23569016757072,9.316597747037129,10.251538230232265
1832,CC(C)C(C)CC(C)C(C)C,5.56422451522317,7.370055098624928,8.80861611009087,9.98160844415277,10.956356628557431
1833,CC(C)C(C)C(C)(C)C(C)C,4.666644725052127,7.1177050686736845,8.99332092973881,10.474851913604835,11.674692010006217
1834,CC1(CCCC1(C)C)C,7.595740947135132,8.877160886258048,9.922249239147584,10.790865810064043,11.52422866612418
1835,CCC(C)CC#C,9.376243029901689,9.988045531170416,10.538013285296357,11.035069781587739,11.486500293217
1836,CCCC(CC)CC(C)C,5.900175700597025,7.889737189697508,9.40381197683312,10.594660946780424,11.55580534084526
1837,CCCC(CC)C(C)CC,8.348143288810151,10.064108267083187,11.390864676633806,12.447343021262292,13.308497600310528
1838,CC[C@@H](C)CC(CC)CC,8.950208274934239,9.711329980281487,10.376404166430762,10.96253244182653,11.482983876323798
1839,CCCC(C)C(CC)CC,7.959119511528254,8.426290757621452,8.870439190765499,9.293225775421654,9.69615545590609
