,Column1,Name,SMILES,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2,Func. Group
1805,3833,"Cyclobutane-1,2-dione",C1CC(=O)C1=O,26.00346186879664,6414.451751244186,1.776,286,339,4,"[1, 6, 8]",3,True,CHO,ketone
1806,3834,(Z)-3-Pentenoic acid,C/C=C\CC(=O)O,21.90472224816165,3725.582680464366,-93.15,353,455,5,"[1, 6, 8]",3,True,CHO,carboxylic_acid
1807,3837,3-Propylcyclopentene,CCCC1CCC=C1,20.826836114429284,3170.8185514242177,-58.176,339,399,8,"[1, 6]",2,True,CH,alkene
1808,3843,"Dihydro-3,3,4-trimethyl 2,5-furandione",CC1C(=O)OC(=O)C1(C)C,22.20249255238765,4954.932861613887,-40.342,327,504,7,"[1, 6, 8]",3,True,CHO,ether
1809,3851,Heptylcarbamic acid methyl ester,CCCCCCCNC(=O)OC,40.27071659615542,13209.72344584847,0.0,368,409,9,"[1, 6, 7, 8]",4,True,CHON,ester
1810,3852,Methylene tetrahydro-2H-pyran,C=C1CCCCO1,16.537074034479517,970.4475132932704,-188.317,339,381,6,"[1, 6, 8]",3,True,CHO,ester
1811,3854,"2,6-Dimethyl-4-(1-methylethyl)heptane",CC(C)CC(CC(C)C)C(C)C,24.117575600081725,4721.79612094824,-81.15,456,456,12,"[1, 6]",2,True,CH,alkane
1812,3857,2-Methyl-3-hexyne,CCC#CC(C)C,20.795797267375725,2903.329543756193,-55.15,275,393,7,"[1, 6]",2,True,CH,alkyne
1813,3860,(Z)-3-Ethyl-2-hexene,CCC/C(=C\C)/CC,20.760406534496408,3102.7334128094767,-58.15,294,421,8,"[1, 6]",2,True,CH,alkene
1814,3864,"(Z)-2,4-Dimethyl-3-hexene",CC/C(=C\C(C)C)/C,20.815300163113385,3009.708975052517,-58.15,286,408,8,"[1, 6]",2,True,CH,alkene
1815,3865,Citracononitrile,C/C(=C/C#N)/C#N,22.791562896728315,5136.309791974121,-62.258,395,468,5,"[1, 6, 7]",3,True,CHN,alkene
1816,3866,3-Hexylcyclopentene,CCCCCCC1CCC=C1,21.558344372622564,4145.933404700987,-58.463,403,473,11,"[1, 6]",2,True,CH,alkene
1817,3868,Methyl 3-acetoxypropanoate,CC(=O)OCCC(=O)OC,30.27208621759272,8174.177080128863,0.0,343,354,6,"[1, 6, 8]",3,True,CHO,ester
1818,3875,6-Methyl-1-octanol,CCC(C)CCCCCO,24.32819305853789,6134.086687736139,0.0,356,373,9,"[1, 6, 8]",3,True,CHO,alcohol
1819,3876,Propylene ozonide,CC1OCOO1,24.29379243724856,4440.371868297415,0.0,261,284,3,"[1, 6, 8]",3,True,CHO,ester
1820,3878,N-Isopropylbutyl amine,CCCCNC(C)C,20.25199574596332,2739.044702541253,-82.645,325,395,7,"[1, 6, 7]",3,True,CHN,amine
1821,3880,3-Methylcyclopentene,CC1CCC=C1,20.387111439220213,2526.7924086690623,-53.181,300,338,6,"[1, 6]",2,True,CH,alkene
1822,3881,"(E)-3,4,4-Trimethyl-2-pentene",C/C=C(\C)/C(C)(C)C,20.79768538715198,3031.81379194526,-58.15,288,411,8,"[1, 6]",2,True,CH,alkene
1823,3882,"(Z)-5,5-Dimethyl-2-hexene",C/C=C\CC(C)(C)C,20.822253970094224,2992.439586855062,-58.15,284,405,8,"[1, 6]",2,True,CH,alkene
1824,3883,"(Z)-3,4,4-Trimethyl-2-pentene",C/C=C(/C)\C(C)(C)C,20.80146162670449,3033.4256015103565,-58.15,288,411,8,"[1, 6]",2,True,CH,alkene
1825,3884,"(E)-5,5-Dimethyl-2-hexene",C/C=C/CC(C)(C)C,20.834549774490814,2970.334769962319,-58.15,282,402,8,"[1, 6]",2,True,CH,alkene
1826,3886,"2,2,6,6-Tetramethylheptane",CC(C)(C)CCCC(C)(C)C,19.968478443462963,3081.457526550212,-71.15,436,436,11,"[1, 6]",2,True,CH,alkane
1827,3887,3-Methyl-1-hexyne,CCCC(C)C#C,20.82342828849165,2826.4232016501915,-54.15,268,382,7,"[1, 6]",2,True,CH,alkyne
1828,3890,2-Methyl-4-octanol,CCCCC(CC(C)C)O,19.681115823857304,2521.33067682848,-148.15,333,457,9,"[1, 6, 8]",3,True,CHO,alcohol
1829,3893,3-Hexyl-4-hydroxy-tetrahydro pyran,CCCCCCC1COCCC1O,26.69739193827225,8247.438430032655,-11.891,293,373,11,"[1, 6, 8]",3,True,CHO,ester
1830,3895,"2,2-Bis(tert-butylperoxy)butane",CCC(C)(OOC(C)(C)C)OOC(C)(C)C,34.297235218655615,9277.45381968168,0.0,299,323,12,"[1, 6, 8]",3,True,CHO,ester
1831,3899,1-Phenoxy-2-propanol,CC(COC1=CC=CC=C1)O,26.29945918250102,7828.483072362388,20.674,387,510,9,"[1, 6, 8]",3,True,CHO,ester
1832,3905,(Z)-3-Ethyl-4-methyl-2-pentene,CC/C(=C/C)/C(C)C,20.780945593525917,3063.359207719279,-58.15,290,415,8,"[1, 6]",2,True,CH,alkene
1833,3906,(E)-3-Ethyl-4-methyl-2-pentene,CC/C(=C\C)/C(C)C,20.79165261420833,3051.15550672641,-58.15,289,413,8,"[1, 6]",2,True,CH,alkene
1834,3914,"2,3-Dimethyl-6-tert-butylphenol",CC1=C(C(=C(C=C1)C(C)(C)C)O)C,22.17794699529633,4729.910430815951,-81.124,412,525,12,"[1, 6, 8]",3,True,CHO,alcohol
1835,3918,(Z)-5-Methyl-3-heptene,CC/C=C\C(C)CC,20.79768538715198,3031.81379194526,-58.15,288,411,8,"[1, 6]",2,True,CH,alkene
1836,3920,1-Methoxy-2-buta,CCC(=O)COC,21.256429415229185,3284.5570446777515,-68.432,297,406,5,"[1, 6, 8]",3,True,CHO,ester
1837,3921,"1,1,3,3-Tetramethyl-cyclopentane",CC1(CCC(C1)(C)C)C,19.98116568732536,2782.651059032374,-62.0,391,391,9,"[1, 6]",2,True,CH,alkane
1838,3922,(E)-6-Methyl-2-heptene,C/C=C/CCC(C)C,20.776639759402016,3071.1879970354585,-58.15,291,416,8,"[1, 6]",2,True,CH,alkene
1839,3924,Octyl lactate,CCCCCCCCOC(=O)C(C)O,22.09668876736457,4604.449476853984,-92.19,328,528,11,"[1, 6, 8]",3,True,CHO,ester
1840,3925,2-Methyl-3-(1-methylethyl)-3-hexanol,CCCC(C(C)C)(C(C)C)O,23.56880049486845,5602.189531254514,0.0,342,465,10,"[1, 6, 8]",3,True,CHO,alcohol
1841,3926,4-Isopropyl-4-heptanol,CCCC(CCC)(C(C)C)O,24.27431256736183,5901.525593343739,0.0,346,463,10,"[1, 6, 8]",3,True,CHO,alcohol
1842,3927,Triisopropyl-methanol,CC(C)C(C(C)C)(C(C)C)O,19.578973149132093,2776.917622150819,-122.75,347,468,10,"[1, 6, 8]",3,True,CHO,alcohol
1843,3928,6-Methyl-3-hepten-2-ol,CC(C)C/C=C/C(C)O,25.166955730362837,5589.972014751087,-38.884,315,448,8,"[1, 6, 8]",3,True,CHO,alcohol
1844,3931,"2,2,4,4-Tetramethylhexane",CCC(C)(C)CC(C)(C)C,20.3926376434434,3214.408789819688,-64.45,316,457,10,"[1, 6]",2,True,CH,alkane
1845,3935,1-Hydroxy-2-buta,CCC(=O)CO,22.773188267686223,4590.120489820282,-8.595,265,427,4,"[1, 6, 8]",3,True,CHO,ketone
1846,3937,"2,3,5,6-Tetramethylheptane",CC(C)C(C)CC(C)C(C)C,20.172165120789217,3216.342961297803,-76.15,448,448,11,"[1, 6]",2,True,CH,alkane
1847,3938,"2,3,3,4,5-Pentamethylhexane",CC(C)C(C)C(C)(C)C(C)C,19.93145287516762,3152.0087337995496,-79.15,454,454,11,"[1, 6]",2,True,CH,alkane
1848,3940,"1,1,2,2-Tetramethyl-cyclopentane",CC1(CCCC1(C)C)C,19.96594559986067,2879.2445036834747,-65.0,406,406,9,"[1, 6]",2,True,CH,alkane
1849,3941,4-Methyl-1-hexyne,CCC(C)CC#C,20.82066518638006,2872.014386491473,-55.15,272,388,7,"[1, 6]",2,True,CH,alkyne
1850,3944,4-Ethyl-2-methylheptane,CCCC(CC)CC(C)C,20.762179525018013,3311.577880744037,-70.85,322,458,10,"[1, 6]",2,True,CH,alkane
1851,3945,4-Ethyl-3-methylheptane,CCCC(CC)C(C)CC,20.75041331519281,3371.445093161882,-69.85,326,464,10,"[1, 6]",2,True,CH,alkane
1852,3946,3-Ethyl-(5RS)-methylheptane,CC[C@@H](C)CC(CC)CC,20.81728038629336,3350.7218273249355,-70.75,324,460,10,"[1, 6]",2,True,CH,alkane
1853,3947,3-Ethyl-4-methylheptane,CCCC(C)C(CC)CC,20.753590882621143,3377.4318144036665,-70.15,327,465,10,"[1, 6]",2,True,CH,alkane
1854,3948,"2,2,3-Trimethylheptane",CCCCC(C)C(C)(C)C,20.723196759393623,3329.768302978689,-68.75,322,460,10,"[1, 6]",2,True,CH,alkane
1855,3949,"2,3,3-Trimethylheptane",CCCCC(C)(C)C(C)C,20.71617387485999,3356.70854856672,-68.15,324,462,10,"[1, 6]",2,True,CH,alkane
1856,3950,"2,3,4-Trimethylheptane",CCCC(C)C(C)C(C)C,20.72112443280993,3342.6627794994565,-69.55,324,462,10,"[1, 6]",2,True,CH,alkane
1857,3951,"4-Ethyl-2,2-dimethylhexane",CCC(CC)CC(C)(C)C,20.76968595242117,3260.460491679569,-67.15,315,448,10,"[1, 6]",2,True,CH,alkane
1858,3952,"3-Ethyl-2,3-dimethylhexane",CCCC(C)(CC)C(C)C,20.698351866240216,3398.1550802406127,-66.35,326,466,10,"[1, 6]",2,True,CH,alkane
1859,3953,"4-Ethyl-2,3-dimethylhexane",CCC(CC)C(C)C(C)C,20.707447077357543,3357.169065585319,-68.45,324,463,10,"[1, 6]",2,True,CH,alkane
1860,3954,"4-Ethyl-2,4-dimethylhexane",CCC(C)(CC)CC(C)C,20.70509844056269,3371.2148346525823,-66.95,324,463,10,"[1, 6]",2,True,CH,alkane
1861,3955,"3-Ethyl-2,5-dimethylhexane",CCC(CC(C)C)C(C)C,20.71509165986628,3291.0848734163897,-69.05,320,456,10,"[1, 6]",2,True,CH,alkane
1862,3956,"4-Ethyl-3,3-dimethylhexane",CCC(CC)C(C)(C)CC,20.695128247110027,3391.938100489529,-66.15,325,466,10,"[1, 6]",2,True,CH,alkane
1863,3957,"3-Ethyl-3,4-dimethylhexane",CCC(C)C(C)(CC)CC,20.69190462797983,3385.7211207384453,-65.85,324,465,10,"[1, 6]",2,True,CH,alkane
1864,3958,"2,2,3,4-Tetramethylhexane",CCC(C)C(C)C(C)(C)C,20.60583399720372,3324.0118402462044,-65.85,321,461,10,"[1, 6]",2,True,CH,alkane
1865,3959,"2,2,3,5-Tetramethylhexane",CC(C)CC(C)C(C)(C)C,20.727295360859152,3264.1446278283597,-66.85,315,450,10,"[1, 6]",2,True,CH,alkane
1866,3960,"2,3,3,4-Tetramethylhexane",CCC(C)C(C)(C)C(C)C,20.648040381958296,3396.1748570606383,-65.43,326,468,10,"[1, 6]",2,True,CH,alkane
1867,3961,"2,3,3,5-Tetramethylhexane",CC(C)CC(C)(C)C(C)C,20.666461062702247,3290.8546149070903,-66.25,318,455,10,"[1, 6]",2,True,CH,alkane
1868,3962,"2,3,4,4-Tetramethylhexane",CCC(C)(C)C(C)C(C)C,20.618037698196584,3356.93880707602,-65.55,323,464,10,"[1, 6]",2,True,CH,alkane
1869,3963,"2,3,4,5-Tetramethylhexane",CC(C)C(C)C(C)C(C)C,20.71511468571721,3322.169772171809,-67.85,321,458,10,"[1, 6]",2,True,CH,alkane
1870,3964,"3,3-Diethyl-2-methylpentane",CCC(CC)(CC)C(C)C,20.688128388427323,3458.022292658458,-65.45,330,473,10,"[1, 6]",2,True,CH,alkane
1871,3965,"3-Ethyl-2,2,3-trimethylpentane",CCC(C)(CC)C(C)(C)C,20.566690050622817,3431.0820470704275,-63.15,328,473,10,"[1, 6]",2,True,CH,alkane
1872,3966,"3-Ethyl-2,2,4-trimethylpentane",CCC(C(C)C)C(C)(C)C,20.622850101040942,3305.591159502252,-65.05,319,458,10,"[1, 6]",2,True,CH,alkane
1873,3967,"3-Ethyl-2,3,4-trimethylpentane",CCC(C)(C(C)C)C(C)C,20.587551471565344,3423.069050946808,-64.83,328,473,10,"[1, 6]",2,True,CH,alkane
1874,3973,5-Methyl-2-hexyne,CC#CCC(C)C,20.79833011097802,2962.045463627541,-56.15,280,401,7,"[1, 6]",2,True,CH,alkyne
1875,3974,1-Ethyl-1-methylcyclopropane,CCC1(CC1)C,20.4265547218632,2553.728049086906,-43.0,330,330,6,"[1, 6]",2,True,CH,alkane
1876,3975,"cis-1,1,3,4-Tetramethyl-cyclopentane",C[C@@H]1CC(C[C@@H]1C)(C)C,19.91966363949149,2871.853205534964,-64.0,406,406,9,"[1, 6]",2,True,CH,alkane
1877,3976,1-(4-Methoxy-phenyl)-2-buta,CCC(=O)CC1=CC=C(C=C1)OC,24.63337768676332,6828.2378053806815,-31.431,402,552,11,"[1, 6, 8]",3,True,CHO,ester
1878,3977,"2,2,5-Trimethyl-4-hexen-1-ol",CC(=CCC(C)(C)CO)C,26.061417935587297,6026.157616672228,-33.851,323,373,9,"[1, 6, 8]",3,True,CHO,alcohol
1879,3981,"2,6,6-Trimethyloctane",CCC(C)(C)CCCC(C)C,20.077229537405078,3181.0213059712746,-77.15,449,449,11,"[1, 6]",2,True,CH,alkane
1880,3986,1-Dimethyl-2-ethyl-1-cyclopentane,CCC1CCCC1(C)C,20.076653891131823,2959.7889302364065,-65.0,411,411,9,"[1, 6]",2,True,CH,alkane
1881,3987,(Z)-4-Ethyl-2-hexene,CCC(CC)/C=C\C,20.79328744962436,3039.64258126144,-58.15,288,412,8,"[1, 6]",2,True,CH,alkene
1882,3988,5-Methyl-2-heptanol,CCC(C)CCC(C)O,20.753429701664636,3131.055209453304,-105.65,344,451,8,"[1, 6, 8]",3,True,CHO,alcohol
1883,4040,4-Methyl-2-heptanol,CCCC(C)CC(C)O,20.403897284548137,2849.449052580132,-123.85,346,451,8,"[1, 6, 8]",3,True,CHO,alcohol
1884,4042,N-Acetyl-DL-valine methyl ester,CC(C)C(C(=O)OC)NC(=O)C,26.829652426013837,8133.727567800236,-0.078,381,487,8,"[1, 6, 7, 8]",4,True,CHON,ester
1885,4045,"2,5-Dimethyl-3-(1-methylethyl)-3-hexanol",CC(C)CC(C(C)C)(C(C)C)O,20.431988822682666,3257.006614040078,-104.85,321,458,11,"[1, 6, 8]",3,True,CHO,alcohol
1886,4048,"2,2,3-Trimethyl-1-pentanol",CCC(C)C(C)(C)CO,25.89487195581104,6433.422749825364,0.0,352,450,8,"[1, 6, 8]",3,True,CHO,alcohol
1887,4050,"3,3-Dimethylcyclopentene",CC1(CCC=C1)C,20.59008431516764,2809.844588980634,-51.15,278,403,7,"[1, 6]",2,True,CH,alkene
1888,4052,2-Propyl-1-pentanol,CCCC(CCC)CO,26.705612167054245,6861.703577122257,0.0,359,454,8,"[1, 6, 8]",3,True,CHO,alcohol
1889,4059,"(Z)-2,3-Dimethyl-3-hexene",CC/C=C(/C)\C(C)C,20.788912537947677,3047.47137057762,-58.15,289,413,8,"[1, 6]",2,True,CH,alkene
1890,4063,2-Undecyne,CCCCCCCCC#CC,21.43591592322807,4112.416976087366,-64.15,361,510,11,"[1, 6]",2,True,CH,alkyne
1891,4064,3-Undecyne,CCCCCCCC#CCC,21.416436053341343,4045.15846552101,-64.15,357,503,11,"[1, 6]",2,True,CH,alkyne
1892,4067,"4-(1,1-Dimethylethyl)-heptane",CCCC(CCC)C(C)(C)C,19.934215977279216,3061.8164757069726,-83.0,447,447,11,"[1, 6]",2,True,CH,alkane
1893,4068,"2,2,4,4,5-Pentamethylhexane",CC(C)C(C)(C)CC(C)(C)C,19.821228126765995,3085.786386525041,-77.15,449,449,11,"[1, 6]",2,True,CH,alkane
1894,4069,"2,2,3,3,4,4-Hexamethylpentane",CC(C)(C)C(C)(C)C(C)(C)C,19.50167536756028,3038.6985213733124,-86.15,467,467,11,"[1, 6]",2,True,CH,alkane
1895,4070,"3,3-Diethyl-2,2-dimethylpentane",CCC(CC)(CC)C(C)(C)C,19.758735967342133,3104.9438944987514,-85.0,462,462,11,"[1, 6]",2,True,CH,alkane
1896,4071,2-Methyl-1-heptanol,CCCCCC(C)CO,19.136554449364212,2307.4205216893333,-145.55,345,455,8,"[1, 6, 8]",3,True,CHO,alcohol
1897,4072,"2,4,6-Trimethyl-4-heptanol",CC(C)CC(C)(CC(C)C)O,24.414770258034466,5869.289402041823,0.0,338,455,10,"[1, 6, 8]",3,True,CHO,alcohol
1898,4073,"3,4-Dimethyl-1-pentyne",CC(C)C(C)C#C,20.76931753880629,2773.0032274927294,-53.15,264,377,7,"[1, 6]",2,True,CH,alkyne
1899,4078,"2-Heptyl-1,3-dioxepane",CCCCCCCC1OCCCCO1,28.921804267359157,8469.67703545316,0.0,328,373,12,"[1, 6, 8]",3,True,CHO,ester
1900,4080,"2-Butyl-4,7-dihydro-1,3-dioxepine",CCCCC1OCC=CCO1,24.688570651442387,6381.893198029251,6.503,293,373,9,"[1, 6, 8]",3,True,CHO,ester
1901,4081,"2-Hexyl-4,7-dihydro-1,3-dioxepin",CCCCCCC1OCC=CCO1,27.822642247367515,7967.9414411046655,0.574,293,373,11,"[1, 6, 8]",3,True,CHO,ester
1902,4082,"2-Ethyl-1,3,4-trimethylbenzene",CCC1=C(C=CC(=C1C)C)C,19.581736251243683,2866.971725137816,-120.444,347,488,11,"[1, 6]",2,True,CH,aromatic
1903,4083,1-Methyl-1-(1-methylethyl)cyclo-pentane,CC(C)C1(CCCC1)C,20.191875249185244,3077.658261146772,-66.0,421,421,9,"[1, 6]",2,True,CH,alkane
1904,4084,trans-1-Methyl-2-(1-methylethyl)cyclo-pentane,C[C@@H]1CCC[C@H]1C(C)C,20.09380815007463,2982.837807017277,-66.0,414,414,9,"[1, 6]",2,True,CH,alkane
1905,4085,cis-1-Methyl-3-(1-methylethyl)cyclo-pentane,C[C@H]1CC[C@H](C1)C(C)C,20.09772254473272,2992.784974619012,-66.0,415,415,9,"[1, 6]",2,True,CH,alkane
1906,4086,trans-1-Methyl-3-(1-methylethyl)cyclo-pentane,C[C@H]1CC[C@@H](C1)C(C)C,20.09772254473272,2992.784974619012,-66.0,415,415,9,"[1, 6]",2,True,CH,alkane
1907,4113,"(E)-2,4-Dimethyl-3-hexene",CC/C(=C/C(C)C)/C,20.82135596190796,2998.196049587547,-58.15,285,406,8,"[1, 6]",2,True,CH,alkene
1908,4114,2-(1-Methylethyl)-1-pentene,CCCC(=C)C(C)C,20.80406354785957,3031.123016417362,-58.15,288,411,8,"[1, 6]",2,True,CH,alkene
1909,4115,3-Ethyl-4-methyl-1-pentene,CCC(C=C)C(C)C,20.82066518638006,2997.505274059649,-58.15,285,406,8,"[1, 6]",2,True,CH,alkene
1910,4120,cis-1-Methyl-2-(1-methylethyl)cyclo-pentane,C[C@@H]1CCC[C@@H]1C(C)C,20.12079444736452,3052.421928527557,-66.0,421,421,9,"[1, 6]",2,True,CH,alkane
1911,4138,"3-Ethyl-2,3-dimethylheptane",CCCCC(C)(CC)C(C)C,19.94939001304204,3134.739345602094,-84.0,456,456,11,"[1, 6]",2,True,CH,alkane
1912,4139,"4-Ethyl-2,3-dimethylheptane",CCCC(CC)C(C)C(C)C,20.06606199970405,3143.9957376759303,-84.0,452,452,11,"[1, 6]",2,True,CH,alkane
1913,4140,"5-Ethyl-2,3-dimethylheptane",CCC(CC)CC(C)C(C)C,20.084989249168466,3150.949544656772,-83.0,451,451,11,"[1, 6]",2,True,CH,alkane
1914,4141,"3-Ethyl-2,4-dimethylheptane",CCCC(C)C(CC)C(C)C,20.06606199970405,3143.9957376759303,-84.0,452,452,11,"[1, 6]",2,True,CH,alkane
1915,4142,"4-Ethyl-2,4-dimethylheptane",CCCC(C)(CC)CC(C)C,19.916923563230828,3021.958727747246,-83.0,443,443,11,"[1, 6]",2,True,CH,alkane
1916,4143,"5-Ethyl-2,4-dimethylheptane",CCC(CC)C(C)CC(C)C,20.0764006067716,3130.6867958384246,-83.0,449,449,11,"[1, 6]",2,True,CH,alkane
1917,4144,"3-Ethyl-2,5-dimethylheptane",CCC(C)CC(CC)C(C)C,20.0764006067716,3130.6867958384246,-83.0,449,449,11,"[1, 6]",2,True,CH,alkane
1918,4145,"4-Ethyl-2,5-dimethylheptane",CCC(C)C(CC)CC(C)C,20.07207174679677,3120.5554214292506,-83.0,448,448,11,"[1, 6]",2,True,CH,alkane
1919,4146,"5-Ethyl-2,5-dimethylheptane",CCC(C)(CC)CCC(C)C,19.951209055265508,3101.6972495176296,-83.0,451,451,11,"[1, 6]",2,True,CH,alkane
1920,4147,"3-Ethyl-2,6-dimethylheptane",CCC(CCC(C)C)C(C)C,20.0764006067716,3130.6867958384246,-83.0,449,449,11,"[1, 6]",2,True,CH,alkane
1921,4148,"4-Ethyl-2,6-dimethylheptane",CCC(CC(C)C)CC(C)C,20.050174162562392,3069.9446010852416,-83.0,443,443,11,"[1, 6]",2,True,CH,alkane
1922,4149,"4-Ethyl-3,3-dimethylheptane",CCCC(CC)C(C)(C)CC,19.9368178984343,3104.805739393172,-84.0,453,453,11,"[1, 6]",2,True,CH,alkane
1923,4150,"5-Ethyl-3,3-dimethylheptane",CCC(CC)CC(C)(C)CC,19.938498785552184,3071.786669159637,-83.0,448,448,11,"[1, 6]",2,True,CH,alkane
1924,4151,"3-Ethyl-3,4-dimethylheptane",CCCC(C)C(C)(CC)CC,19.95770234522775,3154.6797325074226,-84.0,458,458,11,"[1, 6]",2,True,CH,alkane
1925,4152,"4-Ethyl-3,4-dimethylheptane",CCCC(C)(CC)C(C)CC,19.941031629154477,3114.7759328458355,-84.0,454,454,11,"[1, 6]",2,True,CH,alkane
1926,4153,"3-Ethyl-4,5-dimethylheptane",CCC(C)C(C)C(CC)CC,20.07891042452296,3174.3668350525213,-84.0,455,455,11,"[1, 6]",2,True,CH,alkane
1927,4154,"3-Ethyl-3,5-dimethylheptane",CCC(C)CC(C)(CC)CC,19.9368178984343,3104.805739393172,-84.0,453,453,11,"[1, 6]",2,True,CH,alkane
1928,4155,"4-Ethyl-3,5-dimethylheptane",CCC(C)C(CC)C(C)CC,20.07465064210092,3164.258486494278,-84.0,454,454,11,"[1, 6]",2,True,CH,alkane
1929,4156,"3-Ethyl-4,4-dimethylheptane",CCCC(C)(C)C(CC)CC,19.942758567974224,3081.756862612301,-83.0,449,449,11,"[1, 6]",2,True,CH,alkane
1930,4157,"2,2,3,3-Tetramethylheptane",CCCCC(C)(C)C(C)(C)C,19.85210579286305,3113.923976361428,-79.15,453,453,11,"[1, 6]",2,True,CH,alkane
1931,4158,"2,2,3,4-Tetramethylheptane",CCCC(C)C(C)C(C)(C)C,20.017132066477927,3158.663204718302,-77.15,449,449,11,"[1, 6]",2,True,CH,alkane
1932,4159,"2,2,3,5-Tetramethylheptane",CCC(C)CC(C)C(C)(C)C,20.00925722545989,3138.768869514834,-77.15,447,447,11,"[1, 6]",2,True,CH,alkane
1933,4160,"2,2,3,6-Tetramethylheptane",CC(C)CCC(C)C(C)(C)C,20.02825355247709,3145.791754048465,-76.15,446,446,11,"[1, 6]",2,True,CH,alkane
1934,4161,"2,2,4,4-Tetramethylheptane",CCCC(C)(C)CC(C)(C)C,19.89230892858672,3095.5032956174755,-76.15,446,446,11,"[1, 6]",2,True,CH,alkane
1935,4162,"2,2,4,5-Tetramethylheptane",CCC(C)C(C)CC(C)(C)C,20.035621824774672,3122.996161627824,-75.15,442,442,11,"[1, 6]",2,True,CH,alkane
1936,4163,"2,2,4,6-Tetramethylheptane",CC(C)CC(C)CC(C)(C)C,20.102604025129867,3123.571807901073,-71.15,435,435,11,"[1, 6]",2,True,CH,alkane
1937,4164,"2,2,5,5-Tetramethylheptane",CCC(C)(C)CCC(C)(C)C,19.933778486111542,3077.197744128173,-73.15,439,439,11,"[1, 6]",2,True,CH,alkane
1938,4165,"2,2,5,6-Tetramethylheptane",CC(C)C(C)CCC(C)(C)C,20.05880885666112,3140.0352913159804,-74.15,442,442,11,"[1, 6]",2,True,CH,alkane
1939,4166,"2,3,3,4-Tetramethylheptane",CCCC(C)C(C)(C)C(C)C,19.97276125173593,3167.5051314754,-80.15,455,455,11,"[1, 6]",2,True,CH,alkane
1940,4167,"2,3,3,5-Tetramethylheptane",CCC(C)CC(C)(C)C(C)C,20.017132066477927,3158.663204718302,-77.15,449,449,11,"[1, 6]",2,True,CH,alkane
1941,4168,"2,3,3,6-Tetramethylheptane",CC(C)CCC(C)(C)C(C)C,20.01319464596891,3148.716037116568,-77.15,448,448,11,"[1, 6]",2,True,CH,alkane
1942,4169,"2,3,4,4-Tetramethylheptane",CCCC(C)(C)C(C)C(C)C,20.00221131507533,3161.5874877864044,-78.15,451,451,11,"[1, 6]",2,True,CH,alkane
1943,4170,"2,3,4,5-Tetramethylheptane",CCC(C)C(C)C(C)C(C)C,20.141747971710764,3222.260604986798,-78.15,452,452,11,"[1, 6]",2,True,CH,alkane
1944,4171,"2,3,4,6-Tetramethylheptane",CC(C)CC(C)C(C)C(C)C,20.16820467442927,3206.2115868886294,-76.15,447,447,11,"[1, 6]",2,True,CH,alkane
1945,4172,"2,3,5,5-Tetramethylheptane",CCC(C)(C)CC(C)C(C)C,20.04736500874894,3152.8606902839574,-75.15,445,445,11,"[1, 6]",2,True,CH,alkane
1946,4173,"2,4,4,5-Tetramethylheptane",CCC(C)C(C)(C)CC(C)C,20.03216794713518,3155.7619475011297,-76.15,447,447,11,"[1, 6]",2,True,CH,alkane
1947,4174,"2,4,4,6-Tetramethylheptane",CC(C)CC(C)(C)CC(C)C,20.10948875455792,3141.531971626426,-71.15,437,437,11,"[1, 6]",2,True,CH,alkane
1948,4175,"2,4,5,5-Tetramethylheptane",CCC(C)(C)C(C)CC(C)C,20.017132066477927,3158.663204718302,-77.15,449,449,11,"[1, 6]",2,True,CH,alkane
1949,4176,"3,3,4,4-Tetramethylheptane",CCCC(C)(C)C(C)(C)CC,19.82339255675341,3119.772542497633,-81.15,457,457,11,"[1, 6]",2,True,CH,alkane
1950,4177,"3,3,4,5-Tetramethylheptane",CCC(C)C(C)C(C)(C)CC,19.968800805375984,3157.557963873665,-80.15,454,454,11,"[1, 6]",2,True,CH,alkane
1951,4178,"3,3,5,5-Tetramethylheptane",CCC(C)(C)CC(C)(C)CC,19.82983979501379,3097.299311990011,-80.15,453,453,11,"[1, 6]",2,True,CH,alkane
1952,4179,"3,4,4,5-Tetramethylheptane",CCC(C)C(C)(C)C(C)CC,19.962215412010018,3180.422633847096,-81.15,458,458,11,"[1, 6]",2,True,CH,alkane
1953,4180,"2,2-Dimethyl-3-(1-methylethyl)hexane",CCC[C@@H](C(C)C)C(C)(C)C,19.86656602724705,3020.5080991386594,-83.0,445,445,11,"[1, 6]",2,True,CH,alkane
1954,4181,"2,3-Dimethyl-3-(1-methylethyl)hexane",CCCC(C)(C(C)C)C(C)C,19.890190550301167,3112.703606262141,-84.0,456,456,11,"[1, 6]",2,True,CH,alkane
1955,4182,"2,4-Dimethyl-3-(1-methylethyl)hexane",CC[C@H](C)C(C(C)C)C(C)C,20.012964387459608,3098.980199107896,-83.0,448,448,11,"[1, 6]",2,True,CH,alkane
1956,4183,"2,5-Dimethyl-3-(1-methylethyl)hexane",CC(C)CC(C(C)C)C(C)C,19.991181932479883,3048.7147665278367,-83.0,443,443,11,"[1, 6]",2,True,CH,alkane
1957,4184,"3,3-Diethyl-2-methylhexane",CCCC(CC)(CC)C(C)C,19.93932771618566,3147.8180289303,-85.0,459,459,11,"[1, 6]",2,True,CH,alkane
