,Method,Training Predict,Training Actual
0,KNN,10.207261460833655,10.207256125527323
1,KNN,10.662567417911507,10.662565116426977
2,KNN,11.076866764606073,11.07686710115727
3,KNN,11.455463247435214,11.455463247435214
4,KNN,11.802778728576834,11.802778728576834
5,KNN,11.522901913627258,11.522901913627258
6,KNN,11.522901913627258,11.522901913627258
7,KNN,11.522901913627258,11.522901913627258
8,KNN,11.522901913627258,11.522901913627258
9,KNN,11.522901913627258,11.522901913627258
10,KNN,10.182294783905018,10.182294783905018
11,KNN,10.555923992050836,10.555922792736197
12,KNN,10.904476577170483,10.904476577170483
13,KNN,11.230398292240272,11.230398292240272
14,KNN,11.53582292066644,11.53582292066644
15,KNN,4.842085557290169,4.842085557290169
16,KNN,7.179677668592978,7.179677668592978
17,KNN,8.972246211169717,8.972246211169717
18,KNN,10.390503177152288,10.390503177152288
19,KNN,11.540606646875974,11.540606646875974
20,KNN,6.470397764013084,6.470397764013084
21,KNN,7.984655873199587,7.984655873199587
22,KNN,9.20944084409036,9.20944084409036
23,KNN,10.220516660942637,10.220516660942637
24,KNN,11.069329230336244,11.069329230336244
25,KNN,10.183273043709274,10.183268999044582
26,KNN,10.551236531995881,10.551234305304737
27,KNN,10.89471027915948,10.894710471126848
28,KNN,11.216061034971075,11.216063497645399
29,KNN,11.517359626678214,11.517364109258699
30,KNN,6.261184968952797,6.261184968952797
31,KNN,6.915840446816588,6.915840446816588
32,KNN,7.523660477138456,7.523660477138456
33,KNN,8.089497542971479,8.089497542971479
34,KNN,8.617556169691019,8.617556169691019
35,KNN,7.612335445198415,7.612335445198415
36,KNN,9.187673137713384,9.187673137713384
37,KNN,10.415594455801948,10.415594455801948
38,KNN,11.399611381584046,11.399611381584046
39,KNN,12.20582938934162,12.20582938934162
40,KNN,11.522710203601854,11.522710203601854
41,KNN,11.522710203601854,11.522710203601854
42,KNN,11.522710203601854,11.522710203601854
43,KNN,11.522710203601854,11.522710203601854
44,KNN,11.522710203601854,11.522710203601854
45,KNN,7.618922665641759,7.618908483360368
46,KNN,9.160080659656163,9.160076736047621
47,KNN,10.382722827135208,10.382724699343305
48,KNN,11.376342346336648,11.376349092053893
49,KNN,12.199778956769242,12.199789326529618
50,KNN,7.34847512475649,7.34847512475649
51,KNN,9.024859164345925,9.024859164345925
