,0
0,0.2524119367996411
1,0.44478643313656013
2,0.6198348886620983
3,0.7797971218071267
4,0.926542830963042
5,0.8082909132798003
6,0.8082909132798003
7,0.8082909132798003
8,0.8082909132798003
9,0.8082909132798003
10,0.24186541648385187
11,0.39972854120326895
12,0.5469974510360873
13,0.684703991067127
14,0.8137502217296883
15,-2.014448605064233
16,-1.026782835134069
17,-0.2693972411307093
18,0.3298364110932913
19,0.8157714137961007
20,-1.3264636390115545
21,-0.6866681443009095
22,-0.16917914978187082
23,0.25801470079654454
24,0.616650031495579
25,0.2422770361762879
26,0.3977475888692793
27,0.5428711329337257
28,0.678647337354155
29,0.8059511125126135
30,-1.4148590076104404
31,-1.1382577975631571
32,-0.8814452273443754
33,-0.6423710541476112
34,-0.41925880646101776
35,-0.8439787976028496
36,-0.17837631398108042
37,0.3404378316431907
38,0.7561989175604561
39,1.0968374427818899
40,0.8082099130792395
41,0.8082099130792395
42,0.8082099130792395
43,0.8082099130792395
44,0.8082099130792395
45,-0.8412015958978919
46,-0.19003618448061213
47,0.3265498940670969
48,0.7463702708140686
49,1.0942854307098107
50,-0.955463519545229
51,-0.24716752335581568
52,0.3012637878253745
53,0.7384648951344914
54,1.095158996288019
55,-0.8546332215623914
56,-0.23135432654156218
57,0.2871277807498296
58,0.7251938962162677
59,1.1002062347174029
60,-2.2344443348818754
61,-1.8850547333368375
62,-1.5716766345363788
63,-1.2890153539412492
64,-1.0327656673157322
65,-4.0139959559637255
66,-3.300728346951076
67,-2.690570958615367
68,-2.162672453766197
69,-1.701448629868028
70,-0.17913360255760066
71,0.21932902715699243
72,0.5573125922191697
73,0.8476151990479162
74,1.09966190029507
75,0.8082285599695054
76,0.8082285599695054
77,0.8082285599695054
78,0.8082285599695054
79,0.8082285599695054
80,-1.3955402834455473
81,-0.6370028991046878
82,-0.04543886900280004
83,0.4288180259776429
84,0.8175132292079108
85,-1.9945817498436857
86,-1.0263552023528302
87,-0.2770770077437882
88,0.31997596986679455
89,0.8069156305684841
90,-2.2079535822122507
91,-1.6203495205789293
92,-1.121133875232411
93,-0.6917583709381436
94,-0.31852523812955874
95,-3.1518131999649364
96,-2.5184505918398434
97,-1.9600421385224553
98,-1.464025691162315
99,-1.0204977567503395
100,-0.7296442290226979
101,-0.25769334766566165
102,0.14774827147685662
103,0.49981433889846316
104,0.8083940783633442
105,-0.6236551688911549
106,-0.40582736346314746
107,-0.20261570948160745
108,-0.012596853978450357
109,0.1654735542212624
110,-0.842148507103369
111,-0.18468593801507724
112,0.3339952753192073
113,0.7536423544713791
114,1.1001470349616305
115,0.5191487880330191
116,0.6026945865295859
117,0.683476784002849
118,0.7616302745986184
119,0.8372813139227223
120,-0.7744457061174438
121,-0.26949981707942505
122,0.1577081532187771
123,0.5238470692657579
124,0.8411380905828467
125,0.8082088712297412
126,0.8082088712297412
127,0.8082088712297412
128,0.8082088712297412
129,0.8082088712297412
130,0.8081238186964078
131,0.8081238186964078
132,0.8081238186964078
133,0.8081238186964078
134,0.8081238186964078
135,-0.851110187031166
136,-0.2004968527319914
137,0.31780873217958383
138,0.7404405131360084
139,1.0916507154389348
140,-1.950058114607776
141,-1.0408749442017855
142,-0.3048465099436267
143,0.3031925087811246
144,0.8139561431574706
145,0.8071844996750318
146,0.8071844996750318
147,0.8071844996750318
148,0.8071844996750318
149,0.8071844996750318
150,-0.8663812525112771
151,-0.2123720855311129
152,0.3127682800736489
153,0.743713064404014
154,1.1037204356758836
155,0.8082194450222464
156,0.8082194450222464
157,0.8082194450222464
158,0.8082194450222464
159,0.8082194450222464
160,-0.1913729960449501
161,0.2624604701370161
162,0.6392973852471043
163,0.9572001705389547
164,1.2289913621981656
165,-0.7220898743464821
166,-0.2449168665623877
167,0.16011002560641427
168,0.5082029850113621
169,0.8105783390675518
170,-0.8400164160773538
171,-0.2542664529334262
172,0.20541795346552438
173,0.5757806703198071
174,0.8805505744392621
175,0.8081483996776273
176,0.8081483996776273
177,0.8081483996776273
178,0.8081483996776273
179,0.8081483996776273
180,-0.37318024707458436
181,-0.03339629666167844
182,0.27493860989970265
183,0.5559975476673863
184,0.8132465466761711
185,-2.0230923180172544
186,-1.00788852918234
187,-0.24798790618412125
188,0.34215804831645796
189,0.8137165917558679
190,0.8081578653322405
191,0.8081578653322405
192,0.8081578653322405
193,0.8081578653322405
194,0.8081578653322405
195,-0.8471609964358303
196,-0.18941513523051107
197,0.3286413834117232
198,0.7472367748560693
199,1.0925054373643552
200,-0.15503402336713112
201,0.12310050685435597
202,0.37363993911092486
203,0.6004969442904572
204,0.8068778794237446
205,0.808204893077688
206,0.808204893077688
207,0.808204893077688
208,0.808204893077688
209,0.808204893077688
210,-3.0674044181401587
211,-2.3750461461088026
212,-1.7933433328893824
213,-1.2977309260240317
214,-0.8704140117114427
215,-2.0189599455740517
216,-1.0387627996979971
217,-0.282003809922808
218,0.3199000457468679
219,0.8100688206658023
220,-0.8406110654909125
221,-0.19044271483060946
222,0.3247407189463522
223,0.7430232322521554
224,1.0893938875471267
225,-1.8545964320338504
226,-1.004938627381632
227,-0.2994521089675067
228,0.2956881964853745
229,0.8044935937374831
230,-0.34508420079575225
231,0.02568936751252443
232,0.3322258079921961
233,0.5898880736335758
234,0.809501886578048
235,-2.0040452334745837
236,-1.0511030393216259
237,-0.30263765985011826
238,0.30078731945005344
239,0.7976075024536994
240,-1.9924874326128068
241,-1.0572675266756584
242,-0.31096787300891643
243,0.29840466305967545
244,0.8053675374858091
245,-1.307830478999626
246,-0.6436923764386315
247,-0.08146024908420633
248,0.4006494798533198
249,0.8186246981147377
250,-0.5233122599396852
251,-0.08134332004819958
252,0.29058175371359557
253,0.6078913797722002
254,0.8817927302799943
255,-0.8608157377078262
256,-0.20040972578885063
257,0.3211281479804217
258,0.7434319629593463
259,1.0923635257334408
260,-0.8494544836472662
261,-0.4304381379071896
262,-0.06708003949212699
263,0.2510188445100173
264,0.5318188576261547
265,-1.9994629134689426
266,-1.005373807172579
267,-0.2537916569770829
268,0.33437532189650315
269,0.8071977771516256
270,-0.061334445972336046
271,0.20159707647815658
272,0.44198770750488375
273,0.662616922705247
274,0.8658252630923524
275,-0.7446916206183484
276,-0.25188880866165125
277,0.16123280004072868
278,0.5125531622951754
279,0.8149749903576089
280,-2.974187871619516
281,-1.5309120122745175
282,-0.517425575324622
283,0.2333703048875272
284,0.8118902207546301
285,-1.0223235284744305
286,-0.4352092914689631
287,0.05235066863523324
288,0.46369876413469135
289,0.8154089683186245
290,-1.0388809373440282
291,-0.4530827749736775
292,0.03815261404940581
293,0.45601242045811774
294,0.8157942566455055
295,-0.02019401912456643
296,0.2236198674747914
297,0.4443265131223221
298,0.645062248221928
299,0.8284203817763018
300,-1.256135302804569
301,-0.5697966294565079
302,-0.02053062582500053
303,0.42899786274264373
304,0.8036936804215423
305,-0.8442937606214657
306,-0.18779818202445475
307,0.33014266675749465
308,0.7492052713097223
309,1.0952371439258821
310,-1.7050252661828917
311,-1.2101667270472731
312,-0.7789722925945056
313,-0.39989879604700695
314,-0.06403460360524851
315,0.8081717904788054
316,0.8081717904788054
317,0.8081717904788054
318,0.8081717904788054
319,0.8081717904788054
320,-1.7223565829999736
321,-1.2259231300860016
322,-0.787722185025155
323,-0.3980752390292237
324,-0.04933601127739407
325,-1.5470722934888146
326,-1.052113721816277
327,-0.6271456153255242
328,-0.25830261864891635
329,0.06484511839828896
330,0.8057995329631125
331,0.8057995329631125
332,0.8057995329631125
333,0.8057995329631125
334,0.8057995329631125
335,-1.0331123113470637
336,-0.45595072837846734
337,0.03205176226829162
338,0.45007358559491084
339,0.8121607100285759
340,-0.2421262855787356
341,0.04568275534157941
342,0.3019054597633638
343,0.5314711231097002
344,0.7383340837758512
345,-2.0990986176482793
346,-1.6956575696225578
347,-1.328562561959513
348,-0.9931136756467314
349,-0.6853878377895505
350,-2.0173658150040104
351,-1.5391709987095454
352,-1.1242213137422195
353,-0.7607479970758744
354,-0.4397316837160884
355,0.8075527097500663
356,0.8075527097500663
357,0.8075527097500663
358,0.8075527097500663
359,0.8075527097500663
360,-1.9946254675330477
361,-1.0953670907470268
362,-0.35382005368522035
363,0.26815976410975656
364,0.7973334505524174
365,-0.9780518649384492
366,-0.27397240884273383
367,0.27959380270663764
368,0.7262497237098487
369,1.094239360978691
370,-2.2250376055669157
371,-1.1122104992154498
372,-0.30030918141132623
373,0.3181907446601548
374,0.8050392494393342
375,-1.364239749185192
376,-0.6102117466964773
377,-0.02911892643066687
378,0.43241182411548545
379,0.807838934556445
380,-4.893738746851392
381,-4.602150161638649
382,-4.324112164723227
383,-4.058701629400264
384,-3.8050774171919715
385,-1.0223666472024497
386,-0.45662904988149156
387,0.0296083737464833
388,0.4520031121386652
389,0.8223543146783024
390,0.8082475769745283
391,0.8082475769745283
392,0.8082475769745283
393,0.8082475769745283
394,0.8082475769745283
395,-0.8431789043935296
396,-0.17959166031469884
397,0.33872962907524007
398,0.7547792954537295
399,1.0961085402816313
400,-0.8541441189656372
401,-0.19282600627744523
402,0.3284161156054288
403,0.74982519327841
404,1.0975760123841372
405,-0.8516940114908813
406,-0.3288879288754596
407,0.11841018632896243
408,0.5054568253133127
409,0.8436577034440172
410,-0.8410571215571029
411,-0.19341491881371453
412,0.31820153409379454
413,0.7325741976292808
414,1.0750218167841832
415,0.8082549753737495
416,0.8082549753737495
417,0.8082549753737495
418,0.8082549753737495
419,0.8082549753737495
420,-1.1591187719742924
421,-0.9127871752831344
422,-0.6835224328661903
423,-0.46961024016466674
424,-0.269558448718101
425,-0.8543353796433325
426,-0.19400672980479167
427,0.3265221034382576
428,0.74739743147498
429,1.0947367010693274
430,-0.848220542724684
431,-0.19674448306127648
432,0.32217180185078054
433,0.7452512969368323
434,1.0967992113109062
435,-2.048277525502221
436,-1.0107437243784116
437,-0.24215825869694102
438,0.35005487238008115
439,0.8203568564368414
440,0.8081376197128869
441,0.8081376197128869
442,0.8081376197128869
443,0.8081376197128869
444,0.8081376197128869
445,-0.854308360023285
446,-0.19387578644062772
447,0.3262426682385339
448,0.7464692555904229
449,1.0930599180020126
450,-0.8488030628397167
451,-0.32059759090136436
452,0.12724466953876037
453,0.5117673301737253
454,0.8455126886840255
