,SMILES,VP1,VP2,VP3,VP4,VP5,Column1,Name,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2
869,CCC12CC3CC(C1)CC(C3)C2,7.608921363570836,9.158463692315172,10.382756625486095,11.374478477478435,12.194150853919117,1959,1-Ethyladamantane,22.05494289962859,4785.669831427895,-37.561,368,491,12,"[1, 6]",2,True,CH
870,CC(=C)C(=O)C,3.287128963764424,3.976782784262939,4.515407608481637,4.947718613124145,5.302364776986289,1972,3-Methyl-3-buten-2-one,20.89407159914471,2916.348359871981,-59.532,320,371,5,"[1, 6, 8]",3,True,CHO
871,CC(=O)C(C(=O)C)C(=O)C,7.576398236373848,9.157783331105799,10.39704918571803,11.394380622138577,12.214324221685848,1974,"3-Acetyl-2,4-pentandione",25.21026735596205,6534.008877027716,0.0,369,473,7,"[1, 6, 8]",3,True,CHO
872,CCCCOC(=O)C(C)(C)O,7.575305224329661,9.144691845727756,10.381500444178887,11.381320431021663,12.20631163988706,1976,2-Hydroxy-isobutyric acid butyl ester,21.065245774957887,3526.977808438351,-89.081,360,458,8,"[1, 6, 8]",3,True,CHO
873,CCC(=CC)CC,6.658296752445764,8.184076735615356,9.473747722689785,10.578179304258049,11.534607104062097,1977,3-Ethyl-2-pentene,20.725913809803355,2907.243938414282,-53.15,275,394,7,"[1, 6]",2,True,CH
874,CCCC(C)CCCO,7.5663792920412245,9.147355973963588,10.386641099547646,11.38420466204271,12.204483844720029,1978,4-Methyl-1-heptanol,18.07920737466135,1833.5485095511588,-177.55,352,465,8,"[1, 6, 8]",3,True,CHO
875,CCOC(=O)CCCC(=O)OCC,7.58501085059191,9.160207170727729,10.394744828828545,11.388348790788847,12.205279779364416,1981,Diethyl glutarate,24.202863351926226,6335.968138349484,-10.054,375,473,9,"[1, 6, 8]",3,True,CHO
876,CCC(C)CCCO,7.6158861998458605,8.939096517539804,9.971240515620241,10.79884072546636,11.477218341350476,1982,4-Methyl-1-hexanol,20.373503161320613,2636.4599314781826,-148.15,354,445,7,"[1, 6, 8]",3,True,CHO
877,C=CC#CC=C,7.1831975926832925,8.53522665660088,9.685513163860607,10.676076575106196,11.538024691497572,1985,"1,5-Hexadien-3-yne",13.97128043950532,754.9900209716317,-148.526,223,283,6,"[1, 6]",2,True,CH
878,CCCCCCCC(=O)C,7.595356993178067,9.088677439742355,10.275232138958872,11.24074256468627,12.041713354299555,1987,2-Nona,21.34266122696181,3784.759117354313,-82.15,357,496,9,"[1, 6, 8]",3,True,CHO
879,CCCCCCCC/C=C\C,7.578850255679512,9.14916579154807,10.381907778769781,11.375364771225163,12.193043829264422,1991,cis-2-Undecene,20.95948804163667,3600.667439169439,-87.123,333,470,11,"[1, 6]",2,True,CH
880,CCCCCC/C=C\CCC,8.720031548596463,9.566282447126094,10.321705369635527,11.000178379541516,11.612889230094915,1993,cis-4-Undecene,20.95110663189817,3610.011329476809,-82.66,333,466,11,"[1, 6]",2,True,CH
881,C1CC=C1,7.1914985343602424,8.548688545324229,9.696136839903684,10.67897654680752,11.530258200824326,1999,Cyclobutene,21.91153790003692,2779.247838264929,-7.966,197,276,4,"[1, 6]",2,True,CH
882,C[C@@H]1CCC[C@H]1C,7.586994767363919,9.149989344481154,10.382503663646474,11.379331447475417,12.202176510735805,2001,"trans-1,2-Dimethylcyclopentane",20.625267815388582,2845.718864729481,-52.25,271,390,7,"[1, 6]",2,True,CH
883,CC1=C2CCCC2=CC=C1,7.584471651532043,9.084593142059731,10.274784642881693,11.242101965915431,12.043788282735271,2003,4-Methylindan,20.77532728589901,3779.6934301497263,-70.0,479,479,10,"[1, 6]",2,True,CH
884,CC1CC2=CC=CC=C2C1,7.614228620109319,9.184796674755507,10.411551508310074,11.396251441876963,12.204104234146017,2004,2-Methylindan,20.71073977404053,3623.808419354029,-70.0,465,465,10,"[1, 6]",2,True,CH
885,C1CCCCCC(=O)CCCCC1,7.211762200621866,8.59224685227903,9.738634356024257,10.705816456885172,11.532767464231071,2006,Cyclododeca,20.927827496608003,4325.270244668829,-89.575,443,563,12,"[1, 6, 8]",3,True,CHO
886,CCCCOC(C)OCCCC,7.588060424858389,9.152845256098841,10.383317978114132,11.376275705015516,12.19443572413352,2012,Acetaldehyde dibutyl acetal,22.65184203328544,4701.837313362168,-38.783,303,464,10,"[1, 6, 8]",3,True,CHO
887,CCCCCCCCC=C,7.6181091697556145,9.17184615561987,10.39845215959866,11.391400533726328,12.211649823091243,2014,1-Decene,22.68050921769321,4373.322892974521,-44.86,215,331,10,"[1, 6]",2,True,CH
888,CN1CCCC1=O,7.369454198059104,8.786663936935728,9.89818951612844,10.793304554858857,11.529603958648927,2018,N-Methyl-2-pyrrolidone,21.137754179536277,3811.4460785821134,-80.355,336,477,5,"[1, 6, 7, 8]",4,True,CHON
889,C/C=C/C1=CC=CC=C1,7.587887596176648,9.15098922534761,10.381997561990667,11.376583367695906,12.196888801954131,2020,trans-1-Phenylpropene,22.078866758744795,4411.614883071013,-34.0,291,452,9,"[1, 6]",2,True,CH
890,CCC1=C(C=C(C=C1)C)C,7.993213350285107,9.046405493096241,9.986992186675998,10.832116350161094,11.595609202400471,2022,"1-Ethyl-2,4-dimethylbenzene",20.339655160453603,3439.072017343117,-71.15,341,494,10,"[1, 6]",2,True,CH
891,CC1=CC2=C(C=C1)N=C(C=C2)C,7.56126601543518,9.112153466656622,10.349791924227002,11.360381310907304,12.201151525153744,2025,"2,6-Dimethyl-quinoline",20.83148733631713,4011.97360916078,-107.461,463,524,11,"[1, 6, 7]",3,True,CHN
892,CCC1=CC(=C(C=C1)CC)CC,7.5673509613179615,9.180964155297861,10.42128739026023,11.404425174621167,12.202855685917973,2026,"1,2,4-Triethylbenzene",22.279882437363177,4868.466186201775,-39.0,319,491,12,"[1, 6]",2,True,CH
893,C1CCCCCC(=O)CCCC1,9.70870687857844,10.214653604592135,10.676387784193869,11.09946212496163,11.48853686804119,2027,Cycloundeca,22.08167591255825,5156.963980258278,-41.574,449,500,11,"[1, 6, 8]",3,True,CHO
894,CC(C)(C)C#C,7.601876789726621,8.826180852919695,9.881098694785006,10.79950856656945,11.606296810837732,2032,"3,3-Dimethyl-1-butyne",20.586722540931863,2407.582973234574,-45.15,230,332,6,"[1, 6]",2,True,CH
895,CC(C)(C)N(C)C,7.611877715072781,9.171532139395891,10.396000715895006,11.382851594866855,12.19513448866008,2034,"N,N,2-Trimethyl-2-propanamine",20.525036286290558,2775.466993542233,-55.232,283,318,6,"[1, 6, 7]",3,True,CHN
896,CCC(C)C(C)C(C)C,7.576904152387305,9.143609263043034,10.379164866984304,11.378526748846742,12.203513738565677,2039,"2,3,4-Trimethylhexane",20.760797973962216,3240.88851838912,-61.15,307,440,9,"[1, 6]",2,True,CH
897,CCC(C)C#C,7.60728385595659,9.163710744230798,10.391597204741615,11.385037787197742,12.20532661729153,2041,3-Methyl-1-pentyne,20.752738926136736,2599.158052971679,-49.15,247,353,6,"[1, 6]",2,True,CH
898,CC/C(=C\C)/C,7.591433583111282,9.045462875174655,10.20911350996859,11.161473890579087,11.955301899983604,2042,(Z)-3-Methyl-2-pentene,20.80530694380979,2731.7869543281363,-46.454,253,364,6,"[1, 6]",2,True,CH
899,CC(C)OC(=O)CCC(=O)OC(C)C,7.5900825500644125,9.151929027771113,10.381365981053941,11.374307312268801,12.193004425532814,2045,Diisopropyl succinate,21.55608783923143,3990.227995542544,-99.773,377,497,10,"[1, 6, 8]",3,True,CHO
900,CCCOC(=O)C=C,7.620380124132387,8.924866116932806,9.983583344081064,10.8600075724856,11.59748837908917,2048,Propyl acrylate,23.074044035936826,4564.329234193656,0.0,287,395,6,"[1, 6, 8]",3,True,CHO
901,CC(=O)OCC(C)(C)C,7.599778256188474,9.209256210827931,10.438011936297912,11.40684741283845,12.190346155251547,2049,"2,2-Dimethylpropyl acetate",26.336277518138,5903.828178436734,0.0,301,400,7,"[1, 6, 8]",3,True,CHO
902,CC(=CC=C)C,6.439173721443186,7.959329389143807,9.24409165125234,10.344206890404704,11.296812796649547,2050,"1,1-Dimethylbutadiene",20.24522614578992,2567.3593528374317,-55.0,349,349,6,"[1, 6]",2,True,CH
903,CCCCCC(=O)CCCCC,3.268961574235284,3.879353842650108,4.466193997814202,5.0308193836976365,5.574467975059086,2051,6-Undeca,21.121543980481597,3898.534451969336,-94.212,388,500,11,"[1, 6, 8]",3,True,CHO
904,CC(=O)CCC#N,7.568268398273474,9.137619072358001,10.373745974979022,11.372594218466707,12.196500566990178,2052,"Pentanenitrile, 4-oxo-",23.866294488883284,6290.6624740597335,0.0,393,473,5,"[1, 6, 7, 8]",4,True,CHON
905,CCC#CCC,7.601793106453195,9.160523809481342,10.38912348904543,11.382429190023691,12.20212714456007,2055,3-Hexyne,20.756423062285528,2782.213567864705,-53.15,264,378,6,"[1, 6]",2,True,CH
906,CCCCCCCC=NO,7.591987505220008,9.158914553597853,10.392758337156511,11.3895209895361,12.211545138551578,2057,Caprylaldehyde oxime,26.790255195072703,4495.958575027384,-90.107,313,343,8,"[1, 6, 7, 8]",4,True,CHON
907,C[C@@H]1C[C@@H]1C,9.600686989483005,10.400784033682326,11.092221741490869,11.695727785417478,12.227073052659023,2059,"cis-1,2-Dimethylcyclopropane",20.427268523242027,2449.420944374276,-35.0,310,310,5,"[1, 6]",2,True,CH
908,C1CCN(C1)N=O,7.61572576984824,9.167456764462214,10.391335485946666,11.381337977978529,12.198656145252489,2061,N-Nitroso-pyrrolidine,42.87263775123869,21310.533257159263,229.4,273,371,4,"[1, 6, 7, 8]",4,True,CHON
909,CC[C@H]1CCC[C@H]1C,7.574214169405037,9.147942784480858,10.386657325032822,11.38704294965367,12.211845314139223,2062,cis-1-Ethyl-2-methylcyclopentane,20.79351770813366,3196.701910454564,-56.262,298,428,8,"[1, 6]",2,True,CH
910,CC[C@@H]1CCC[C@H]1C,7.614427430131128,9.162251554509929,10.384338277782613,11.373724338865408,12.19109574238615,2063,trans-1-Ethyl-2-methylcyclopentane,20.744679878311256,3122.305386099926,-55.65,293,421,8,"[1, 6]",2,True,CH
911,C1CCC/C=C\CC1,7.58684520506451,9.145754432873444,10.375599244995922,11.370624262192807,12.192221367932678,2065,cis-Cyclooctene,23.0837148933274,4578.031918082064,-15.138,273,333,8,"[1, 6]",2,True,CH
912,CCC[C@H]1CCC[C@H]1C,7.576737209913926,9.106832950507997,10.336668629412381,11.34672995233854,12.191096127494106,2066,cis-1-Methyl-2-propylcyclopentane,20.17518150726104,3102.687361107617,-67.0,426,426,9,"[1, 6]",2,True,CH
913,CCCC1CCCC1C,7.565415819066564,8.85923523696289,9.949096856814064,10.879704970292309,11.683588775477034,2067,trans-1-Methyl-2-propylcyclopentane,20.17575715353429,3057.833003496093,-66.0,420,420,9,"[1, 6]",2,True,CH
914,CCC1=CC(=CC(=C1)C)C,8.280888808690797,9.267009898816081,10.135404080877628,10.90596584751613,11.594346141336533,2069,"1-Ethyl-3,5-dimethylbenzene",20.323537064802643,3391.9841521913886,-71.15,338,489,10,"[1, 6]",2,True,CH
915,CCC1=CC(=C(C=C1)C)C,7.212422265753045,8.768640127802842,9.953823049125504,10.886531173169722,11.639674217312733,2070,"4-Ethyl-1,2-dimethylbenzene",20.344260330639592,3452.104648969464,-71.15,342,495,10,"[1, 6]",2,True,CH
916,CCC1=CC=C(C=C1)C(=O)C,7.221248663950586,8.053967151034325,8.811411650585068,9.503347436661153,10.137920670523677,2071,p-Ethylaceto-phe,16.43587541964243,2155.569639976562,-111.314,295,367,10,"[1, 6, 8]",3,True,CHO
917,CC(C)(C)C(=O)C1=CC=CC=C1,7.605255909462468,9.15390062965595,10.372825830431857,11.357200473494176,12.168782466764267,2072,tert-Butyl phenyl ketone,23.638868159248265,5562.278823837648,-34.165,331,493,11,"[1, 6, 8]",3,True,CHO
918,CCC(C)(C)OC,7.614403136455596,9.177189376923547,10.405331882815918,11.395922646756187,12.211806044922158,2077,Methyl tert-pentyl ether,20.78237319628357,2833.3747060459405,-53.134,309,358,6,"[1, 6, 8]",3,True,CHO
919,CC#CC(C)(C)C,7.607902332726365,9.161257636622736,10.38554277408366,11.375310204844157,12.192054619126168,2081,"4,4-Dimethyl-2-pentyne",20.569913669753007,2731.326437309537,-54.15,265,381,7,"[1, 6]",2,True,CH
920,CC(C)CCCCCCC(C)C,7.618102780170801,8.807427733167312,9.851423701882453,10.775194517913594,11.598376956199122,2084,"2,9-Dimethyldecane",20.18651022591857,3351.5737838093432,-90.15,477,477,12,"[1, 6]",2,True,CH
921,CCCCCCCCC(C)CC,7.613982555343981,8.966355851892754,10.034629946772142,10.899818410368246,11.614806151331464,2085,3-Methylundecane,23.67511084861199,5871.288045902542,-1.128,357,485,12,"[1, 6]",2,True,CH
922,CC/C=C/C1=CC=CC=C1,7.576579736488661,9.152296172838572,10.389999498698085,11.387916937025048,12.209576879668555,2091,(E)-1-Phenyl-1-butene,20.80581351253025,3728.875377147348,-70.0,472,472,10,"[1, 6]",2,True,CH
923,CC(=O)C1=CC=C(C=C1)C(=O)C,7.619861622277977,8.812591693562773,9.856034074765807,10.776566318071398,11.594697433608802,2093,"1,4-Diacetylbenzene",27.41377221240456,8471.85297836604,0.0,390,430,10,"[1, 6, 8]",3,True,CHO
924,CCC(C)(CC)CC,8.099454570512199,9.348429842833768,10.371788899310667,11.225600874274983,11.948777464198614,2096,3-Ethyl-3-methylpentane,20.69908869346997,3099.0953283625463,-53.566,290,408,8,"[1, 6]",2,True,CH
925,CCC(CC)(CC)CC,7.578156786754164,9.149649815758934,10.382823570489267,11.376313407876482,12.193808588507771,2097,"3,3-Diethylpentane",20.777583819290143,3351.9882491260823,-57.018,308,448,9,"[1, 6]",2,True,CH
926,CCC(C(C)C)C(C)C,7.578416365708728,9.148872075040254,10.384974319763018,11.383227029549253,12.20625523042488,2099,"3-Ethyl-2,4-dimethylpentane",20.8050076077477,3254.473770437785,-59.15,305,437,9,"[1, 6]",2,True,CH
927,CC(C)CC(C)C(C)C,7.605379096253323,9.16647884044838,10.395327988344079,11.387794584956213,12.206100271419267,2101,"2,3,5-Trimethylhexane",20.75734409632273,3178.94897938758,-60.15,302,432,9,"[1, 6]",2,True,CH
928,CC(C)(C)CC(C)(C)C,7.60728385595659,9.163710744230798,10.391597204741615,11.385037787197742,12.20532661729153,2105,"2,2,4,4-Tetramethylpentane",20.54032545130804,3050.1193434345632,-57.07,293,423,9,"[1, 6]",2,True,CH
929,CCCCCC(C)(C)C,7.575093163257646,8.954210393013238,10.07160912318431,10.995333366991469,11.771720666096504,2107,"2,2-Dimethylheptane",20.62034028328958,3099.509793679285,-65.15,303,433,9,"[1, 6]",2,True,CH
930,CC(C)CCCC(C)C,7.599800762690741,9.159314873075855,10.387587504447422,11.380020692268893,12.198589506080676,2109,"2,6-Dimethylheptane",20.759876939925014,3169.278121997005,-65.15,306,436,9,"[1, 6]",2,True,CH
931,C1=CC=C(C=C1)C(=O)C=O,7.591410095754618,8.69711451774523,9.680594543474673,10.561054737032697,11.353876531694901,2113,Benzoyl formaldehyde,24.851179210709628,5750.351671648308,-34.93,348,467,8,"[1, 6, 8]",3,True,CHO
932,CCCC1=CC=CC=C1C,7.58695274548502,9.123574778317918,10.356101345528302,11.366674664108697,12.210296365117538,2114,2-Propyltoluene,20.474586646903056,3462.420230186077,-71.15,340,490,10,"[1, 6]",2,True,CH
933,CC(C)CN(CC(C)C)CC(C)C,7.606869629819318,9.163122127453967,10.388817683925645,11.379163321386482,12.196006739766965,2129,Triisobutylamine,23.62940453451606,5016.195440598087,-37.671,305,453,12,"[1, 6, 7]",3,True,CHN
934,CCCCNC(=O)C,7.6167140642681606,9.167430963197265,10.391917070798742,11.383320237255504,12.202408404633275,2133,N-Butylacetamide,21.763067213240664,4801.603720271413,-85.07,443,653,6,"[1, 6, 7, 8]",4,True,CHON
935,CCCCCCCCC(C)O,7.605748433889799,9.157831556189189,10.38258147402186,11.373671837933463,12.192146491257146,2136,2-Decanol,20.409515592175044,3134.918947239348,-137.787,425,490,10,"[1, 6, 8]",3,True,CHO
936,CCCCCCCCCCC,4.861035912484443,7.140390797593128,8.919817913192356,10.347535691279255,11.518440524089797,2137,Undecane,20.94684684947613,3614.068484410665,-85.45,356,499,11,"[1, 6]",2,True,CH
937,C=C1CCC1,10.190302517024833,10.646506594374078,11.06541532014069,11.451422517998498,11.808257900625046,2142,Methylenecyclobutane,20.79614265513968,2533.9879870846685,-41.999,274,348,5,"[1, 6]",2,True,CH
938,CC1COCOC1C,8.741381274814014,9.597106008560742,10.33930058458009,10.989152795659685,11.562886924001367,2143,"trans-4,5-Dimethyl-1,3-dioxane",21.81353987847909,3893.3467277548193,-25.954,353,408,6,"[1, 6, 8]",3,True,CHO
939,CNC1=CC=NC=C1,7.623399833416617,9.182678605551683,10.403873854855181,11.386186336792914,12.193464422139156,2144,4-(Methylamino) pyridine,24.81118330764432,6700.6515653778815,0.0,313,343,6,"[1, 6, 7]",3,True,CHN
940,CCC1CCOCO1,7.601766640728934,9.154907191783073,10.381183593745256,11.37395645108533,12.194122370139114,2145,"4-Ethyl-1,3-dioxane",25.75786814277789,7130.302430805104,89.181,362,412,6,"[1, 6, 8]",3,True,CHO
941,C1CCCNCCC1,7.96997709910622,9.360360862746827,10.477063772730098,11.393651855045565,12.159493021518568,2146,"Azocine, octahydro-",22.724235308609167,4467.765723148766,-30.672,273,313,7,"[1, 6, 7]",3,True,CHN
942,CC1=CC2=CC=CC=C2C=N1,7.576420840097041,9.138686799186761,10.371276841859514,11.368585586276481,12.192110622788435,2150,3-Methyliso-quinoline,21.04857505888461,4040.3046161449774,-102.038,449,529,10,"[1, 6, 7]",3,True,CHN
943,CCCCNC1=CC=CC=C1,7.578673211416746,9.145420067387777,10.380309056500813,11.37868084589273,12.2025468372241,2151,N-Butylaniline,21.68443393231492,4414.700347095624,-80.15,413,643,10,"[1, 6, 7]",3,True,CHN
944,CCCCOC1=CC=CC=C1,8.683971202275808,9.568237437484946,10.356298509781587,11.06304461048099,11.700443839985764,2152,Butyl phenyl ether,21.7965468004928,4409.356047094785,-54.054,392,483,10,"[1, 6, 8]",3,True,CHO
945,CCC(C)(C)CO,7.34847512475649,9.024859164345925,10.3228779330831,11.35763877082167,12.201856868066944,2159,"2,2-Dimethyl-1-butanol",21.367183758202195,3081.895017717881,-96.77,320,433,6,"[1, 6, 8]",3,True,CHO
946,CCN(CC)C(=O)N(CC)CC,7.579336766332817,9.154737305685776,10.391858647878859,11.389093039163324,12.21004733361265,2162,Tetraethylurea,23.862610352734496,4905.312152859866,-60.15,245,360,9,"[1, 6, 7, 8]",4,True,CHON
947,C/C=C\C#N,7.588617189199198,9.038801425821758,10.19941008594962,11.149304127513137,11.941092370436682,2166,cis-Crotononitrile,21.515032747023348,3436.845417558192,-37.302,244,381,4,"[1, 6, 7]",3,True,CHN
948,C1CC(=O)C1,7.580475492012097,9.153224772679865,10.387931452430946,11.383006425276973,12.202040388544791,2172,Cyclobuta,21.01486521312318,2982.02499447945,-57.713,283,380,4,"[1, 6, 8]",3,True,CHO
949,CC[C@@H]1C(O1)(C)C,7.2459902812176225,8.581124456732313,9.717575894609723,10.696622569637555,11.548848584388878,2175,"2,2-Dimethyl-3-ethyloxirane",16.557889403720182,957.8753986855232,-178.65,297,369,6,"[1, 6, 8]",3,True,CHO
950,CCC[C@H]1CCCC1=O,7.585980244496174,8.767134001401804,9.815625850126832,10.752617390962222,11.59499665926991,2176,2-Propyl cyclopenta,15.327963576297414,1660.302007154287,-19.593,281,456,8,"[1, 6, 8]",3,True,CHO
951,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC=O,7.615218220294119,8.953147974873426,10.038417450567323,10.936422022322986,11.691781361324404,2180,Isoborneol formate,23.50409785375532,5594.066011046431,-24.089,384,441,11,"[1, 6, 8]",3,True,CHO
952,CCOC(=O)CC[C@@H](C(=O)OCC)NC(=O)C,7.574842055795221,9.143553468796238,10.378802312788428,11.376700045461927,12.199660288351344,2185,"N-Acetyl-L-glutamic acid, diethyl ester",25.444256053112102,8079.771091316107,0.0,403,503,11,"[1, 6, 7, 8]",4,True,CHON
953,CCC1=CCCCC1,7.605594992558219,9.164014608220551,10.391643429492337,11.383696907716121,12.202047045966056,2186,1-Ethylcyclohexene,20.749238996795384,3179.71804280864,-65.372,332,411,8,"[1, 6]",2,True,CH
954,CC1(CCCC1)O,7.57088300753383,9.139483717358795,10.374721516807357,11.372659310450814,12.195685531795972,2195,1-Methyl-1-cyclopentanol,24.975196443818287,5489.293784145015,0.0,354,407,6,"[1, 6, 8]",3,True,CHO
955,CCCCC1(CCCC1)O,7.569051437499384,9.135774509255521,10.370967570495342,11.369793308914542,12.194174074398065,2197,1-Butyl-1-cyclopentanol,20.0621015533441,2686.30859615641,-151.835,359,466,9,"[1, 6, 8]",3,True,CHO
956,C1CC2=C(C1)C=C(C=C2)O,7.617053744235209,8.942583947408492,10.02512677395073,10.925886671365504,11.687105076057849,2198,"2,3-Dihydro-1H-inden-5-ol",26.17689257800095,8465.695865827374,52.536,393,524,9,"[1, 6, 8]",3,True,CHO
957,C/C=C\C(=C)C,7.613482812995487,9.162871418429248,10.386323990908753,11.376900261291416,12.195311940382476,2210,"(Z)-2-Methyl-1,3-pentadiene",20.24382156888319,2564.3199405146797,-55.0,349,349,6,"[1, 6]",2,True,CH
958,CCCCC(CC)COCCO,7.568719929141498,9.141415453429643,10.380174067018041,11.381146976374932,12.206804604762684,2227,Ethylene glycol mono(2-ethylhexyl) ether,25.089358612728933,6795.8174072713255,0.0,381,501,10,"[1, 6, 8]",3,True,CHO
959,COC(=O)C[C@@H](C(=O)OC)O,7.097612475009413,7.300887887861588,7.499422996161655,7.693381701965311,7.8829204372613795,2252,Dimethyl-L-malate,23.6868079808844,5770.4578446803325,-41.449,348,516,6,"[1, 6, 8]",3,True,CHO
960,COC(=O)CC(CC(=O)OC)(C(=O)OC)O,7.596153991936857,8.962000373754407,10.053601000543852,10.946018020466873,11.689210753576699,2253,Trimethyl citrate,34.046230417668326,17749.08114470861,228.978,379,561,9,"[1, 6, 8]",3,True,CHO
961,CCCC1(CCCC1)O,7.56582800233017,8.840432594924364,9.884305104912487,10.754897063260845,11.492048111705715,2257,1-Propyl-cyclopentanol,18.58186170046195,1873.383231659956,-181.65,344,447,8,"[1, 6, 8]",3,True,CHO
962,C1CCC(CC1)C2CCCC2,7.5656677776366905,9.090329526236447,10.322493944369032,11.338964690347414,12.191820162835642,2261,Cyclopentyl-cyclohexane,18.74364132909571,2455.73002752908,-148.676,373,489,11,"[1, 6]",2,True,CH
963,C/C=C/CC(=O)O,7.653509954918537,9.170059895969006,10.380542269168943,11.369119391168235,12.191687246886833,2268,(E)-3-Pentenoic acid,22.65398343742192,4264.387592224973,-83.15,366,469,5,"[1, 6, 8]",3,True,CHO
964,COC1=CC=CC=N1,10.143809567427715,10.517830158932632,10.866402127576125,11.19203733221125,11.496927590264425,2270,2-Methoxypyridine,23.2329914849062,4877.549884393637,0.0,304,338,6,"[1, 6, 7, 8]",4,True,CHON
965,CCC(=O)C=C,4.322366506302469,5.046621399271384,5.721074070749449,6.350690631773201,6.939798162079885,2271,1-Penten-3-one,23.72017243888188,4519.831777271546,-5.495,291,375,5,"[1, 6, 8]",3,True,CHO
966,CC1(CC1)C,7.838715841367618,8.261585011232205,8.658578912176022,9.032001992644151,9.383892945261318,2273,"1,1-Dimethylcyclopropane",20.4383209316884,2306.315280844696,-35.0,294,294,5,"[1, 6]",2,True,CH
967,CCCCC(=C)CC,7.582679696191898,9.096188035940195,10.323962025833323,11.339937906141474,12.194568566426883,2274,2-Ethyl-1-hexene,20.764597239365656,3094.904623493297,-58.15,293,420,8,"[1, 6]",2,True,CH
968,CCCCCCC(C)CCCC,2.614477032616808,3.868061647643092,5.00736921212831,6.047344809300416,7.000436369240422,2275,5-Methylundecane,24.267589018890288,6163.773917340111,3.913,357,480,12,"[1, 6]",2,True,CH
969,CC(C)(C)OC,4.862133769268663,7.159580605073476,8.94484471486509,10.372024720478347,11.539036284059144,2276,Methyl tert-butyl ether,22.16380912282535,3348.594238699009,-13.144,287,326,5,"[1, 6, 8]",3,True,CHO
970,C1CCC(C1)C2CCCC2,8.446994606034732,8.691920110597671,8.928003539183612,9.155715214982814,9.37549268605034,2278,Bicyclopentyl,24.41322752602216,6492.030448197342,42.128,330,394,10,"[1, 6]",2,True,CH
971,CCCC(CC)C(CC)CCC,9.827963286501506,9.925728954987695,10.091133584236562,10.43149465044121,11.53601717144003,2279,"4,5-Diethyloctane",20.201914520190694,3314.15677604819,-88.15,470,470,12,"[1, 6]",2,True,CH
972,CCCCC(C)C(C)CCCC,7.6070646835824025,9.161757080352645,10.389117338599833,11.382676288207364,12.203429958380497,2280,"5,6-Dimethyldecane",20.173753904503386,3320.696117712293,-90.15,474,474,12,"[1, 6]",2,True,CH
973,CCCCCCC(CC)CCC,9.4700997036001,10.061754062007637,10.599244929828627,11.089684427306995,11.538991715221451,2281,4-Ethyldecane,20.245364300895496,3374.3693762299845,-90.15,477,477,12,"[1, 6]",2,True,CH
974,CC1(CCCC1)C,7.579908323682849,8.94990664442992,10.0231758508718,10.886699267506783,11.596488766279034,2283,"1,1-Dimethylcyclopentane",20.63574457756171,2833.4230603328933,-49.93,267,386,7,"[1, 6]",2,True,CH
975,CCC(C)(C)CC=C,7.600587282833448,9.165399175513274,10.39659385953272,11.39058429787056,12.209897517428267,2286,"4,4-Dimethyl-1-hexene",20.82358946944816,2995.6632059852536,-58.15,285,406,8,"[1, 6]",2,True,CH
976,CCCCCCCCCC(C)O,6.99147062548581,8.491380650933062,9.698286015915757,10.690403818438954,11.520386109354519,2293,2-Undecanol,19.621248611439466,2668.6961227801,-173.15,387,503,11,"[1, 6, 8]",3,True,CHO
977,CC(C)CCCCCO,7.612813759524865,8.823489974359529,9.875907860457634,10.799194717586646,11.615743209729647,2295,6-Methyl-1-heptanol,20.191829197483383,2695.40610985883,-149.85,364,467,8,"[1, 6, 8]",3,True,CHO
978,CC(=O)C12CC3CC(C1)CC(C3)C2,7.520334976777532,8.752517138308235,9.803051844070739,10.709349129558143,11.499206220227073,2297,1-Adamantyl methyl ketone,22.52174597553127,5621.040795410856,-28.815,432,506,12,"[1, 6, 8]",3,True,CHO
979,C[C@@H]1CC[C@@H]([C@@H](C1)C)C,7.181210964634831,8.711957268157734,9.874078761199723,10.7864205744328,11.521697555249883,2301,"r-1, c-2, c-4-Trimethylcyclohexane",21.216019046847137,3837.027798965278,-23.15,305,449,9,"[1, 6]",2,True,CH
980,CC1=CC(=C2CCCC2=C1)C,7.616791050841016,9.172902638648909,10.397926654582783,11.387369128990912,12.20322520438007,2310,"4,6-Dimethylindane",21.66090151266452,4389.093298276438,-64.054,313,423,11,"[1, 6]",2,True,CH
981,CCCCCCC1OCCO1,7.422091197803015,9.056607502158007,10.3346672410207,11.361410391627839,12.20432917041607,2314,"2-Hexyl-1,3-dioxolane",25.89003652711575,6599.208876520936,0.0,318,453,9,"[1, 6, 8]",3,True,CHO
982,C=CCOC1=CC=CC=C1,6.560925064082092,8.315696800985418,9.64810315436844,10.694255507024655,11.537453927424952,2331,Allyl phenyl ether,21.592491709551663,4095.407780005419,-58.062,354,455,9,"[1, 6, 8]",3,True,CHO
983,C1C=C[C@@H]2[C@H]1[C@H]3C[C@@H]2C=C3,7.568825490688358,9.140450258666185,10.378202367351138,11.378256998140884,12.203086569982025,2332,endo-Dicyclopentadiene,38.36590307797609,23812.473864919644,445.04,313,422,10,"[1, 6]",2,True,CH
