"standard_relation","standard_value","standard_type","pchembl_value","assay_chembl_id","target_chembl_id","canonical_smiles","compound_chembl_id"
">",10000.0,"Ki",,"CHEMBL616846","CHEMBL2182","Clc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL267014"
"=",70.0,"Ki",7.16,"CHEMBL616434","CHEMBL1898","CC1CCC(C)N1CCc2c[nH]c3ccc(cc23)c4cccs4","CHEMBL173656"
"=",22.7,"Ki",7.64,"CHEMBL616133","CHEMBL214","CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(Cc5ccccc5C)CC4)cc23","CHEMBL2112662"
"=",23.0,"Ki",7.64,"CHEMBL616434","CHEMBL1898","CN(C)CCc1c[nH]c2ccc(cc12)c3cccs3","CHEMBL170192"
"=",476.0,"Ki",6.32,"CHEMBL616434","CHEMBL1898","Clc1ccc(s1)c2ccc3[nH]cc(CCN4CCCC4)c3c2","CHEMBL423610"
">",10000.0,"Ki",,"CHEMBL616846","CHEMBL2182","CCc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL282829"
"=",113.0,"Ki",6.95,"CHEMBL616434","CHEMBL1898","OC[C@@H]1CCCN1CCc2c[nH]c3ccc(cc23)c4cccs4","CHEMBL174141"
"=",71.7,"Ki",7.14,"CHEMBL616133","CHEMBL214","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)C4=NC(C)ON4)cc1N5CCN(C)CC5","CHEMBL339308"
"=",9.9,"Ki",8.0,"CHEMBL616434","CHEMBL1898","COC[C@@H]1CCCN1CCc2c[nH]c3ccc(cc23)c4cccs4","CHEMBL369798"
"=",32.0,"Ki",7.5,"CHEMBL616434","CHEMBL1898","NCCc1c[nH]c2ccc(cc12)c3cccs3","CHEMBL355517"
"=",114.0,"Ki",6.94,"CHEMBL616133","CHEMBL214","CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5cccc6ccccc56)cc23","CHEMBL2112661"
"=",17.0,"Ki",7.77,"CHEMBL616434","CHEMBL1898","CN(C)CCc1c[nH]c2ccc(cc12)c3ccsc3","CHEMBL171129"
"=",303.0,"Ki",6.52,"CHEMBL616434","CHEMBL1898","CN(C)CCc1c[nH]c2ccc(cc12)c3ccc(Cl)s3","CHEMBL422737"
">",3257.0,"Ki",,"CHEMBL616370","CHEMBL214","CN[C@@H]1Cc2cccc3ncn(C1)c23","CHEMBL348285"
"=",4.0,"Ki",8.4,"CHEMBL616370","CHEMBL214","CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34","CHEMBL531"
"=",133.0,"Ki",6.88,"CHEMBL616434","CHEMBL1898","CN(C)CCc1c[nH]c2ccc(cc12)c3ccc(C)s3","CHEMBL174355"
"=",72.0,"Ki",7.14,"CHEMBL616136","CHEMBL214","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1N5CCN(C)CC5","CHEMBL15928"
"=",0.4,"Ki",9.4,"CHEMBL616370","CHEMBL214","CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34","CHEMBL157138"
"=",8.0,"Ki",8.1,"CHEMBL616136","CHEMBL214","Cc1ccccc1N2CCN(CC2)C(=O)COc3ccc4[nH]cc(CCN)c4c3.OC(=O)\C=C\C(=O)O","CHEMBL321818"
"=",73.0,"Ki",7.14,"CHEMBL616370","CHEMBL214","CN[C@H]1CN2C(=O)Nc3cccc(C1)c23","CHEMBL419792"
">",3521.0,"Ki",,"CHEMBL616370","CHEMBL214","CN(C)[C@@H]1Cc2cccc3ncn(C1)c23","CHEMBL345458"
"=",630.96,"Ki",6.2,"CHEMBL616445","CHEMBL1898","Cl.O=C(N[C@@H]1CC[C@@H](CCN2CCc3ccc(cc3C2)C#N)CC1)c4cc5ccccc5[nH]4","CHEMBL2113347"
"=",450.0,"Ki",6.35,"CHEMBL616136","CHEMBL214","COc1ccc(NC(=O)N2CCN(CC2)c3ccccc3)cc1N4CCN(C)CC4.OC(=O)\C=C\C(=O)O","CHEMBL325131"
"=",1000.0,"Ki",6.0,"CHEMBL616445","CHEMBL1898","Cl.O=C(N[C@@H]1CC[C@@H](CCN2CCc3cc(ccc3C2)C#N)CC1)\C=C\c4ccccc4","CHEMBL2368612"
"=",24.0,"Ki",7.62,"CHEMBL616370","CHEMBL214","CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C","CHEMBL493"
">",1000.0,"Ki",,"CHEMBL616136","CHEMBL214","CN1CCN(CC1)c2cc(OC(=O)N3CCN(CC3)c4ccccc4C)ccc2Cl.OC(=O)\C=C\C(=O)O","CHEMBL107772"
"=",1706.0,"Ki",5.77,"CHEMBL616370","CHEMBL214","CCCN(CCC)CCc1cccc2NC(=O)Cc12","CHEMBL589"
"=",158.49,"Ki",6.8,"CHEMBL616445","CHEMBL1898","Cl.O=C(NCCCCN1CCc2ccc(cc2C1)C#N)\C=C\c3c[nH]c4ccccc34","CHEMBL553591"
"=",158.49,"Ki",6.8,"CHEMBL616445","CHEMBL1898","Cl.O=C(N[C@@H]1CC[C@@H](CCN2CCc3ccc(cc3C2)C#N)CC1)\C=C\c4ccccc4","CHEMBL2113350"
"=",92.0,"Ki",7.04,"CHEMBL616370","CHEMBL214","CN(C)[C@@H]1Cc2cccc3nc(O)n(C1)c23","CHEMBL422344"
"=",58.0,"Ki",7.24,"CHEMBL616370","CHEMBL214","CCCN[C@@H]1Cc2cccc3nc(O)n(C1)c23","CHEMBL434665"
"=",6309.57,"Ki",5.2,"CHEMBL616445","CHEMBL1898","Cl.CS(=O)(=O)c1cccc(\C=C\C(=O)N[C@@H]2CC[C@@H](CCN3CCc4cc(ccc4C3)C#N)CC2)c1","CHEMBL2113352"
"=",571.0,"Ki",6.24,"CHEMBL616136","CHEMBL214","COc1ccc(NC(=O)N2CCN(CC2)c3ccc(C)cc3C)cc1N4CCN(C)CC4.OC(=O)\C=C\C(=O)O","CHEMBL323986"
"=",100.0,"Ki",7.0,"CHEMBL616445","CHEMBL1898","Cl.FC(F)(F)S(=O)(=O)Oc1ccc2CCN(CCCCNC(=O)\C=C\c3c[nH]c4ccccc34)Cc2c1","CHEMBL552599"
"=",393.0,"Ki",6.41,"CHEMBL616136","CHEMBL214","COc1ccc(NC(=O)N2CCN(CC2)c3c(C)cccc3C)cc1N4CCN(C)CC4.OC(=O)\C=C\C(=O)O","CHEMBL111302"
">",1000.0,"Ki",,"CHEMBL616136","CHEMBL214","CN1CCN(CC1)c2cc(OCC(=O)N3CCN(CC3)c4ccccc4C)ccc2Cl.OC(=O)\C=C\C(=O)O","CHEMBL106807"
"=",1584.89,"Ki",5.8,"CHEMBL616447","CHEMBL1898","CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2ccc3nccc(N4CCNCC4)c3c2","CHEMBL261917"
"=",501.19,"Ki",6.3,"CHEMBL616447","CHEMBL1898","CN1CCN(CC1)c2ccnc3ccc(NS(=O)(=O)c4sc5ccc(Cl)cc5c4C)cc23","CHEMBL316081"
"=",257.0,"Ki",6.59,"CHEMBL616136","CHEMBL214","COc1ccc(NC(=O)N2CCN(CC2)c3cccc4CCCCc34)cc1N5CCN(C)CC5.OC(=O)\C=C\C(=O)O","CHEMBL325359"
"=",316.23,"Ki",6.5,"CHEMBL616447","CHEMBL1898","O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c4ccc(cc4)c5ccccc5","CHEMBL97637"
"=",1258.93,"Ki",5.9,"CHEMBL616447","CHEMBL1898","Cc1cc(N2CCNCC2)c3cc(NS(=O)(=O)c4sc5ccc(Cl)cc5c4C)ccc3n1","CHEMBL97211"
">",1000.0,"Ki",,"CHEMBL616136","CHEMBL214","CN1CCC2(CC1)COc3cc4CCN(C(=O)c5ccc(cc5)c6ccc(cc6C)c7noc(C)n7)c4cc23","CHEMBL281350"
"=",630.96,"Ki",6.2,"CHEMBL616447","CHEMBL1898","Clc1cccc2cc(ccc12)S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3","CHEMBL97596"
"=",1995.26,"Ki",5.7,"CHEMBL616447","CHEMBL1898","Cc1c(sc2ccc(Cl)cc12)S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3","CHEMBL97158"
"=",501.19,"Ki",6.3,"CHEMBL616447","CHEMBL1898","Cc1sc2ccc(Cl)cc2c1S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3","CHEMBL318018"
">",10000.0,"Ki",,"CHEMBL616917","CHEMBL1983","Fc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL28997"
">",10000.0,"Ki",,"CHEMBL616917","CHEMBL1983","CCCc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL28833"
">",10000.0,"Ki",,"CHEMBL616917","CHEMBL1983","Fc1ccccc1N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL282424"
">",10000.0,"Ki",,"CHEMBL616917","CHEMBL1983","C=Cc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL29808"
"=",3162.28,"Ki",5.5,"CHEMBL616447","CHEMBL1898","CCc1c(sc2ccc(Cl)cc12)S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3","CHEMBL98965"
"=",2511.89,"Ki",5.6,"CHEMBL616447","CHEMBL1898","C[C@H]1CN(CCN1)c2ccnc3ccc(NS(=O)(=O)c4sc5ccc(Cl)cc5c4C)cc23","CHEMBL95823"
">",10000.0,"Ki",,"CHEMBL616917","CHEMBL1983","FC(F)(F)c1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL283036"
"=",2.512,"Ki",8.6,"CHEMBL616455","CHEMBL1898","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1NCCN(C)C","CHEMBL282693"
">",10000.0,"Ki",,"CHEMBL616917","CHEMBL1983","CCc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL282829"
"=",700.0,"Ki",6.16,"CHEMBL616136","CHEMBL214","COc1ccccc1N2CCN(CC2)C(=O)Nc3ccc(OC)c(c3)N4CCN(C)CC4.OC(=O)\C=C\C(=O)O","CHEMBL430500"
"=",31.62,"Ki",7.5,"CHEMBL616455","CHEMBL1898","CN1CCC2(CC1)COc3ccc(NC(=O)c4ccc(cc4)c5ccc(cc5C)c6noc(C)n6)cc23","CHEMBL15933"
"=",390.0,"Ki",6.41,"CHEMBL616136","CHEMBL214","COc1ccc(NC(=O)N2CCN(CC2)c3ccccc3C)cc1N4CCN(C)CC4.OC(=O)\C=C\C(=O)O","CHEMBL105970"
"=",125.89,"Ki",6.9,"CHEMBL616455","CHEMBL1898","CN1CCN(CC1)c2cccc(NC(=O)c3ccc(Br)c(C)c3)c2","CHEMBL21369"
"=",3000.0,"Ki",5.52,"CHEMBL616136","CHEMBL214","COc1ccc(NCC(=O)N2CCN(CC2)c3ccccc3C)cc1N4CCN(C)CC4.OC(=O)\C=C\C(=O)O","CHEMBL110601"
"=",2.512,"Ki",8.6,"CHEMBL616455","CHEMBL1898","CN(C)CCN1CCOc2ccc(NC(=O)c3ccc(cc3)c4ccc(cc4C)c5noc(C)n5)cc12","CHEMBL20791"
"=",1000.0,"Ki",6.0,"CHEMBL616136","CHEMBL214","COc1ccc(cc1)N2CCN(CC2)C(=O)Nc3ccc(OC)c(c3)N4CCN(C)CC4.OC(=O)\C=C\C(=O)O","CHEMBL108645"
"=",0.5012,"Ki",9.3,"CHEMBL616455","CHEMBL1898","COc1cc2CCN(C(=O)c3ccc(cc3)c4ccc(cc4C)c5noc(C)n5)c2cc1OCCN(C)C","CHEMBL282229"
"=",6.31,"Ki",8.2,"CHEMBL616455","CHEMBL1898","CN1CCC2(CC1)COc3cc4CCN(C(=O)c5ccc(cc5)c6ccc(cc6C)c7noc(C)n7)c4cc23","CHEMBL281350"
"=",79.0,"Ki",7.1,"CHEMBL616136","CHEMBL214","COc1cccc(c1)N2CCN(CC2)C(=O)Nc3ccc(OC)c(c3)N4CCN(C)CC4.OC(=O)\C=C\C(=O)O","CHEMBL108722"
"=",1.585,"Ki",8.8,"CHEMBL616455","CHEMBL1898","CN(C)CCOc1cc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc5CCOc15","CHEMBL21724"
"=",15.1,"Ki",7.82,"CHEMBL616139","CHEMBL214","NCCc1c[nH]c2ccc(OCCCC(=O)N3CCN(CC3)c4ccc(cc4)[N+](=O)[O-])cc12","CHEMBL120272"
"=",12.59,"Ki",7.9,"CHEMBL616455","CHEMBL1898","CN1CCN(CC1)c2cc(NC(=O)c3ccc(Br)c(C)c3)ccc2C","CHEMBL20771"
"=",1.0,"Ki",9.0,"CHEMBL616455","CHEMBL1898","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1OCCN(C)C","CHEMBL20963"
"=",1.0,"Ki",9.0,"CHEMBL616455","CHEMBL1898","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1N5CCN(C)CC5","CHEMBL15928"
"=",3.162,"Ki",8.5,"CHEMBL616455","CHEMBL1898","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1CCCN(C)C","CHEMBL21790"
"=",32.0,"Ki",7.5,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)C3=CCOCC3","CHEMBL138462"
"=",95.0,"Ki",7.02,"CHEMBL616139","CHEMBL214","CS(=O)(=O)NCc1ccc(cc1)N2CCN(CC2)C(=O)COc3ccc4[nH]cc(CCN)c4c3","CHEMBL117157"
"=",4.6,"Ki",8.34,"CHEMBL616929","CHEMBL1983","CNC(=O)c1ccc2[C@H](CCN3CCN(CC3)c4ccc(cc4)C(=O)N)OCCc2c1","CHEMBL441095"
"=",6.31,"Ki",8.2,"CHEMBL616455","CHEMBL1898","COc1ccc(NC(=O)c2ccc(Br)c(C)c2)cc1N3CCN(C)CC3","CHEMBL277467"
"=",440.0,"Ki",6.36,"CHEMBL616139","CHEMBL214","CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1","CHEMBL128"
"=",1258.93,"Ki",5.9,"CHEMBL616855","CHEMBL1983","CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2ccc3nccc(N4CCNCC4)c3c2","CHEMBL261917"
"=",251.19,"Ki",6.6,"CHEMBL616855","CHEMBL1983","CN1CCN(CC1)c2ccnc3ccc(NS(=O)(=O)c4sc5ccc(Cl)cc5c4C)cc23","CHEMBL316081"
"=",0.9,"Ki",9.05,"CHEMBL616929","CHEMBL1983","OC[C@H](NC1CCN(CCCc2c[nH]c3ccc(cc23)n4cnnc4)CC1)c5ccc(F)cc5","CHEMBL313714"
"=",1.4,"Ki",8.85,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)c3cccnc3","CHEMBL343492"
"=",158.49,"Ki",6.8,"CHEMBL616855","CHEMBL1983","O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c4ccc(cc4)c5ccccc5","CHEMBL97637"
"=",316.23,"Ki",6.5,"CHEMBL616855","CHEMBL1983","Cc1cc(N2CCNCC2)c3cc(NS(=O)(=O)c4sc5ccc(Cl)cc5c4C)ccc3n1","CHEMBL97211"
"=",13.6,"Ki",7.87,"CHEMBL616139","CHEMBL214","NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c4ccccc4CN)cc12","CHEMBL332063"
"=",199.53,"Ki",6.7,"CHEMBL616855","CHEMBL1983","Clc1cccc2cc(ccc12)S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3","CHEMBL97596"
"=",630.96,"Ki",6.2,"CHEMBL616855","CHEMBL1983","Cc1c(sc2ccc(Cl)cc12)S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3","CHEMBL97158"
"=",398.11,"Ki",6.4,"CHEMBL616855","CHEMBL1983","Cc1sc2ccc(Cl)cc2c1S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3","CHEMBL318018"
"=",2511.89,"Ki",5.6,"CHEMBL616855","CHEMBL1983","CCc1c(sc2ccc(Cl)cc12)S(=O)(=O)Nc3ccc4nccc(N5CCNCC5)c4c3","CHEMBL98965"
"=",5.6,"Ki",8.25,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)C3CCSCC3","CHEMBL138873"
"=",3.4,"Ki",8.47,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)C3(O)CCOCC3","CHEMBL139801"
"=",2.0,"Ki",8.7,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)C3(O)CCSCC3","CHEMBL138872"
"=",22.0,"Ki",7.66,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)C3=CCSCC3","CHEMBL343712"
"=",398.11,"Ki",6.4,"CHEMBL616855","CHEMBL1983","C[C@H]1CN(CCN1)c2ccnc3ccc(NS(=O)(=O)c4sc5ccc(Cl)cc5c4C)cc23","CHEMBL95823"
"=",39.81,"Ki",7.4,"CHEMBL616544","CHEMBL1983","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1NCCN(C)C","CHEMBL282693"
"=",1995.26,"Ki",5.7,"CHEMBL616544","CHEMBL1983","CN1CCC2(CC1)COc3ccc(NC(=O)c4ccc(cc4)c5ccc(cc5C)c6noc(C)n6)cc23","CHEMBL15933"
"=",199.53,"Ki",6.7,"CHEMBL616544","CHEMBL1983","CN1CCN(CC1)c2cccc(NC(=O)c3ccc(Br)c(C)c3)c2","CHEMBL21369"
"=",7.3,"Ki",8.14,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)c3ccsc3","CHEMBL138821"
"=",19.95,"Ki",7.7,"CHEMBL616544","CHEMBL1983","CN(C)CCN1CCOc2ccc(NC(=O)c3ccc(cc3)c4ccc(cc4C)c5noc(C)n5)cc12","CHEMBL20791"
"=",57.0,"Ki",7.24,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)c3ccc4ccccc4c3","CHEMBL139438"
"=",5.012,"Ki",8.3,"CHEMBL616544","CHEMBL1983","COc1cc2CCN(C(=O)c3ccc(cc3)c4ccc(cc4C)c5noc(C)n5)c2cc1OCCN(C)C","CHEMBL282229"
"=",24.0,"Ki",7.62,"CHEMBL616139","CHEMBL214","NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c4ccc(cc4)[N+](=O)[O-])cc12","CHEMBL334323"
"=",501.19,"Ki",6.3,"CHEMBL616544","CHEMBL1983","CN1CCC2(CC1)COc3cc4CCN(C(=O)c5ccc(cc5)c6ccc(cc6C)c7noc(C)n7)c4cc23","CHEMBL281350"
"=",25.12,"Ki",7.6,"CHEMBL616544","CHEMBL1983","CN(C)CCOc1cc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc5CCOc15","CHEMBL21724"
"=",39.81,"Ki",7.4,"CHEMBL616544","CHEMBL1983","CN1CCN(CC1)c2cc(NC(=O)c3ccc(Br)c(C)c3)ccc2C","CHEMBL20771"
"=",31.62,"Ki",7.5,"CHEMBL616544","CHEMBL1983","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1OCCN(C)C","CHEMBL20963"
"=",3.7,"Ki",8.43,"CHEMBL616929","CHEMBL1983","CN(C)CCn1ccc2ccc(cc12)C3CCOCC3","CHEMBL343105"
">",10000.0,"Ki",,"CHEMBL616930","CHEMBL1983","COc1ccccc1N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL435949"
">",10000.0,"Ki",,"CHEMBL616930","CHEMBL1983","COc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL28607"
">",10000.0,"Ki",,"CHEMBL616930","CHEMBL1983","CSc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL28651"
"=",2.512,"Ki",8.6,"CHEMBL616544","CHEMBL1983","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1N5CCN(C)CC5","CHEMBL15928"
"=",100.0,"Ki",7.0,"CHEMBL616544","CHEMBL1983","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1CCCN(C)C","CHEMBL21790"
"=",12.59,"Ki",7.9,"CHEMBL616544","CHEMBL1983","COc1ccc(NC(=O)c2ccc(Br)c(C)c2)cc1N3CCN(C)CC3","CHEMBL277467"
">",10000.0,"Ki",,"CHEMBL616930","CHEMBL1983","C(N1CCN(CC1)c2ccc(cc2)c3ccccc3)c4c[nH]c5ncccc45","CHEMBL287671"
"=",42.6,"Ki",7.37,"CHEMBL616139","CHEMBL214","NCCc1c[nH]c2ccc(OCCCCCC(=O)N3CCN(CC3)c4ccc(N)cc4)cc12","CHEMBL120514"
">",10000.0,"Ki",,"CHEMBL616930","CHEMBL1983","Clc1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2","CHEMBL267014"
"=",6.2,"Ki",8.21,"CHEMBL616934","CHEMBL1983","C1CN(CCN1)c2cccc3ccccc23","CHEMBL277120"
"=",0.7,"Ki",9.15,"CHEMBL616934","CHEMBL1983","COc1ccc2ccc(cc2c1)N3CCNCC3","CHEMBL129661"
"=",40.3,"Ki",7.39,"CHEMBL616139","CHEMBL214","O.Cl.CN(C)S(=O)(=O)Nc1ccc(cc1)N2CCN(CC2)C(=O)COc3ccc4[nH]cc(CCN)c4c3","CHEMBL1203216"
"=",0.45,"Ki",9.35,"CHEMBL616934","CHEMBL1983","CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5cccc6OCCOc56)cc23","CHEMBL129813"
"=",0.51,"Ki",9.29,"CHEMBL616934","CHEMBL1983","CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5ccccc5C#N)cc23","CHEMBL2112660"
"=",1.9,"Ki",8.72,"CHEMBL616934","CHEMBL1983","CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5c(C)cc(C)cc5C)cc23","CHEMBL128699"
"=",10.4,"Ki",7.98,"CHEMBL616139","CHEMBL214","NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c4ccccc4)cc12","CHEMBL421064"
"=",0.62,"Ki",9.21,"CHEMBL616934","CHEMBL1983","COc1cccc(N2CCN(CC2)C(=O)COc3ccc4cccc(N5CCN(C)CC5)c4c3)c1OC","CHEMBL338015"
"=",0.69,"Ki",9.16,"CHEMBL616934","CHEMBL1983","CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5ccccc5C)cc23","CHEMBL340786"
"=",39810.72,"Ki",4.4,"CHEMBL617592","CHEMBL1983","Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c4ccccc14","CHEMBL294649"
"=",0.55,"Ki",9.26,"CHEMBL616934","CHEMBL1983","CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(Cc5ccccc5C)CC4)cc23","CHEMBL2112662"
"=",0.74,"Ki",9.13,"CHEMBL616934","CHEMBL1983","COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)C4=NC(C)ON4)cc1N5CCN(C)CC5","CHEMBL339308"
"=",0.88,"Ki",9.06,"CHEMBL616934","CHEMBL1983","CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5cccc6ccccc56)cc23","CHEMBL2112661"
"=",16.0,"Ki",7.8,"CHEMBL617306","CHEMBL1983","CCCCCCCCCOc1ccc2[nH]cc(CCN)c2c1","CHEMBL97450"
"=",61.0,"Ki",7.21,"CHEMBL616139","CHEMBL214","NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c4ccc(NC(=O)c5ccccc5)cc4)cc12","CHEMBL334193"
"=",5.5,"Ki",8.26,"CHEMBL617306","CHEMBL1983","NCCc1c[nH]c2ccc(O)cc12","CHEMBL39"
"=",0.29,"Ki",9.54,"CHEMBL616935","CHEMBL1983","CC(C)c1ccc2[nH]cc(C[C@H]3CCCN3C)c2c1","CHEMBL44054"
"=",5.5,"Ki",8.26,"CHEMBL617320","CHEMBL1898","CCc1ccc2[nH]cc(CCN(C)C)c2c1","CHEMBL50492"
"=",78.6,"Ki",7.11,"CHEMBL616139","CHEMBL214","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CHEMBL1185"
"=",3.0,"Ki",8.52,"CHEMBL617320","CHEMBL1898","CCCCCCCCOc1ccc2[nH]cc(CCN)c2c1","CHEMBL326667"
"=",1.6,"Ki",8.8,"CHEMBL617320","CHEMBL1898","CCCCCOc1ccc2[nH]cc(CCN)c2c1","CHEMBL111376"
"=",3.5,"Ki",8.46,"CHEMBL616935","CHEMBL1983","CN1CCC[C@@H]1Cc2c[nH]c3ccc(C)cc23","CHEMBL300686"
"=",5.5,"Ki",8.26,"CHEMBL616935","CHEMBL1983","CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1","CHEMBL128"
"=",0.45,"Ki",9.35,"CHEMBL616935","CHEMBL1983","Cn1cc(CCN)c2cc(ccc12)C(C)(C)C","CHEMBL301757"
"=",0.97,"Ki",9.01,"CHEMBL616935","CHEMBL1983","CCc1ccc2[nH]cc(C[C@H]3CCCN3C)c2c1","CHEMBL45929"
"=",35.0,"Ki",7.46,"CHEMBL617320","CHEMBL1898","CCCCCCCCCCOc1ccc2[nH]cc(CCN)c2c1","CHEMBL111284"
"=",40.0,"Ki",7.4,"CHEMBL617320","CHEMBL1898","CCCCCCCCCOc1ccc2[nH]cc(CCN(C)C)c2c1","CHEMBL322054"
"=",135.0,"Ki",6.87,"CHEMBL617320","CHEMBL1898","CCCCCCCCCOc1ccc2[nH]cc(CCNCCCC)c2c1","CHEMBL418823"
"=",0.4,"Ki",9.4,"CHEMBL616935","CHEMBL1983","CC(C)c1ccc2[nH]cc(CCN(C)C)c2c1","CHEMBL300519"
"=",5.3,"Ki",8.28,"CHEMBL616935","CHEMBL1983","CC(C)c1ccc2[nH]cc(CCN3CCCC3)c2c1","CHEMBL297660"
"=",4.6,"Ki",8.34,"CHEMBL617320","CHEMBL1898","CCCOc1ccc2[nH]cc(CCN)c2c1","CHEMBL109526"
"=",0.25,"Ki",9.6,"CHEMBL616935","CHEMBL1983","CN1CCC[C@@H]1Cc2c[nH]c3ccc(cc23)C(C)(C)C","CHEMBL49826"
"=",77.8,"Ki",7.11,"CHEMBL616139","CHEMBL214","CC(=O)Nc1ccc(cc1)N2CCN(CC2)C(=O)COc3ccc4[nH]cc(CCN)c4c3","CHEMBL331240"
"=",2.5,"Ki",8.6,"CHEMBL616935","CHEMBL1983","CC(C)(C)c1ccc2[nH]cc(CCN3CCCC3)c2c1","CHEMBL297471"
"=",16.0,"Ki",7.8,"CHEMBL616935","CHEMBL1983","CCc1ccc2[nH]cc(CCN(C)C)c2c1","CHEMBL50492"
"=",45.0,"Ki",7.35,"CHEMBL616935","CHEMBL1983","CCc1ccc2[nH]cc(CCN3CCCC3)c2c1","CHEMBL49048"
"=",52.0,"Ki",7.28,"CHEMBL617320","CHEMBL1898","CC(C)C(=O)Oc1ccc2[nH]cc(CCN(C)C)c2c1","CHEMBL327103"
